row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
2792,,Power Consumption,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,"Connect wifi AP failed - FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0x2B87, log is valid)",Intel wlan can not find 5G hotspot when RLTK wireless connect with 2.4G AP and open hotspot on 5G,"Connect wifi AP failed - FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0x2B87, log is valid)"
2793,,YB/Lost,Power Consumption,,cue,"Power Consumption, Connectivity",,WiFi direct pairing fails after sleep(modernstandby) resume from S3.,"PC connects mobile phone to createMulti-screen Collaboration, find the soft AP channel is 2.4G(assert 0xe904).",WiFi direct pairing fails after sleep(modernstandby) resume from S3.
2794,,YB/Lost,Needs-Triage,,fallback,,,Unable to Connect to Network Secured by WEP Shared key,AX201/AX211 device will YB after warm boot,Unable to Connect to Network Secured by WEP Shared key
2795,,Connectivity,Connectivity,,cue,Connectivity,,Miracast use CH165 which is not supported by the TV,PIE port call fail,Miracast use CH165 which is not supported by the TV
2796,,UEFI,YB/Lost,,cue,"YB/Lost, Connectivity",,WLAN yellow bang while reboot aging,UEFI Wi-Fi authentication issue,WLAN yellow bang while reboot aging
2797,,BSOD,Killer,Killer,override,"Power Consumption, Connectivity, YB/Lost, Killer",,Killer 1650i (AX201) WLAN device show yellow bang when connecting hotspot,D1 BSOD happened during Windiag test,Killer 1650i (AX201) WLAN device show yellow bang when connecting hotspot
2798,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,CITU fails to connect to WiFi,WLAN sometimes can not auto reconnect AP2 immediately after resume from MS,CITU fails to connect to WiFi
2799,,BSOD,Needs-Triage,,fallback,,,Dump existed after long run Coldboot test by STEP tool: CLOCK_WATCHDOG_TIMEOUT (101) Netwtw10!osalUtilWait,Unit show BSoD: 0xd1 when run CB stress (1/10),Dump existed after long run Coldboot test by STEP tool: CLOCK_WATCHDOG_TIMEOUT (101) Netwtw10!osalUtilWait
2800,,Connectivity,Connectivity,,cue,"Connectivity, Performance",,Frequent throughput drops when device resumes from disconnected standby/hibernate,"Run Intel PETS PM_ST_11 failed in ""Check that the Host responds - WLAN""",Frequent throughput drops when device resumes from disconnected standby/hibernate
2801,,YB/Lost,YB/Lost,,cue,"YB/Lost, Power Consumption",,"Device Manager show yellow bang for AX210 after resuming from S3/S4 (""Allow the computer to turn off this device to save power"" is unchecked)",Intel WLAN YB (code 10),"Device Manager show yellow bang for AX210 after resuming from S3/S4 (""Allow the computer to turn off this device to save power"" is unchecked)"
2802,,Connectivity,Connectivity,,cue,Connectivity,,DUT cannot mirror to sink again after disconnecting/connecting to miracast session.,<Customer Complain>WLAN speed unstable under Huawei AirEngine6760-X1 Wi-Fi 6 AP,DUT cannot mirror to sink again after disconnecting/connecting to miracast session.
2803,,Power Consumption,YB/Lost,,cue,"YB/Lost, Connectivity",,WLAN device show YB when we perform RnR testing,Ping times out when in battery mode,WLAN device show YB when we perform RnR testing
2804,,BSOD,Connectivity,,cue,Connectivity,,"WLAN fail connect to AP with ""WPA2 Enterprise"" EAP-TLS mode(Fail Rate: 100%)",It will occur BSOD during change the Wireless Mode on TP-Link XDR3020 with 22.30.0.11,"WLAN fail connect to AP with ""WPA2 Enterprise"" EAP-TLS mode(Fail Rate: 100%)"
2805,,Power Consumption,YB/Lost,,cue,"YB/Lost, BSOD",,"YB during surfing the Internetaround 10 min. FATAL_ERROR: uCode ASSERT (lmacID = 0x0, rtStatus = 0x2000031C, log is  valid)",Ping times out when in battery mode,"YB during surfing the Internetaround 10 min. FATAL_ERROR: uCode ASSERT (lmacID = 0x0, rtStatus = 0x2000031C, log is  valid)"
2806,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,intel wlan show YB when connect/disconnect AP (F/R: 100%),WPA-TKIP Enterprise stops working on 9560 using newer WiFi driver,intel wlan show YB when connect/disconnect AP (F/R: 100%)
2807,,BSOD,Power Consumption,,cue,"Power Consumption, Connectivity",,TyP2 6GHz output power 2-5dBm drop on conductive test (3/19 and 4/16),It will occur BSOD during change the Wireless Mode on TP-Link XDR3020 with 22.30.0.11,TyP2 6GHz output power 2-5dBm drop on conductive test (3/19 and 4/16)
2808,,YB/Lost,Connectivity,,cue,Connectivity,,"With AX201 WiFi connected in AC mode (Connected Modern Standby), S0i2.0 unable to enter S0i3.0 for VCCIN_AUX shutdown",Intel WLAN YB (code 10),"With AX201 WiFi connected in AC mode (Connected Modern Standby), S0i2.0 unable to enter S0i3.0 for VCCIN_AUX shutdown"
2809,,Connectivity,BSOD,,cue,"BSOD, System Hang, Connectivity",,"DUT hung up with black screen when run MS test by STEP tool(0x9F,nwifi).",<Customer Complaint>WLAN speed unstable under Huawei AirEngine6760-X1 Wi-Fi 6 AP,"DUT hung up with black screen when run MS test by STEP tool(0x9F,nwifi)."
2810,,BSOD,Connectivity,,cue,Connectivity,,Client adapter sends Reassoc frame after receiving Deauth from AP,BSOD 0xD1 happens when running Intel PETS PM_ST_6,Client adapter sends Reassoc frame after receiving Deauth from AP
2811,,BSOD,Connectivity,,cue,Connectivity,,DUT projecting to HUAWEI smart TV(V65i)/HONOR TV through miracast appeared afterimage.,"BSOD occurred as running Win-PVT Restart,S3,S4 test +AC/DC Cycling",DUT projecting to HUAWEI smart TV(V65i)/HONOR TV through miracast appeared afterimage.
2812,,Connectivity,Needs-Triage,,fallback,,,Cannot re-connect to wireless printer,Wifi auto disconnects because miss beacon.,Cannot re-connect to wireless printer
2813,,BSOD,YB/Lost,,cue,"YB/Lost, Connectivity",,WLAN yellow bang while playing online audio streaming,DUT have occur BSOD-D1 during running stress via HuaWei tool,WLAN yellow bang while playing online audio streaming
2814,,Performance,RF,RF,override,RF,,BIOS SAR table not correct,Intel8265 5G AC80 TX T-put very low ~2xxMbps,BIOS SAR table not correct
2815,,Connectivity,Connectivity,,cue,Connectivity,,WiFi disconnected when play online video/music,The  Error detected: NIC Error happens in the RESUME FLOW STARTED (1/100 cycles),WiFi disconnected when play online video/music
2816,,BSOD,Connectivity,,cue,Connectivity,,Client WiFi does not reply to Control frame transmitted at 54 Mbps,BSOD(0x9f)occur after loop run fastboot(F/R:1/15units ;1/7500 cycles),Client WiFi does not reply to Control frame transmitted at 54 Mbps
2817,,Power Consumption,BSOD,,cue,"BSOD, Connectivity",,BSOD 0x9F happened with Intel WLAN driver 22.40.0.7 during restart longrun test.,"Client auto disconnect from hotspot due to ""no beacon after connection"" if host PC connected with 5G AP and open 2.4G hotspot(setting 2.4 bandwidth)",BSOD 0x9F happened with Intel WLAN driver 22.40.0.7 during restart longrun test.
2818,,Connectivity,YB/Lost,,cue,YB/Lost,,YB in DM after resume from close lid S0i3 or tent mode S5,Connection disconnect automatically and cannot connect back when playing online video overnight.,YB in DM after resume from close lid S0i3 or tent mode S5
2819,,Connectivity,Needs-Triage,,fallback,,,AP sends Deauth to client shortly after 4-Way Handshake completes successfully..,Run System - PNP (disable and enable) with IO Before and After (Reliability) fail in Intel wlan/BT card error,AP sends Deauth to client shortly after 4-Way Handshake completes successfully..
2820,,BSOD,OEM Tools,OEM Tools,override,OEM Tools,,System cant receive file via Quick Share app from specific mobile device.,System occur BSOD-9F during refresh BIOS stress,System cant receive file via Quick Share app from specific mobile device.
2821,,BSOD,Connectivity,,cue,Connectivity,,System does not sync screen via miracast from PC to PAD.,BSOD occurred when run WinPVT11.3 Restart Test,System does not sync screen via miracast from PC to PAD.
2822,,YB/Lost,Needs-Triage,,fallback,,,pc-> phone P2P connection failure,"Changing Active Processor Cores in BIOS causes AX201 WiFi yellow bang (Always, 100%)",pc-> phone P2P connection failure
2823,,Connectivity,Connectivity,,cue,Connectivity,,Authentication failure after client sends Reassoc with PMKID count = 0,PC connection dual-band in-one router does not switch frequency band,Authentication failure after client sends Reassoc with PMKID count = 0
2824,,Connectivity,BSOD,,cue,"BSOD, Power Consumption, Connectivity",,System is doing on/off WIFI 2.4 hotspot test occur BSOD 0xd1 point to wdiwifi.sys,The connection drop when playing online video overnight,System is doing on/off WIFI 2.4 hotspot test occur BSOD 0xd1 point to wdiwifi.sys
2825,,BSOD,Needs-Triage,,fallback,,,Black screen when resume from MSD mode,"Run S3 test with STEP tool cause black screen issue and exist dump(0x14f, wcmsvc)",Black screen when resume from MSD mode
2826,,YB/Lost,Connectivity,,cue,Connectivity,,Intel AX210 wlan device will lost after resume from MS,YB during boot up,Intel AX210 wlan device will lost after resume from MS
2827,,BSOD,Needs-Triage,,fallback,,,Connection failure with 11ax AP,system occur BSOD-7F during use WIFI,Connection failure with 11ax AP
2828,,YB/Lost,Connectivity,,cue,Connectivity,,System ignore probe request during P2P pairing.,AX211 WLAN device show YB,System ignore probe request during P2P pairing.
2829,,System Hang,BSOD,,cue,BSOD,,Never Crash Issue: Netwtw10!dclReturnRxBufferApi+0x2e,DUT end up to black screen and system hang during running modern standby test,Never Crash Issue: Netwtw10!dclReturnRxBufferApi+0x2e
2830,,YB/Lost,Needs-Triage,,fallback,,,Never Crash issue:  blocked IRP point to Netwtw10,AX210 WiFi YB (Code 43) happen when Restart long run stress test of Mike2 tool.(FR:24/37 clcyles),Never Crash issue:  blocked IRP point to Netwtw10
2831,,Connectivity,BSOD,,cue,BSOD,,Never Crash Issue: Netwtw08!dclReturnRxBufferApi+0x2e,PIE port call fail,Never Crash Issue: Netwtw08!dclReturnRxBufferApi+0x2e
2832,,BSOD,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,Cant  Projecting PC to big screen via miracast.,BSOD occurred when play online video,Cant  Projecting PC to big screen via miracast.
2833,,OEM Tools,Connectivity,,cue,Connectivity,,Unable to search for WiFi(F/R:1/50 times)NIC Error happens,WRT tool  cant detect wifi driver on GalileoG automatically,Unable to search for WiFi(F/R:1/50 times)NIC Error happens
2834,,BSOD,BSOD,,cue,BSOD,,0x9f BSOD happened in restart stress test.,BSOD 0x50 during HLK System - Sleep with IO Before and After (Reliability SysFund) test.(FR:1/10),0x9f BSOD happened in restart stress test.
2835,,Connectivity,Connectivity,,cue,Connectivity,,AX201 WLAN driver cannot be installed by WirelessSetup.exe when working directory has special character,GDB55&GDB70 WiFi6E TX conductive throughput issue on 6E,AX201 WLAN driver cannot be installed by WirelessSetup.exe when working directory has special character
2836,,Power Consumption,YB/Lost,,cue,"YB/Lost, Connectivity",,WiFi device YB while running Reboot long run.,"Around 3 secs the Wifi will auto disconnect when connect to a mobile hotspot shared by AX200/AX201 WLAN machine.(FR:4/4 units, 12 / 12 cycles)",WiFi device YB while running Reboot long run.
2837,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD",,"YB FATAL_ERROR: uCode ASSERT (lmacID = 0x0, rtStatus = 0x4A58B63E, log is not valid)",BSoD 0x50 occurred during WHQL PNP test,"YB FATAL_ERROR: uCode ASSERT (lmacID = 0x0, rtStatus = 0x4A58B63E, log is not valid)"
2838,,Connectivity,Connectivity,,cue,Connectivity,,wlan BW can not expand to 80Mhz though Phones capability support 80Mhz via MIUI+ APP,WIFI AP cannot be connected when set to WEP shared key,wlan BW can not expand to 80Mhz though Phones capability support 80Mhz via MIUI+ APP
2839,,Connectivity,Connectivity,,cue,"Connectivity, Performance",,WiFi Rx throughput of 11ax(5GHz) becomes much lower with BT mouse connected,AX201 wifi driver 802.11g throughputissue,WiFi Rx throughput of 11ax(5GHz) becomes much lower with BT mouse connected
2840,,Power Consumption,Needs-Triage,,fallback,,,PC Manager log show PIE port call fail.,other PC connect hotspot occur auto disconnect after PC connect 5G AP and open hotspot(setting 2.4 bandwidth),PC Manager log show PIE port call fail.
2841,,YB/Lost,Power Consumption,,cue,"Power Consumption, Connectivity",,"Connection type show 11ac if Project/Miracast, while it show11ax if hotspot/SoftAP","AX201 YB on ADL-S platfrom, while AX211 work fine","Connection type show 11ac if Project/Miracast, while it show11ax if hotspot/SoftAP"
2842,,Performance,Needs-Triage,,fallback,,,CNVi-PLL was not OFF during modern standby,unable to create GO on 5G bandwidth low frequency channels,CNVi-PLL was not OFF during modern standby
2843,,Connectivity,BSOD,,cue,"BSOD, Connectivity",,"NIC error 0x20000066 During the use of the connection WiFi, disconnect occurs",BOSD and point to WIFI during S4 stress test,"NIC error 0x20000066 During the use of the connection WiFi, disconnect occurs"
2844,,YB/Lost,BSOD,,cue,"BSOD, Power Consumption",,"When the system run CB aging, the system will BSOD(DRIVER_POWER_STATE_FAILURE (9f)).",AX201/AX211 after installing driver and then reboot it would YB,"When the system run CB aging, the system will BSOD(DRIVER_POWER_STATE_FAILURE (9f))."
2845,,ICPS,BSOD,,cue,BSOD,,BSOD occurred when running restart Test+AP/LAN+ACDC,Precheck Failure: Releasenoteschk failure ICPS 4.0,BSOD occurred when running restart Test+AP/LAN+ACDC
2846,,ICPS,Needs-Triage,,fallback,,,"Still need to type password when connect to router with ""Opportunistic Wireless Encryption (OWE)""",Precheck Failure: sympublicchk failed ICPS 4.0,"Still need to type password when connect to router with ""Opportunistic Wireless Encryption (OWE)"""
2847,,Killer,Needs-Triage,,fallback,,,we can not scan the 6E AP channels while applied country code as US.,Gaming category being displayed on Vpro system,we can not scan the 6E AP channels while applied country code as US.
2848,,ICPS,BSOD,,cue,BSOD,,Netwtw10!dclReadFwMemApi+0x87 when run MS stress(DPPM: 100),"ICPS CMD / setting to default doesnt change the apselection to ""off""",Netwtw10!dclReadFwMemApi+0x87 when run MS stress(DPPM: 100)
2849,,Killer,OEM Tools,OEM Tools,override,OEM Tools,,XPS 9310 2in1 cant connection to Dell network AP,Precheck Failure: No Version found in RNIdleTask.exe,XPS 9310 2in1 cant connection to Dell network AP
2850,,Killer,Performance,,cue,Performance,,"AX201, download/upload speeds are less than 1Mbps after enabling FIPS",Database Table(U_IntelligenceEvents) Insertion Failed error,"AX201, download/upload speeds are less than 1Mbps after enabling FIPS"
2851,,Killer,Connectivity,,cue,Connectivity,,"Cannot swithc wifi AP from 2.4 to 5G after enable ""Random hardware address"" function in OS setting.",OWR Precheck Failure: No Version found in CustomizeUninstallFirstRun.exe,"Cannot swithc wifi AP from 2.4 to 5G after enable ""Random hardware address"" function in OS setting."
2852,,ICPS,BSOD,,cue,BSOD,,BSOD 0x7F(Netwtw10.sys).,#NAME?,BSOD 0x7F(Netwtw10.sys).
2853,,ICPS,Connectivity,,cue,Connectivity,,WiFi adapter disabled after system completes Windows Restart.,SIP124587/840 G10/G11 /win11 23H2 / EY / NA / US PC / Crashing due to an Intel ICPS old and latest driver on website,WiFi adapter disabled after system completes Windows Restart.
2854,,ICPS,Connectivity,,cue,Connectivity,,Client unable to associate with Cisco 2600/3500 APs.,ICPS is not uninstalled after disabling the entitlement bit,Client unable to associate with Cisco 2600/3500 APs.
2855,,ICPS,Connectivity,,cue,Connectivity,,The DUT couldnt find any SSID after resume from S3(F/R:2/10Unnits  2/2500),ICPS causing slow startup,The DUT couldnt find any SSID after resume from S3(F/R:2/10Unnits  2/2500)
2856,,Killer,Power Consumption,,cue,Power Consumption,,DUT can search but not connect to 802.11ac+40Mhz+165 channel hotspot.,"- UI: ""Advanced Connection Manager requires more than one network interface"" message when 2 interfaces are connected",DUT can search but not connect to 802.11ac+40Mhz+165 channel hotspot.
2857,,Killer,BSOD,,cue,"BSOD, Connectivity",,"Dump existed after long run warmboot test by STEP tool(BSOD d1,  wdiwifi).",High Contrast Mode Issues,"Dump existed after long run warmboot test by STEP tool(BSOD d1,  wdiwifi)."
2858,,Killer,YB/Lost,,cue,"YB/Lost, Connectivity",,DUT often occur yellow bang during use WIFI,UI Cutoff in Chinese for Wi-Fi 7 MLD,DUT often occur yellow bang during use WIFI
2859,,ICPS,YB/Lost,,cue,"YB/Lost, Connectivity",,WLAN and BT YB when enter BIOS/EFIshell/WinPE and reboot,Palo Alto VPN with split tunnel unable to pass traffic with ICPS installed,WLAN and BT YB when enter BIOS/EFIshell/WinPE and reboot
2860,,Killer,BSOD,,cue,BSOD,,BSOD 0x50 appeared on DUT when watching iQIYI videos.,"Language support in installer missing for Chinese, Greek, Hungarian, Thai, Turkish)",BSOD 0x50 appeared on DUT when watching iQIYI videos.
2861,,Killer,Needs-Triage,,fallback,,,"(Security Type:WPA2-Enterprise) cannot auto connect after restart.(F/R:2/2 Units,17/40 Total Trials)","WIFI Driver 23.80.1.3 package installs Net*14.sys driver (20.50.3.5) for this and older adapters, which return IWSDK driver api version 2 (instead of 3)","(Security Type:WPA2-Enterprise) cannot auto connect after restart.(F/R:2/2 Units,17/40 Total Trials)"
2862,,Killer,Connectivity,,cue,Connectivity,,NIC err happens cause to disconnect occurs during connection WLAN useand can not search wifi,#NAME?,NIC err happens cause to disconnect occurs during connection WLAN useand can not search wifi
2863,,ICPS,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,"Wifi device show yellow bang when connect a mobile phone byAndroid Debug Bridge(ADB) to do on/off wifi test. FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0x92)",High power consumption when ICPS is used,"Wifi device show yellow bang when connect a mobile phone byAndroid Debug Bridge(ADB) to do on/off wifi test. FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0x92)"
2864,,Killer,BSOD,,cue,BSOD,,Netwtw10!dclReadFwMemApi+0x87 when run MS stress,"APS is disabled when Monitor Power is OFF, which happens on Win11 24H2 independent of RDT",Netwtw10!dclReadFwMemApi+0x87 when run MS stress
2865,,ICPS,Needs-Triage,,fallback,,,"System shows an unknown error when choosing security type ""WPA3-Enterprise"" from network connection",ICPS borderless windows,"System shows an unknown error when choosing security type ""WPA3-Enterprise"" from network connection"
2866,,Killer,BSOD,,cue,BSOD,,BSOD due to stack overflow error.,launching Unison when no internet does not send event,BSOD due to stack overflow error.
2867,,Killer,BSOD,,cue,BSOD,,0x7e(Netwtw10)  after PQC test pass.,There is no way to get out of manual flow,0x7e(Netwtw10)  after PQC test pass.
2868,,ICPS,OEM Tools,OEM Tools,override,"RF, OEM Tools",,Discrepancy found in PPAG peak gain between DRTU output and EPS,Unison does not receive events from ICPS when network changes and single network profile exists (Sometimes),Discrepancy found in PPAG peak gain between DRTU output and EPS
2869,,ICPS,YB/Lost,,cue,"YB/Lost, Connectivity",,AX201 show yellow bang when Stress transfer files test via WLAN,Unison receives events from ICPS when network changes and other networks with credentials exist,AX201 show yellow bang when Stress transfer files test via WLAN
2870,,ICPS,BSOD,,cue,BSOD,,BSOD 0x7E when running Modern Standby Critical only Test,When updating driver ICPS stopped to work,BSOD 0x7E when running Modern Standby Critical only Test
2871,,ICPS,YB/Lost,,cue,"YB/Lost, Connectivity",,: Frequently (6/10) after multiple time Restart Yellow Bang is observed in Wifi Driver,ICPS installed in full ICPS mode instead of ICM mode,: Frequently (6/10) after multiple time Restart Yellow Bang is observed in Wifi Driver
2872,,Killer,YB/Lost,,cue,"YB/Lost, HLK, Connectivity",,"HLK test - Wlan Test - Wlan Device Reset Check test fail_YB10.(FR:1/1 units, 5 / 10 cycles)",INetwork score for the available SSIDs are displayed as 43,"HLK test - Wlan Test - Wlan Device Reset Check test fail_YB10.(FR:1/1 units, 5 / 10 cycles)"
2873,,Killer,Needs-Triage,,fallback,,,AX200 card lost issue on PCIe riser card which is related to ASPM L1 sub-states and CLKREQ pullup,UI Got Freeze,AX200 card lost issue on PCIe riser card which is related to ASPM L1 sub-states and CLKREQ pullup
2874,,Killer,Connectivity,,cue,Connectivity,,The wireless will disconnect from   AP during online video playing overnight.,Only low-band is supported,The wireless will disconnect from   AP during online video playing overnight.
2875,,ICPS,BSOD,,cue,BSOD,,BSOD 0x50 appeared on DUT when watching iQIYI videos.,Killer VRMode not working per ICPS 4.0,BSOD 0x50 appeared on DUT when watching iQIYI videos.
2876,,ICPS,Connectivity,,cue,Connectivity,,PC occur disconnect under connect AP,The unit will show Bluetooth device is connected when the ICPS APP opened.,PC occur disconnect under connect AP
2877,,Killer,BSOD,,cue,BSOD,,"System shows BSOD ""DRIVER_IRQL_NOT_LESS_OR_EQUAL"" during idle in OS.",lots of unknown Devices will be listed which is different from OS BT devices.,"System shows BSOD ""DRIVER_IRQL_NOT_LESS_OR_EQUAL"" during idle in OS."
2878,,Killer,BSOD,,cue,BSOD,,WD NMI (0x34) - interrupts were not called for 200 ms,double devices in the list is still remains,WD NMI (0x34) - interrupts were not called for 200 ms
2879,,ICPS,Needs-Triage,,fallback,,,Mobile phone projecting to DUT is fail,"connected mic, audio (this equals ready).OS takes 2 secs, ICPS UI takes 2 mins.",Mobile phone projecting to DUT is fail
2880,,Killer,Connectivity,,cue,Connectivity,,The wireless will disconnect from AP during online video playing overnight.,Coverity issue 2780340. Wrong logical operator used,The wireless will disconnect from AP during online video playing overnight.
2881,,Killer,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,Can connect wifi AP but hardly to access the Internet (Assert0xC/0x8516),"After Advanced Connection Manager function appear, the help function icon will cutoff",Can connect wifi AP but hardly to access the Internet (Assert0xC/0x8516)
2882,,Killer,Connectivity,,cue,Connectivity,,"After DUT Miracast sucessfully , connect to 2.4G/5G WIFI , Miracast will disconnect",Not switching to Ethernet,"After DUT Miracast sucessfully , connect to 2.4G/5G WIFI , Miracast will disconnect"
2883,,ICPS,OEM Tools,OEM Tools,override,"Power Consumption, OEM Tools",,"The mobile phone connects to the PC, shares the network with the PC through USB,PC cant share 5g hotspot.","CE - ICPSs startup type in service is ""Automatic""","The mobile phone connects to the PC, shares the network with the PC through USB,PC cant share 5g hotspot."
2884,,Killer,Connectivity,,cue,Connectivity,,Unable to search for WiFi(F/R:1/50 times),CE - Narrator cant read some text elements,Unable to search for WiFi(F/R:1/50 times)
2885,,Killer,Performance,,cue,Performance,,11N 20MHz conductive throughput 95db attenuation fail,Cannot receive two specified Recommendations in Notifications tab,11N 20MHz conductive throughput 95db attenuation fail
2886,,Killer,BSOD,,cue,BSOD,,"BSOD 0x101 occurred as running Win-PVT Restart,S3,S4 test +AC/DC Cycling.",Cannot receive two specified Recommendations in Notifications tab,"BSOD 0x101 occurred as running Win-PVT Restart,S3,S4 test +AC/DC Cycling."
2887,,Killer,Connectivity,,cue,Connectivity,,WIFI AP is not able to connected when set shared key.,S4 BSOD. IRQL NOT LESS OR EQUAL (0x0a) points to IntcCo11X64.sys,WIFI AP is not able to connected when set shared key.
2888,,Killer,Connectivity,,cue,Connectivity,,WiFi disconnected when play online video/music,Bluetooth Scan Reports Duplicate Device Addresses to the User,WiFi disconnected when play online video/music
2889,,ICPS,Needs-Triage,,fallback,,,"AX200  install the driver again, the installation completed screen, the title and content are inconsistent",GSK Failed Tanium connections after ICPS applies QoS tags,"AX200  install the driver again, the installation completed screen, the title and content are inconsistent"
2890,,Killer,Connectivity,,cue,Connectivity,,Miracast cannot connect on L10N (RU/PL) OS,I cant forget AP in OS . -> Problem 4,Miracast cannot connect on L10N (RU/PL) OS
2891,,Killer,Connectivity,,cue,"Connectivity, Performance",,11N 20MHz conductive Tx throughput fail on 95db attenuation and there is t-put drop on 95db chain2chain,I cant find AP in manager known networks. . -> Problem 3,11N 20MHz conductive Tx throughput fail on 95db attenuation and there is t-put drop on 95db chain2chain
2892,,Killer,Power Consumption,,cue,"Power Consumption, Connectivity",,Intel wlan can not find 5G hotspot when RLTK wireless connect with 2.4G AP and open hotspot on 5G,When connection to wired network described as disabled on windows narrator.,Intel wlan can not find 5G hotspot when RLTK wireless connect with 2.4G AP and open hotspot on 5G
2893,,Killer,YB/Lost,,cue,"YB/Lost, BSOD",,"PC connects mobile phone to createMulti-screen Collaboration, find the soft AP channel is 2.4G(assert 0xe904).","ICSP CMD / ""get connectedinterfaces all"" is not shown at menu","PC connects mobile phone to createMulti-screen Collaboration, find the soft AP channel is 2.4G(assert 0xe904)."
2894,,ICPS,Needs-Triage,,fallback,,,"Intel 9560 can switch Pass in the same environment, but Intel 200 cannot","ICPS 30.24.576 .exe installer fails to complete installation with wizard message ""All program components will be installed (Need more disk space)""","Intel 9560 can switch Pass in the same environment, but Intel 200 cannot"
2895,,ICPS,YB/Lost,,cue,YB/Lost,,AX201/AX211 device will YB after warm boot,"ICPS 30.24.576 .exe installer fails to complete installation with message ""The wizard was interrupted before Intel Connectivity Performance Suite could be completely installed""",AX201/AX211 device will YB after warm boot
2896,,Killer,Needs-Triage,,fallback,,,PIE port call fail,"ICSP CMD / ""get connections interfaces all"" returns bad mac",PIE port call fail
2897,,Killer,Needs-Triage,,fallback,,,Connection failure or abortion happen frequently while connecting to the CH149 AP that is created using PIE APIs,ICSP CMD / get aplist returns empty,Connection failure or abortion happen frequently while connecting to the CH149 AP that is created using PIE APIs
2898,,ICPS,UEFI,,cue,UEFI,,UEFI Wi-Fi authentication issue,UDP TX max throughput degraded to 50% when ICPS installed,UEFI Wi-Fi authentication issue
2899,,ICPS,BSOD,,cue,BSOD,,D1 BSOD happened during Windiag test,ICPS Bluetooth Device Type,D1 BSOD happened during Windiag test
2900,,Killer,Connectivity,,cue,Connectivity,,WLAN sometimes can not auto reconnect AP2 immediately after resume from MS,- ICSP CMD / aplist score is above 100,WLAN sometimes can not auto reconnect AP2 immediately after resume from MS
2901,,ICPS,BSOD,,cue,BSOD,,Unit show BSoD: 0xd1 when run CB stress (1/10),ICPS3.0 ACM manual routing not working while change to different interface. celluar network,Unit show BSoD: 0xd1 when run CB stress (1/10)
2902,,Killer,Connectivity,,cue,Connectivity,,"Run Intel PETS PM_ST_11 failed in ""Check that the Host responds - WLAN""",Open Taskbar Wi-Fi list and notice that Network is showing connected. ==> Problem 2,"Run Intel PETS PM_ST_11 failed in ""Check that the Host responds - WLAN"""
2903,,Killer,YB/Lost,,cue,"YB/Lost, Connectivity",,Intel WLAN YB (code 10),"- ICSP CMD / Service unavailable is triggered for ""get"" requests",Intel WLAN YB (code 10)
2904,,Killer,Connectivity,,cue,"Connectivity, Performance",,<Customer Complain>WLAN speed unstable under Huawei AirEngine6760-X1 Wi-Fi 6 AP,"- ICSP CMD / setting to default doesnt change the apselection to ""off""",<Customer Complain>WLAN speed unstable under Huawei AirEngine6760-X1 Wi-Fi 6 AP
2905,,Killer,Power Consumption,,cue,Power Consumption,,Ping times out when in battery mode,"ICSP CMD / ""get aplist all"" is not shown at menu",Ping times out when in battery mode
2906,,Killer,BSOD,,cue,"BSOD, System Hang, Connectivity",,It will occur BSOD during change the Wireless Mode on TP-Link XDR3020 with 22.30.0.11,Usage Details Period Indication,It will occur BSOD during change the Wireless Mode on TP-Link XDR3020 with 22.30.0.11
2907,,Killer,Power Consumption,,cue,Power Consumption,,Ping times out when in battery mode,Bluetooth Connect Not Working,Ping times out when in battery mode
2908,,Killer,Connectivity,,cue,Connectivity,,WPA-TKIP Enterprise stops working on 9560 using newer WiFi driver,High traffic notification does not trigger naturally without a reset,WPA-TKIP Enterprise stops working on 9560 using newer WiFi driver
2909,,Killer,BSOD,,cue,"BSOD, System Hang, Connectivity",,It will occur BSOD during change the Wireless Mode on TP-Link XDR3020 with 22.30.0.11,#NAME?,It will occur BSOD during change the Wireless Mode on TP-Link XDR3020 with 22.30.0.11
2910,,Killer,YB/Lost,,cue,"YB/Lost, Connectivity",,Intel WLAN YB (code 10),ICSP CMD / CLI rule command does not work well,Intel WLAN YB (code 10)
2911,,Killer,Connectivity,,cue,"Connectivity, Performance",,<Customer Complaint>WLAN speed unstable under Huawei AirEngine6760-X1 Wi-Fi 6 AP,App will freeze and cant re-open,<Customer Complaint>WLAN speed unstable under Huawei AirEngine6760-X1 Wi-Fi 6 AP
2912,,Killer,BSOD,,cue,BSOD,,BSOD 0xD1 happens when running Intel PETS PM_ST_6,Driver DMP Tracking,BSOD 0xD1 happens when running Intel PETS PM_ST_6
