issue_key,ips_case_number,jira_title,created_date,bug_project,bug_category_custom,technology,technology_key,ips_title,predicted_category,confidence,reasoning,raw_response
CIE-9112,0,ICPS related Registry keys are not deleted after ICPS SW uninstallation,,CIE,,ICPS/Killer,software,ICPS related Registry keys are not deleted after ICPS SW uninstallation,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9100,0,Uninstalling in a different language doesnt remove drivers,,CIE,,ICPS/Killer,software,Uninstalling in a different language doesnt remove drivers,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9040,0,ACM tab doesnt appear when PC connected to ethernet and WiFi,,CIE,,ICPS/Killer,software,ACM tab doesnt appear when PC connected to ethernet and WiFi,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9036,0,HS banner isnt aligned with network list,,CIE,,ICPS/Killer,software,HS banner isnt aligned with network list,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9015,0,Uninstalling doesnt remove drivers,,CIE,,ICPS/Killer,software,Uninstalling doesnt remove drivers,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9009,0,Took 59 seconds to connect to HS,,CIE,,ICPS/Killer,software,Took 59 seconds to connect to HS,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9007,0,"Missing ""RTP_SESSION_INTERRUPTED"" part of the event when user is in a call",,CIE,,ICPS/Killer,software,"Missing ""RTP_SESSION_INTERRUPTED"" part of the event when user is in a call",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9004,0,Takes too long to connect to HS when losing WiFi during call,,CIE,,ICPS/Killer,software,Takes too long to connect to HS when losing WiFi during call,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9000,0,Wix Installer for ICPS fails to uninstall on non-Dell Machines,,CIE,,ICPS/Killer,software,Wix Installer for ICPS fails to uninstall on non-Dell Machines,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8970,0,Killer Software 40.25.905.1721 - The .exe installer file appears to be blocked by 3rd party Antivirus as FileRepMalware,,CIE,,ICPS/Killer,software,Killer Software 40.25.905.1721 - The .exe installer file appears to be blocked by 3rd party Antivirus as FileRepMalware,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8966,0,UI sets all user setting back to default if the Network Service is STOPPED,,CIE,,ICPS/Killer,software,UI sets all user setting back to default if the Network Service is STOPPED,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8964,0,UI Prioritization setting the wrong user.xml config,,CIE,,ICPS/Killer,software,UI Prioritization setting the wrong user.xml config,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8956,0,Takes a while for UI to update when clicking on HS button when HS is off,,CIE,,ICPS/Killer,software,Takes a while for UI to update when clicking on HS button when HS is off,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8924,0,App crashes when navigating to Doubleshot tab,,CIE,,ICPS/Killer,software,App crashes when navigating to Doubleshot tab,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8919,0,Dark/Light mode change lead to BT device name invisible,,CIE,,ICPS/Killer,software,Dark/Light mode change lead to BT device name invisible,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8915,0,"Edit the Bluetooth device name without saving in Dark theme, switch to Light theme, and the text becomes invisible",,CIE,,ICPS/Killer,software,"Edit the Bluetooth device name without saving in Dark theme, switch to Light theme, and the text becomes invisible",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8909,0,"Wrong Chinese translation of ""recommendation preferences"" in Advanced Setting",,CIE,,ICPS/Killer,software,"Wrong Chinese translation of ""recommendation preferences"" in Advanced Setting",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8907,0,IntelConnect looses track of IHS client connected when wifi adapter resets,,CIE,,ICPS/Killer,software,IntelConnect looses track of IHS client connected when wifi adapter resets,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8905,0,"When end user use very long name for BT device, the menu will be out of screen",,CIE,,ICPS/Killer,software,"When end user use very long name for BT device, the menu will be out of screen",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8890,0,Doubleshot priorities showing incorrectly,,CIE,,ICPS/Killer,software,Doubleshot priorities showing incorrectly,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8879,0,ICPS doesnt connect to HS when returning from sleep with no available networks,,CIE,,ICPS/Killer,software,ICPS doesnt connect to HS when returning from sleep with no available networks,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8875,0,Event is triggered when attenuating AP#1 although AP#2 is still available,,CIE,,ICPS/Killer,software,Event is triggered when attenuating AP#1 although AP#2 is still available,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8869,0,"Text of ""click to activate and connect to your hotspot"" is not in the right spot",,CIE,,ICPS/Killer,software,"Text of ""click to activate and connect to your hotspot"" is not in the right spot",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8865,0,ICPS.exe crash when IntelConnect is STOPPED,,CIE,,ICPS/Killer,software,ICPS.exe crash when IntelConnect is STOPPED,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8863,0,Sanitize and Translate newly created user facing strings,,CIE,,ICPS/Killer,software,Sanitize and Translate newly created user facing strings,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8857,0,HS row doesnt show unavailable when taking HS out of range,,CIE,,ICPS/Killer,software,HS row doesnt show unavailable when taking HS out of range,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8853,0,Wrong event when disconnecting WiFi from Windows OS,,CIE,,ICPS/Killer,software,Wrong event when disconnecting WiFi from Windows OS,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8847,0,Frequent roaming triggered during Teams call,,CIE,,ICPS/Killer,software,Frequent roaming triggered during Teams call,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8845,0,Dark Mode Doubleshot disabled radiobuttons look invisible,,CIE,,ICPS/Killer,software,Dark Mode Doubleshot disabled radiobuttons look invisible,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8839,0,Nothing is translated in Norwegian,,CIE,,ICPS/Killer,software,Nothing is translated in Norwegian,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8832,0,ICPS cannot be launched for up to one hour after completing OOBE if the service is not running,,CIE,,ICPS/Killer,software,ICPS cannot be launched for up to one hour after completing OOBE if the service is not running,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8803,0,"Toggling on ""Only show authorized networks"" causes app to crash",,CIE,,ICPS/Killer,software,"Toggling on ""Only show authorized networks"" causes app to crash",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8801,0,"UI jumps a bit in Network Health tab when toggling on/off ""Only show authorized networks""",,CIE,,ICPS/Killer,software,"UI jumps a bit in Network Health tab when toggling on/off ""Only show authorized networks""",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8796,0,Settings --> Change lowercase letters to uppercase for reset buttons strings,,CIE,,ICPS/Killer,software,Settings --> Change lowercase letters to uppercase for reset buttons strings,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8794,0,BT page is still visible with Lenovo builds (Idea and ThinkPad),,CIE,,ICPS/Killer,software,BT page is still visible with Lenovo builds (Idea and ThinkPad),Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8792,0,recommendations reset on settings page should have upper case letters in the beginning of a sentence,,CIE,,ICPS/Killer,software,recommendations reset on settings page should have upper case letters in the beginning of a sentence,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8790,0,"EULA title in sidebar and ""Uninstall"" button is really small in certain languages",,CIE,,ICPS/Killer,software,"EULA title in sidebar and ""Uninstall"" button is really small in certain languages",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8784,0,Wix Installer ICPS -- Incorrect Implementation of WREQ-372560  for Dell Systems,,CIE,,ICPS/Killer,software,Wix Installer ICPS -- Incorrect Implementation of WREQ-372560  for Dell Systems,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8782,0,Coverity - CID 4121986 Lock evasion,,CIE,,ICPS/Killer,software,Coverity - CID 4121986 Lock evasion,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8780,0,Coverity - CID 4121985 Data race condition,,CIE,,ICPS/Killer,software,Coverity - CID 4121985 Data race condition,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8778,0,Coverity - CID 410776 Data race condition,,CIE,,ICPS/Killer,software,Coverity - CID 410776 Data race condition,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8776,0,Coverity - CID 3808464 Infinite recursion without exit,,CIE,,ICPS/Killer,software,Coverity - CID 3808464 Infinite recursion without exit,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8774,0,Coverity - CID 3808463 Infinite recursion without exit,,CIE,,ICPS/Killer,software,Coverity - CID 3808463 Infinite recursion without exit,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8772,0,Coverity - CID 3808459 Division by zero,,CIE,,ICPS/Killer,software,Coverity - CID 3808459 Division by zero,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8770,0,Coverity - CID 3808457 Infinite recursion without exit,,CIE,,ICPS/Killer,software,Coverity - CID 3808457 Infinite recursion without exit,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8768,0,Coverity - CID 3808454 Division by zero,,CIE,,ICPS/Killer,software,Coverity - CID 3808454 Division by zero,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8766,0,Coverity - CID 3808453 Infinite recursion without exit,,CIE,,ICPS/Killer,software,Coverity - CID 3808453 Infinite recursion without exit,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8764,0,Coverity - CID 3808450 Infinite recursion without exit,,CIE,,ICPS/Killer,software,Coverity - CID 3808450 Infinite recursion without exit,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8762,0,Coverity - CID 3808444 Infinite recursion without exit,,CIE,,ICPS/Killer,software,Coverity - CID 3808444 Infinite recursion without exit,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8760,0,Coverity - CID 3808441 Infinite recursion without exit,,CIE,,ICPS/Killer,software,Coverity - CID 3808441 Infinite recursion without exit,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8758,0,Coverity - CID 3808439 Infinite recursion without exit,,CIE,,ICPS/Killer,software,Coverity - CID 3808439 Infinite recursion without exit,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8756,0,Coverity - CID 3808436 Infinite recursion without exit,,CIE,,ICPS/Killer,software,Coverity - CID 3808436 Infinite recursion without exit,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8737,0,VRMode object being initialized more than once,,CIE,,ICPS/Killer,software,VRMode object being initialized more than once,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8729,0,Prioritization Mode in UI not resetting on user set ACM Manual Routing,,CIE,,ICPS/Killer,software,Prioritization Mode in UI not resetting on user set ACM Manual Routing,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8712,0,Network Helper service isnt running after installation,,CIE,,ICPS/Killer,software,Network Helper service isnt running after installation,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8660,0,ICPS triggers HS activation but fails to connect after HS is on,,CIE,,ICPS/Killer,software,ICPS triggers HS activation but fails to connect after HS is on,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8658,0,Delays in detecting HS off and triggering recommendConnect,,CIE,,ICPS/Killer,software,Delays in detecting HS off and triggering recommendConnect,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8648,0,"- UI refresh delay when ""Reset Recommendation"" button under Advanced Settings",,CIE,,ICPS/Killer,software,"- UI refresh delay when ""Reset Recommendation"" button under Advanced Settings",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8645,0,Wrong colors,,CIE,,ICPS/Killer,software,Wrong colors,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8643,0,Status and network score is cut off in narrowest screen size,,CIE,,ICPS/Killer,software,Status and network score is cut off in narrowest screen size,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8641,0,Headers dont appear according to Figma,,CIE,,ICPS/Killer,software,Headers dont appear according to Figma,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8639,0,Some sidebar icons arent according to Figma,,CIE,,ICPS/Killer,software,Some sidebar icons arent according to Figma,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8637,0,Network-list API shows different networks than ICPS app,,CIE,,ICPS/Killer,software,Network-list API shows different networks than ICPS app,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8606,0,3876590 - Big parameter passed by value,,CIE,,ICPS/Killer,software,3876590 - Big parameter passed by value,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8604,0,4012501 - Copy without assign,,CIE,,ICPS/Killer,software,4012501 - Copy without assign,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8602,0,3871173 - Copy without assign,,CIE,,ICPS/Killer,software,3871173 - Copy without assign,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8600,0,3859267 - Big parameter passed by value,,CIE,,ICPS/Killer,software,3859267 - Big parameter passed by value,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8598,0,3859266 - Big parameter passed by value,,CIE,,ICPS/Killer,software,3859266 - Big parameter passed by value,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8596,0,4119822 - Resource leak,,CIE,,ICPS/Killer,software,4119822 - Resource leak,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8594,0,4119821 - Resource leak,,CIE,,ICPS/Killer,software,4119821 - Resource leak,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8592,0,4119819 - Resource leak,,CIE,,ICPS/Killer,software,4119819 - Resource leak,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8590,0,4119820- Resource leak,,CIE,,ICPS/Killer,software,4119820- Resource leak,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8588,0,4119820 - Resource leak,,CIE,,ICPS/Killer,software,4119820 - Resource leak,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8586,0,4022861 - Dereference after null check,,CIE,,ICPS/Killer,software,4022861 - Dereference after null check,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8584,0,4119535 - Dereference after null check,,CIE,,ICPS/Killer,software,4119535 - Dereference after null check,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8582,0,4119887 - Explicit null dereferenced,,CIE,,ICPS/Killer,software,4119887 - Explicit null dereferenced,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8580,0,4119113 - Explicit Null dereferenced,,CIE,,ICPS/Killer,software,4119113 - Explicit Null dereferenced,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8574,0,RNIdle task is not working as expected during Lenovo power testing,,CIE,,ICPS/Killer,software,RNIdle task is not working as expected during Lenovo power testing,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8568,0,- Recommend Connect indication from DRV level isnt triggered upon Wi-Fi link-loss (only triggered in OS level),,CIE,,ICPS/Killer,software,- Recommend Connect indication from DRV level isnt triggered upon Wi-Fi link-loss (only triggered in OS level),Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8566,0,Trying to install an installer with equal version should be a NOP,,CIE,,ICPS/Killer,software,Trying to install an installer with equal version should be a NOP,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8562,0,Text is cut off when translated,,CIE,,ICPS/Killer,software,Text is cut off when translated,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8560,0,EULA isnt translated,,CIE,,ICPS/Killer,software,EULA isnt translated,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8558,0,Power consumption is increased due to ICPS.exe activities,,CIE,,ICPS/Killer,software,Power consumption is increased due to ICPS.exe activities,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8553,0,Microsoft.Win32.TaskScheduler.dll isnt digitally signed,,CIE,,ICPS/Killer,software,Microsoft.Win32.TaskScheduler.dll isnt digitally signed,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8551,0,Title isnt translated,,CIE,,ICPS/Killer,software,Title isnt translated,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8530,0,IntelAnalyticsService_MEMORY_CORRUPTION_LARGE observed while running driver upgrades.,,CIE,,ICPS/Killer,software,IntelAnalyticsService_MEMORY_CORRUPTION_LARGE observed while running driver upgrades.,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8522,0,- Killer 4.0 ISO/Over Clocking pop-up window doesnt have close X click on top right corner.,,CIE,,ICPS/Killer,software,- Killer 4.0 ISO/Over Clocking pop-up window doesnt have close X click on top right corner.,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8520,0,HS shows unavailable UI when disconnecting,,CIE,,ICPS/Killer,software,HS shows unavailable UI when disconnecting,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8518,0,"- Text is cutoff in Prioritization Engine tab under ""Application"" sub-tab",,CIE,,ICPS/Killer,software,"- Text is cutoff in Prioritization Engine tab under ""Application"" sub-tab",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8513,0,"- Under ""Advanced Setting"" tab on the VR section, ""SSID"" and ""Password"" text box are behaving strangely",,CIE,,ICPS/Killer,software,"- Under ""Advanced Setting"" tab on the VR section, ""SSID"" and ""Password"" text box are behaving strangely",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8511,0,"- Bluetooth tab is presenting ""Connect"" button instead of ""Add a device"" when a device is already connected",,CIE,,ICPS/Killer,software,"- Bluetooth tab is presenting ""Connect"" button instead of ""Add a device"" when a device is already connected",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8509,0,"- On ""Usage Details"" tab ""Streaming"" category text is not bold like the other categories under ""Traffic by category"" chart",,CIE,,ICPS/Killer,software,"- On ""Usage Details"" tab ""Streaming"" category text is not bold like the other categories under ""Traffic by category"" chart",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-8507,0,- on ICPS UI default screen size apps name in usage details were cut and not readable.,,CIE,,ICPS/Killer,software,- on ICPS UI default screen size apps name in usage details were cut and not readable.,ICPS,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9125,0,Sidebar titles arent centered in some languages,,CIE,,ICPS/Killer,software,Sidebar titles arent centered in some languages,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9143,0,Show more window reads incorrectly and not localized,,CIE,,ICPS/Killer,software,Show more window reads incorrectly and not localized,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9160,0,"set manualacm output changed, failing 10 CLI tests",,CIE,,ICPS/Killer,software,"set manualacm output changed, failing 10 CLI tests",Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9162,0,Prioritization Engine - Applications Tab still allows you to use Priority 0,,CIE,,ICPS/Killer,software,Prioritization Engine - Applications Tab still allows you to use Priority 0,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9173,0,Attenuated network with score of 0 still shows on the list,,CIE,,ICPS/Killer,software,Attenuated network with score of 0 still shows on the list,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9175,0,NO_INTERNET event appears when disconnecting ETH when theres another saved network available,,CIE,,ICPS/Killer,software,NO_INTERNET event appears when disconnecting ETH when theres another saved network available,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9178,0,Takes ~45 seconds for event to appear after unplugging ETH with no available networks,,CIE,,ICPS/Killer,software,Takes ~45 seconds for event to appear after unplugging ETH with no available networks,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9190,0,Updating from 40.25.905.1721 to 40.25.905.1729 via .exe installer leaves older UWD drivers and disconnects Killer App from the adapter until a manual OS reboot,,CIE,,ICPS/Killer,software,Updating from 40.25.905.1721 to 40.25.905.1729 via .exe installer leaves older UWD drivers and disconnects Killer App from the adapter until a manual OS reboot,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
CIE-9192,0,Audio quality indicator is not shown when user is in Teams call,,CIE,,ICPS/Killer,software,Audio quality indicator is not shown when user is in Teams call,Killer,1.0,Technology is ICPS/Killer; auto-mapped to ICPS/Killer based on title cue.,auto
0,0,,,NA,,NA,na,0,BSOD,1.0,Matched BSOD cue: '0x',"{
  ""category"": ""BSOD"",
  ""confidence"": 1,
  ""reasoning"": ""Matched BSOD cue: '0x'""
}"
WOT-55531,0,MIMO2 value at DRTU Regulatory Power Limits Table is too high,,WOT,,Tools,tools,MIMO2 value at DRTU Regulatory Power Limits Table is too high,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-55058,0,ANT RSSI command timed out when testing UHB with WiFi 7 AP.,,WOT,,Tools,tools,ANT RSSI command timed out when testing UHB with WiFi 7 AP.,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-54656,0,ANT associates fail to Wi-Fi 7 AP when testing RSSI command. (enable location service),,WOT,,Tools,tools,ANT associates fail to Wi-Fi 7 AP when testing RSSI command. (enable location service),OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-54036,0,CITU DPHY Margin Test shows PER Greater than 1,,WOT,,Tools,tools,CITU DPHY Margin Test shows PER Greater than 1,OEM Tools,1.0,Hard override matched phrase 'citu',rule
WOT-47303,0,DRTU -CLi observe Rx mode didnt reply RSSI frequently,,WOT,,Tools,tools,DRTU -CLi observe Rx mode didnt reply RSSI frequently,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-53057,0,WRT2G tool  Wi-Fi monitor page cant show MCS or packets details,,WOT,,Tools,tools,WRT2G tool  Wi-Fi monitor page cant show MCS or packets details,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-51483,0,WRT2G WRT_CNV_BIOS_Conf.json cant parsing PPAG Revision3 UEFI variable content,,WOT,,Tools,tools,WRT2G WRT_CNV_BIOS_Conf.json cant parsing PPAG Revision3 UEFI variable content,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-51087,0,DRTU Power does not meet the regulatory limit,,WOT,,Tools,tools,DRTU Power does not meet the regulatory limit,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-51015,0,DRTU cannot set 320MHz in the Korea region,,WOT,,Tools,tools,DRTU cannot set 320MHz in the Korea region,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-50780,0,There is no BE201 Dell SKU in WRT tool (in 23.60.5.4 and 23.70.2.3,,WOT,,Tools,tools,There is no BE201 Dell SKU in WRT tool (in 23.60.5.4 and 23.70.2.3,OEM Tools,0.8,Title contains 'WRT tool' which is a cue for OEM Tools,"{
  ""category"": ""OEM Tools"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'WRT tool' which is a cue for OEM Tools""
}"
WOT-50600,0,MEM file Line 4 doesnt include the right DWORD size value,,WOT,,Tools,tools,MEM file Line 4 doesnt include the right DWORD size value,Needs-Triage,0.0,No matching cues found in title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title""
}"
WOT-50254,0,"DRTU fail to switch to Packet Type ""2M Bandwidth"" 100%",,WOT,,Tools,tools,"DRTU fail to switch to Packet Type ""2M Bandwidth"" 100%",OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-49469,0,RF | RSSI value show randomly drop to -95 dBm,,WOT,,Tools,tools,RF | RSSI value show randomly drop to -95 dBm,Connectivity,1.0,Rule-based match via cues (score 1),rule
WOT-48561,0,RxRadiated test GetWifiCwRssiAsync API returns invalid RSSI value,,WOT,,Tools,tools,RxRadiated test GetWifiCwRssiAsync API returns invalid RSSI value,Connectivity,1.0,Rule-based match via cues (score 1),rule
WOT-48515,0,Intel NDT RSSI Values Abnormal on 2.4GHz Channel 10/11/12,,WOT,,Tools,tools,Intel NDT RSSI Values Abnormal on 2.4GHz Channel 10/11/12,OEM Tools,1.0,Hard override matched phrase 'ndt',rule
