row_id,technology,ips_title,predicted_category,human_category,label_notes,risk_score,risk_reason
3011,software,Missing AX1675,Killer,,,6,very_short<=18c;few_words<=3
1324,bt,The mouse quickly paired failed,Connectivity,,,4,few_words<=5;generic:fail;no_digits
1011,software,Reset all button not work,Killer,,,4,short<=28c;few_words<=5;no_digits
1689,software,Cannot run ICPS due to invalid configuration error on MTL RVP,ICPS,,,3,generic:error;no_digits
1902,software,UI issues Network Health tab,Killer,,,6,short<=28c;few_words<=5;generic:issue;no_digits
541,wifi,wireless connection and network performance issues,Connectivity,,,3,generic:issue;no_digits
1703,software,AI Aware Domain Categorization as AI Errors,Killer,,,3,generic:error;no_digits
2560,wifi,MEI BSOD DRIVER_POWER_STATE_FAILURE (9f) cause by WiMan,BSOD,,,2,generic:failure
521,wifi,PPAG Fucntion Porting,RF,,,6,short<=28c;few_words<=3;no_digits
534,wifi,[Foxconn][Acer][PTL][NB],Connectivity,,,6,short<=28c;few_words<=3;no_digits
672,software,ICPS cant be installed,ICPS,,,6,short<=28c;few_words<=5;generic:cant;no_digits
1120,bt,PC connect TV failed by ble,Connectivity,,,5,short<=28c;generic:fail;no_digits
4012,wifi,WiFi drops intermittently while on a teams call,Connectivity,,,3,generic:intermittent;no_digits
87,wifi,"System hangs ~90s after wrong Wi-Fi password entered on CSR interface (Spider Peak 2 Scorpius, Win11 25H2)",System Hang,,,2,generic:hang
714,wifi,[Foxconn]-[Acer]-[Panther lake]-[NB],OEM Tools,,,4,few_words<=3;no_digits
638,tools,WLAN NDT test result has higher noise result,OEM Tools,,,1,no_digits
1846,bt,System exception on BT fw,Connectivity,,,4,short<=28c;few_words<=5;no_digits
50,bt,"When using the iper3 tool to run RX and TX while connecting to a 2.4G WiFi and Bluetooth device, the Bluetooth speaker experiences stuttering issues.",Connectivity,,,2,generic:issue
629,wifi,"2.4GHz and 5GHz band switching roaming, 5G reconnect failure. F/R: 1/1u,3/50C",Connectivity,,,2,generic:failure
1067,wifi,WIFI 7 blocked SW Drips 0,Connectivity,,,2,short<=28c
3172,bt,MDUT Reconnection - HCI_Encription_Change increases the reconnection time,System Hang,,,3,generic:hang;no_digits
2456,tools,Zaca DRTU disconnect failed,OEM Tools,,,6,short<=28c;few_words<=5;generic:fail;no_digits
1586,bt,Auto Connection Issue,Connectivity,,,8,short<=28c;few_words<=3;generic:issue;no_digits
1622,bt,Broadcast sending failed,Connectivity,,,8,short<=28c;few_words<=3;generic:fail;no_digits
3286,bt,BSOD occurs when connect a mobile hotspot by bluetooth with ACPI SDEV table enabled.,BSOD,,,1,no_digits
619,software,ICPS will crash when switch Light/Dark mode after editing BT device name,ICPS,,,3,generic:crash;no_digits
3811,tools,"After install WRT tool, enter S4 , resume from S4 , boot to desktop , cant adjust brightness immediately around 15 sec",OEM Tools,,,2,generic:cant
3676,bt,BT Device will lost when idle in OS - lc_CmuHandleReceivedArqn_Fiq,Connectivity,,,1,no_digits
2662,wifi,WiFi YB or WiFi lost,YB/Lost,,,4,short<=28c;few_words<=5;no_digits
205,bt,bluetooth mouse lag when cpu high loading,Connectivity,,,1,no_digits
2646,wifi,WLAN Yellow bang issue,YB/Lost,,,6,short<=28c;few_words<=5;generic:issue;no_digits
2413,tools,Ant tool cant read correct BRDS SAR BIOS setting if value exceed Tx power limit,OEM Tools,,,3,generic:cant;no_digits
844,wifi,BE200 YB after S4 resume,YB/Lost,,,3,short<=28c;few_words<=5
3969,wifi,"[Haier][Wingtech][G1][ADL-P][Ax210][21H2]With the PC connection to the WiFi for a long-time suspension test, the WLAN driver has a loss problem [3 / 3]",Connectivity,,,2,generic:problem
3629,wifi,Losing audio while using teams,Connectivity,,,2,few_words<=5;no_digits
464,wifi,"The result show fail when running Stress-WiFi Ping (S4) test.(F/R:11/40units,13/4000cycles)",Connectivity,,,2,generic:fail
1226,wifi,PC does not send beacon,Connectivity,,,4,short<=28c;few_words<=5;no_digits
113,wifi,"Wi-Fi device YB fails to recover after S4 resume, error code 10, reboot restores on AX211/Win11",YB/Lost,,,2,generic:fail
3367,bt,"HLK-Bluetooth - HciExtension1 (Bring Up) fails with Reserved flags (0xffffffffffffff80) are set by the radio, they should be zeroed out.",BSOD,,,2,generic:fail
3769,software,AP used WEP connection fails on ICPS app.,ICPS,,,3,generic:fail;no_digits
4142,software,Killer performance driver suite UWD causes CPU high usage and power consumption.,Killer,,,1,no_digits
2442,tools,DRTU Fail - RU Setting,OEM Tools,,,6,short<=28c;few_words<=5;generic:fail;no_digits
2655,wifi,WiFi adapter fails to perform OKC fast roam after missing Beacons detected.,Connectivity,,,3,generic:fail;no_digits
2730,wifi,Never Crash Issue: Netwtw10!dclReturnRxBufferApi+0x2e,BSOD,,,3,few_words<=5;generic:crash
2281,software,App crashes when navigating to Doubleshot tab,Killer,,,3,generic:crash;no_digits
3964,wifi,"YB with FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0xFA2, log is valid)",YB/Lost,,,2,generic:error
2428,tools,CITU Basic Test Failure,OEM Tools,,,6,short<=28c;few_words<=5;generic:failure;no_digits
1296,software,KIC app error message Unhandled exception has occurred in your application.,Killer,,,3,generic:error;no_digits
2037,software,AppxStandaloneUtility.exe is unsigned,Killer,,,4,few_words<=3;no_digits
58,wifi,WiFi throughput is slow when runnning on battery power with WiFi Sensing Enabled,Power Consumption,,,1,no_digits
2931,software,ICPS adds a route and causes system crash while on VPN,ICPS,,,3,generic:crash;no_digits
2844,software,Precheck Failure: Releasenoteschk failure ICPS 4.0,ICPS,,,2,generic:failure
