jira_id,ips_title,jira_component,human_category,label_source,pseudo_confidence,sample_weight,feature_text
WIFI-520712,[ThinkPad China][E14 gen5][Field_issue] Wi-Fi AX201 significantly slow access to E-Filling and SAP SQL data.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [ThinkPad China][E14 gen5][Field_issue] Wi-Fi AX201 significantly slow access to E-Filling and SAP SQL data.
WIFI-525518,[Samsung][ADL][AX211][P241111-02828] 7e BSoD occurred after the system was left idle for 15 minutes.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Samsung][ADL][AX211][P241111-02828] 7e BSoD occurred after the system was left idle for 15 minutes.
WIFI-558281,[Intel/Consumer][Internal][LNL][BE201][TP3607SA],WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Intel/Consumer][Internal][LNL][BE201][TP3607SA]
WIFI-565837,"[Lenovo][IdeaPad 5 2-in-1 14/16IAL10][ARL][24H2]Run warmboot occured BSOD 0xD1 point Netwaw16.sys(F/R: 16/20 by UUTs,16/2000cycles)",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [Lenovo][IdeaPad 5 2-in-1 14/16IAL10][ARL][24H2]Run warmboot occured BSOD 0xD1 point Netwaw16.sys(F/R: 16/20 by UUTs,16/2000cycles)"
WIFI-576414,[Lenovo][Compal][YOGA Slim 7][LRL][BE201]RSSI 6G test issue,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo][Compal][YOGA Slim 7][LRL][BE201]RSSI 6G test issue
WIFI-655531,"[Dell_Compal][RNG][ARL][FmP2][DVT2_Renegade16_Win11 24H2_Stress_S4] BSOD code ""DRIVER_IRQL_NOT_LESS_OR_EQUAL""  (w dump)",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [Dell_Compal][RNG][ARL][FmP2][DVT2_Renegade16_Win11 24H2_Stress_S4] BSOD code ""DRIVER_IRQL_NOT_LESS_OR_EQUAL""  (w dump)"
WIFI-697194,[Dell][Compal][RNG][ARL-H][FmP2]The first time using Miracast to connect may have a chance of failing to connect.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Dell][Compal][RNG][ARL-H][FmP2]The first time using Miracast to connect may have a chance of failing to connect.
WIFI-697222,[HP][Quanta]-[Hanna][RPL-HX][GaP2 2230] Wi-Fi 2.4G/5G/6G TX T-put fail with DMA remapping enabled,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [HP][Quanta]-[Hanna][RPL-HX][GaP2 2230] Wi-Fi 2.4G/5G/6G TX T-put fail with DMA remapping enabled
WIFI-725449,[Dynabook]BSOD(UNEXPECTED_KERNEL_MODE_TRAP) happened during WLAN load test,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Dynabook]BSOD(UNEXPECTED_KERNEL_MODE_TRAP) happened during WLAN load test
WIFI-738426,"[Lenovo][Thinkpad-JP][Field_issue][RPL][AX211][T14 G4]  Aruba AP325, 535 are not compatible with Thinkpad T14 Gen 4 WIFI",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [Lenovo][Thinkpad-JP][Field_issue][RPL][AX211][T14 G4]  Aruba AP325, 535 are not compatible with Thinkpad T14 Gen 4 WIFI"
WIFI-752292,[Foxconn][HP][Mentali-HX][RPL-HX][DT] -AX211 5/6 GHz TX limited to 900 Mbps on Mentali_HX,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Foxconn][HP][Mentali-HX][RPL-HX][DT] -AX211 5/6 GHz TX limited to 900 Mbps on Mentali_HX
WIFI-797409,[Lenovo][Compal][Yoga AIO 27IPH11][PTL][BE213@2230/320Mhz]WiFi Linkspeed will fluctuate,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo][Compal][Yoga AIO 27IPH11][PTL][BE213@2230/320Mhz]WiFi Linkspeed will fluctuate
WIFI-807032,"[Lenovo-Ideapad][YOGA9P 16][PTL/BE211@1216/320Mhz][25H2] WIFI Tput drop when open ""Prime95"" tool",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [Lenovo-Ideapad][YOGA9P 16][PTL/BE211@1216/320Mhz][25H2] WIFI Tput drop when open ""Prime95"" tool"
WIFI-816856,[Honor][NVWAB][RPL][AX211] Beacon miss occurred,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Honor][NVWAB][RPL][AX211] Beacon miss occurred
WIFI-862127,[Dynabook][LNL][FmP][assert 0xe756] The system experienced abnormal shutdown and the event log recorded many Netwaw18 errors,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Dynabook][LNL][FmP][assert 0xe756] The system experienced abnormal shutdown and the event log recorded many Netwaw18 errors
WIFI-882678,3LS - SIP129540 - EB 640 G11(Rex 14) & 630G11/ W11 22H2 / GC / SF / Intel wireless AX211 suffering from heavy packet loss intermittently/PC APJ/,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] 3LS - SIP129540 - EB 640 G11(Rex 14) & 630G11/ W11 22H2 / GC / SF / Intel wireless AX211 suffering from heavy packet loss intermittently/PC APJ/
WIFI-94201,[Lenovo-IdeaPad][LCFC][NEC-ITL][20H2]black screen hang with 0xD1 BSOD with S5 stress test.,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [Lenovo-IdeaPad][LCFC][NEC-ITL][20H2]black screen hang with 0xD1 BSOD with S5 stress test.
WIFI-94420,[HP/factory/Win10/JSP/HrP2/Anthem] BSOD 0xD1 after connected Wifi then idle about 5 minutes,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [HP/factory/Win10/JSP/HrP2/Anthem] BSOD 0xD1 after connected Wifi then idle about 5 minutes
WIFI-95400,"[Lenovo IdeaPad][Inhouse][S750-14Pro][TGL-U/AX201/20H2] Stress S4 BOSD , point to WIFI",WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=WinDriver->Performance] [Lenovo IdeaPad][Inhouse][S750-14Pro][TGL-U/AX201/20H2] Stress S4 BOSD , point to WIFI"
WIFI-96495,[HP/SIO1953684/Win10/Lucienne/CcP2/Anders] BSOD 0x7E occurred when play online video,WinDriver->Performance,Performance,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=WinDriver->Performance] [HP/SIO1953684/Win10/Lucienne/CcP2/Anders] BSOD 0x7E occurred when play online video
CIE-1594,[HP/Win11/ADL/GfP4/Warpath] It still can connect 2 APs when I disable the Double Connect option.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/Win11/ADL/GfP4/Warpath] It still can connect 2 APs when I disable the Double Connect option.
CIE-1598,[Huawei][Quanta][H9HD][HookF][AX211][21H2][ICPS][ICPS_008] Show only authorized network filtering exceptions,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Huawei][Quanta][H9HD][HookF][AX211][21H2][ICPS][ICPS_008] Show only authorized network filtering exceptions
CIE-1923,"[Huawei][Quanta][H9HD][HookF][AX211][21H2][ICPS][ICPS_014] Use ICPS to connect to the hotspot. When the password has not been verified, ICPS already shows that the target hotspot is connected.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Huawei][Quanta][H9HD][HookF][AX211][21H2][ICPS][ICPS_014] Use ICPS to connect to the hotspot. When the password has not been verified, ICPS already shows that the target hotspot is connected."
CIE-1934,"[Lenovo-ThinkPad][Phoenix-Serval2][AlderLake][AX211][21H2][100%]:""Gaming"" mode displayed on both vPro and non-vPro SKUs",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo-ThinkPad][Phoenix-Serval2][AlderLake][AX211][21H2][100%]:""Gaming"" mode displayed on both vPro and non-vPro SKUs"
CIE-1953,"[Lenovo-ThinkPad][Golem_Talos][AlderLake][AX211][21H2][100%]:Error id 16 ""Intel Connectivity Network service loading config file error"" after reset system",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo-ThinkPad][Golem_Talos][AlderLake][AX211][21H2][100%]:Error id 16 ""Intel Connectivity Network service loading config file error"" after reset system"
CIE-2000,"[Lenovo-ThinkPad][Jaguar-Panther2][AlderLake][AX211][21H2][100%]:The images in the ""Type"" column of Network Health are generically labeled as ""image""",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo-ThinkPad][Jaguar-Panther2][AlderLake][AX211][21H2][100%]:The images in the ""Type"" column of Network Health are generically labeled as ""image"""
CIE-2048,[HP/Win11/ADL/GfP2/Warpath] Can not launch ICPS on clean OS which has not installed WLAN and Intel Management Engine Components drivers,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/Win11/ADL/GfP2/Warpath] Can not launch ICPS on clean OS which has not installed WLAN and Intel Management Engine Components drivers
CIE-2066,"[Samsung][ADL][ICPS]""passcode incorrect"" message doesn't appear",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][ADL][ICPS]""passcode incorrect"" message doesn't appear"
CIE-2105,"[Lenovo-ThinkPad][Jaguar/Panther-2][AlderLake][AX211][21H2][100%]:If Auto Switch was enabled in advanced setting, no pop up notification anymore but Pop up notification option still enabled",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo-ThinkPad][Jaguar/Panther-2][AlderLake][AX211][21H2][100%]:If Auto Switch was enabled in advanced setting, no pop up notification anymore but Pop up notification option still enabled"
CIE-2137,[Lenovo-IdeaPad][Thinkbook plus G3 IAP][AlderLake][AX211][21H2][100%]: ICPS window becomes black screen after 2nd time openning in All Apps,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo-IdeaPad][Thinkbook plus G3 IAP][AlderLake][AX211][21H2][100%]: ICPS window becomes black screen after 2nd time openning in All Apps
CIE-2444,[Lenovo-ThinkPad][T16][AlderLake][AX211][21H2][100%]:ethernet not removed from the Network Health list if unplug the ethernet cable,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo-ThinkPad][T16][AlderLake][AX211][21H2][100%]:ethernet not removed from the Network Health list if unplug the ethernet cable
CIE-2445,[Lenovo-ThinkPad][T16][AlderLake][AX211][21H2][100%]:WWAN not listed in Network Health page,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo-ThinkPad][T16][AlderLake][AX211][21H2][100%]:WWAN not listed in Network Health page
CIE-2455,"[ASUS CCBU][ICPS]  Intel Connectivity and Performance Suite, doesn't work with Narrator, multiple fields/items are not labeled.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ASUS CCBU][ICPS]  Intel Connectivity and Performance Suite, doesn't work with Narrator, multiple fields/items are not labeled."
CIE-2466,"[Lenovo-ThinkPad][T16][AlderLake][AX211][21H2][100%]:""Advanced Connection Manager"" tab appears without network after OOBE.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo-ThinkPad][T16][AlderLake][AX211][21H2][100%]:""Advanced Connection Manager"" tab appears without network after OOBE."
CIE-2602,[Lenovo-IdeaPad][LCFC][C980][RaptorLake][AX211][22H2][100%][ICPS2.0]:Max Throughput Mode doesn't work,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo-IdeaPad][LCFC][C980][RaptorLake][AX211][22H2][100%][ICPS2.0]:Max Throughput Mode doesn't work
CIE-2641,[Lenovo][C980][RaptorLake][AX211][22H2][100%][ICPS2.0]:Vulnerability on SQLITE3 v3.36.0,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][C980][RaptorLake][AX211][22H2][100%][ICPS2.0]:Vulnerability on SQLITE3 v3.36.0
CIE-2645,[Dynabook]The contrast colors for some buttons have no change after enabling High Contrast,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Dynabook]The contrast colors for some buttons have no change after enabling High Contrast
CIE-2655,"[HP/SIO2156698/Win10/RPL/GfP2/Warg] The ""Enable AP selection option"" still shows disable after click reset button.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/SIO2156698/Win10/RPL/GfP2/Warg] The ""Enable AP selection option"" still shows disable after click reset button."
CIE-2763,[Lenovo][RaptorLake][AX211][22H2][100%][ICPS2.0]: SSID shows &amp; instead of & if connect AP in ICPS,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][RaptorLake][AX211][22H2][100%][ICPS2.0]: SSID shows &amp; instead of & if connect AP in ICPS
CIE-2767,[Lenovo][RaptorLake][AX211][22H2][100%][ICPS2.0]: It will delay over 30 seconds to refresh AP info in ICPS,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][RaptorLake][AX211][22H2][100%][ICPS2.0]: It will delay over 30 seconds to refresh AP info in ICPS
CIE-2938,[Lenovo][RaptorLake][AX211][22H2][100%][ICPS2.0]: Passcode incorrect will be shown when connect Wifi with correct passcode,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][RaptorLake][AX211][22H2][100%][ICPS2.0]: Passcode incorrect will be shown when connect Wifi with correct passcode
CIE-3019,[ICPS]Recommendations area is not updating,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ICPS]Recommendations area is not updating
CIE-3180,[Lenovo][RaptorLake][AX211][22H2][100%][ICPS2.0]: ICPS UI font for SC is not localized,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][RaptorLake][AX211][22H2][100%][ICPS2.0]: ICPS UI font for SC is not localized
CIE-3505,"[ICPS]""Wireless radio disabled or Airplane Mode enabled"" is not displayed.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ICPS]""Wireless radio disabled or Airplane Mode enabled"" is not displayed."
CIE-3803,[HP/SIO2222382/Win11/MTL/GfP2/Herbie] Touch keyboard/handwrite panel will pop up when tap in ICPS\Help page on tablet mode with touch screen.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/SIO2222382/Win11/MTL/GfP2/Herbie] Touch keyboard/handwrite panel will pop up when tap in ICPS\Help page on tablet mode with touch screen.
CIE-3882,[Lenovo][MeteorLake][AX211][22H2][100%][ICPS3.0]There are some issues when MSFT Narrator is reading ICPS GUI (Microsoft CER Report Must Fix item),User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][MeteorLake][AX211][22H2][100%][ICPS3.0]There are some issues when MSFT Narrator is reading ICPS GUI (Microsoft CER Report Must Fix item)
CIE-3937,[Acer/Compal][Violin_MTH]ICPS APP cant display wifi 7 protocol.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Acer/Compal][Violin_MTH]ICPS APP cant display wifi 7 protocol.
CIE-3980,[HP/SIO2244336/Win11/MTL/GfP2/Thompson] AP connected status in ICPS does not sync with OS after idle 10 minutes.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/SIO2244336/Win11/MTL/GfP2/Thompson] AP connected status in ICPS does not sync with OS after idle 10 minutes.
CIE-4025,[Samsung][MTL][ICPS]ICPS app issues when turning on Windows Narrator,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][MTL][ICPS]ICPS app issues when turning on Windows Narrator
CIE-4035,[Lenovo][MeteorLake][AX211][22H2][100%][ICPS3.0]ICPS cant be installed successfully on some devices,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][MeteorLake][AX211][22H2][100%][ICPS3.0]ICPS cant be installed successfully on some devices
CIE-4046,[Lenovo][MeteorLake][AX211/BE200][22H2][15%][ICPS3.0]It will delay more than 3 minutes to refresh Wi-Fi AP information in ICPS UI.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][MeteorLake][AX211/BE200][22H2][15%][ICPS3.0]It will delay more than 3 minutes to refresh Wi-Fi AP information in ICPS UI.
CIE-4109,[Samsung][LNL][ICPS]ICPS app issues when turning on Windows Narrator,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][LNL][ICPS]ICPS app issues when turning on Windows Narrator
CIE-4135,[Samsung][LNL][ICPS] The usage details is in both the priority tab and usage details tab,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][LNL][ICPS] The usage details is in both the priority tab and usage details tab
CIE-4136,[Samsung][LNL][ICPS] There is nothing about BT in the help tab.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][LNL][ICPS] There is nothing about BT in the help tab.
CIE-4137,"[Samsung][LNL][ICPS]When BT devices scans, blank appears or no device name.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][LNL][ICPS]When BT devices scans, blank appears or no device name."
CIE-4138,[Samsung][LNL][ICPS]BT mouse connected to a DUT does not appear on BT tab of ICPS.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][LNL][ICPS]BT mouse connected to a DUT does not appear on BT tab of ICPS.
CIE-4139,[Samsung][LNL][ICPS]The number of BT devices scanned on ICPS is less than windows scan,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][LNL][ICPS]The number of BT devices scanned on ICPS is less than windows scan
CIE-4192,[Samsung][LNL][ICPS]No image descriptions when turning on Windows Narrator as scan mode,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][LNL][ICPS]No image descriptions when turning on Windows Narrator as scan mode
CIE-4193,"[Samsung][LNL][ICPS]The BT tab doesnt have scrolling, so cant see all scanned devices.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][LNL][ICPS]The BT tab doesnt have scrolling, so cant see all scanned devices."
CIE-4204,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]ICPS doesnt work on 24H2 without enabling Location access,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]ICPS doesnt work on 24H2 without enabling Location access
CIE-4209,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]ACM is renamed as Access Connectivity Manager and not consistent in UI.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]ACM is renamed as Access Connectivity Manager and not consistent in UI.
CIE-4212,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]ICPS memory usage is high,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]ICPS memory usage is high
CIE-4280,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]Location access dialog will be shown when switching network in ICPS,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][MeteorLake][AX211][24H2][100%][ICPS3.0]Location access dialog will be shown when switching network in ICPS
CIE-4282,[Samsung][MTL][ICPS]No image descriptions when turning on Windows Narrator as scan mode,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][MTL][ICPS]No image descriptions when turning on Windows Narrator as scan mode
CIE-4369,"[HP/SIO2272130/Win11/LNL/FmP2/Regis] ICPS doesnt work with Narrator ""Advanced settings page some items""",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/SIO2272130/Win11/LNL/FmP2/Regis] ICPS doesnt work with Narrator ""Advanced settings page some items"""
CIE-4397,[Dynabook][Win11]Teams call cannot automatically switch interface after manually configure connection in ICPS,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Dynabook][Win11]Teams call cannot automatically switch interface after manually configure connection in ICPS
CIE-4409,[Samsung][LNL][ICPS]BT mouse connected to a DUT appears as keyboard on BT tab of ICPS.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Samsung][LNL][ICPS]BT mouse connected to a DUT appears as keyboard on BT tab of ICPS.
CIE-4425,"[Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.0]Select an AP in ICPS, the Password input UI cant be shown",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.0]Select an AP in ICPS, the Password input UI cant be shown"
CIE-4456,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.0]ICPS UI is not translated to Simplified Chinese,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.0]ICPS UI is not translated to Simplified Chinese
CIE-4457,"[Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.0]ICPS no response for 5s when clicking ""Enable Smart Access Point Selection"" twice quickly",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.0]ICPS no response for 5s when clicking ""Enable Smart Access Point Selection"" twice quickly"
CIE-4466,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Some Bluetooth devices cant be reconnected via ICPS UI,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Some Bluetooth devices cant be reconnected via ICPS UI
CIE-4468,[Lenovo][LunarLake][BE201][24H2][0.1%][ICPS4.0]Lost ICPS in S3/S4 long run test,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][0.1%][ICPS4.0]Lost ICPS in S3/S4 long run test
CIE-4482,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The password input UI takes more than 10 seconds to show when click AP in ICPS,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The password input UI takes more than 10 seconds to show when click AP in ICPS
CIE-4557,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Password cant be remembered when connecting AP in ICPS,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Password cant be remembered when connecting AP in ICPS
CIE-4681,[HP/SIO2291163/23H2/LNL/FmP2/MasadaN] The App/Website shows blank when change Prioritization mode in ICPS,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/SIO2291163/23H2/LNL/FmP2/MasadaN] The App/Website shows blank when change Prioritization mode in ICPS
