jira_id,ips_title,jira_component,component_frequency,feature_text
WIFI-264143,"[Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805804368_805811549_805815123_805828883] CurieF and mobile phone cooperate with Huawei multi-screen, softap is created in 2.4G",WinDriver->WiFi Extensions,51,"[COMPONENT=WinDriver->WiFi Extensions] [Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805804368_805811549_805815123_805828883] CurieF and mobile phone cooperate with Huawei multi-screen, softap is created in 2.4G"
WIFI-268699,[Samsung][Mars2][MSBug#633508] The IHV WLAN driver failing to transmit the GO Neg Confirmation frame while reporting the task as successfully completed to the OS,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][Mars2][MSBug#633508] The IHV WLAN driver failing to transmit the GO Neg Confirmation frame while reporting the task as successfully completed to the OS
WIFI-272936,"[Huawei][MendelG][Intel RPL][DVT1]Huawei PC Manager is used for multi-screen collaborative connection, and collaboration fails",WinDriver->WiFi Extensions,51,"[COMPONENT=WinDriver->WiFi Extensions] [Huawei][MendelG][Intel RPL][DVT1]Huawei PC Manager is used for multi-screen collaborative connection, and collaboration fails"
WIFI-288736,(Copy Of 00777684) [Huawei][MendelG][Intel RPL][DVT2]Crash of driver led to the yellow bang(43 error code),WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] (Copy Of 00777684) [Huawei][MendelG][Intel RPL][DVT2]Crash of driver led to the yellow bang(43 error code)
WIFI-290075,[LCFC_IdeaPad][S380IRU][RPL][AX203][SV2][SIT]The EUT occur BSOD 0xC2 during Fast Startup stress test FR<5%,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [LCFC_IdeaPad][S380IRU][RPL][AX203][SV2][SIT]The EUT occur BSOD 0xC2 during Fast Startup stress test FR<5%
WIFI-311084,[Transsion][MEGABOOKT14TA][StP2_7265]SoftAP connection type show 11n after 11ac phone is connected and tput is low,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Transsion][MEGABOOKT14TA][StP2_7265]SoftAP connection type show 11n after 11ac phone is connected and tput is low
WIFI-328870,[Honor][huaqin][HiggsE][ADL][AX201][21H1[80%]softap created at  2.4g channel,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Honor][huaqin][HiggsE][ADL][AX201][21H1[80%]softap created at  2.4g channel
WIFI-337876,[Honor][huaqin][FermiG][RPL][AX201][21H1]The connection between Wi-Fi SAP and GC is disconnected,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Honor][huaqin][FermiG][RPL][AX201][21H1]The connection between Wi-Fi SAP and GC is disconnected
WIFI-337947,[Honor][huaqin][HiggsF][ADL][AX211][21H1[100%]countrycode:DE p2p is built at 5.8,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Honor][huaqin][HiggsF][ADL][AX211][21H1[100%]countrycode:DE p2p is built at 5.8
WIFI-341958,[Honor][huaqin][FermiG][RPL][AX201][21H1]SAP losing beacon may cause disconnection,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Honor][huaqin][FermiG][RPL][AX201][21H1]SAP losing beacon may cause disconnection
WIFI-342640,[Honor][huaqin][FermiG][RPL][AX201]p2p disconnect,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Honor][huaqin][FermiG][RPL][AX201]p2p disconnect
WIFI-342777,[Jinke][WIFI][Huawei][VangogH][MTL][DVT]PC can not be dispalyed on through miracast way by any other PC,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Jinke][WIFI][Huawei][VangogH][MTL][DVT]PC can not be dispalyed on through miracast way by any other PC
WIFI-354920,"[Acer][Quanta][RPL/MTL] Connect MicrosoftDisplayAdapter_18A9 4K, the resolution cant reach 4K resolution.",WinDriver->WiFi Extensions,51,"[COMPONENT=WinDriver->WiFi Extensions] [Acer][Quanta][RPL/MTL] Connect MicrosoftDisplayAdapter_18A9 4K, the resolution cant reach 4K resolution."
WIFI-359833,"[HP][MTL-U][Sparty][GaP2] BSOD (0X7A,point to Netwaw14.sys) occurred during running Winpvt- Hibernation Focus + AC/DC Cycling",WinDriver->WiFi Extensions,51,"[COMPONENT=WinDriver->WiFi Extensions] [HP][MTL-U][Sparty][GaP2] BSOD (0X7A,point to Netwaw14.sys) occurred during running Winpvt- Hibernation Focus + AC/DC Cycling"
WIFI-373458,[Samsung][MTL][QuickShare] P2P throughput is low,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][MTL][QuickShare] P2P throughput is low
WIFI-397604,[Samsung][MTL][AX211][P240312-05823] P2P Pairing Failure with Samsung Phone - Potential Advertisement Issue,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][MTL][AX211][P240312-05823] P2P Pairing Failure with Samsung Phone - Potential Advertisement Issue
WIFI-401051,[HP][Quanta] [DMG9R Asteroids5][RPL-R][GfP2-AX211][Win11 23H2]BSOD FAIL,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [HP][Quanta] [DMG9R Asteroids5][RPL-R][GfP2-AX211][Win11 23H2]BSOD FAIL
WIFI-412917,[Lenovo][DT][Phone2PC APP][CML][AX201]P2P connection fail with phone,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Lenovo][DT][Phone2PC APP][CML][AX201]P2P connection fail with phone
WIFI-466688,"[Lenovo-Ideapad][LNL][S990][BE201][24H2]Other PC(P2P Client, Tx) fail to project to Lenovo LNL platform (GO, Rx), Fail Rate is 100%",WinDriver->WiFi Extensions,51,"[COMPONENT=WinDriver->WiFi Extensions] [Lenovo-Ideapad][LNL][S990][BE201][24H2]Other PC(P2P Client, Tx) fail to project to Lenovo LNL platform (GO, Rx), Fail Rate is 100%"
WIFI-477491,"[Samsung][LKF][AX210][P240829-06714] System didnt send ACK after GO Nego confirm,",WinDriver->WiFi Extensions,51,"[COMPONENT=WinDriver->WiFi Extensions] [Samsung][LKF][AX210][P240829-06714] System didnt send ACK after GO Nego confirm,"
WIFI-486065,[Samsung][RPL][AX211][MDE] P2P pairing failed with some input device.,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][RPL][AX211][MDE] P2P pairing failed with some input device.
WIFI-490254,[Samsung][ADL][AX211][P240619-04478] System disconnected from wireless AP suddenly.,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][ADL][AX211][P240619-04478] System disconnected from wireless AP suddenly.
WIFI-496612,[Samsung][LNL][BE201] 0x7e BSoD occurred download test.,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][LNL][BE201] 0x7e BSoD occurred download test.
WIFI-511524,[Thinkbook 14 G8 IRH+][RPL] BSOD(0x7e) occurs point to Netwtw14.sys when mobile hot spot is turned off,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Thinkbook 14 G8 IRH+][RPL] BSOD(0x7e) occurs point to Netwtw14.sys when mobile hot spot is turned off
WIFI-513081,"[HONOR][GodelG][RPL][WIFI] [AC 9560 160MHz]Simulating the Indian environment, softap is not available",WinDriver->WiFi Extensions,51,"[COMPONENT=WinDriver->WiFi Extensions] [HONOR][GodelG][RPL][WIFI] [AC 9560 160MHz]Simulating the Indian environment, softap is not available"
WIFI-519075,[Samsung][Huaqin][Titan4][RPL-R]File transfer interrupt by Quick share app,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][Huaqin][Titan4][RPL-R]File transfer interrupt by Quick share app
WIFI-519220,"[HP][Wistron][Cadet25C1_LNL][GfP2/FmP2][Win11 24H2 Build 26100.2033] ""Mobile hotspot"" cant be turned on after connecting to 5.0GHz Wi-Fi and setting network band as ""5 GHz""(GfP2&FmP2).",WinDriver->WiFi Extensions,51,"[COMPONENT=WinDriver->WiFi Extensions] [HP][Wistron][Cadet25C1_LNL][GfP2/FmP2][Win11 24H2 Build 26100.2033] ""Mobile hotspot"" cant be turned on after connecting to 5.0GHz Wi-Fi and setting network band as ""5 GHz""(GfP2&FmP2)."
WIFI-526926,[Samsung][TGL][AX210][P241101-08558]P2P pairing failure between 2 PCs,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][TGL][AX210][P241101-08558]P2P pairing failure between 2 PCs
WIFI-528912,"[Lenovo][Aladdin][LNL SIT][BE201][Win11] Cast page shows ""No displays are available"" when install ""Wireless Display"" and then press Win+K.(FR:2/2units,4/4cycles)",WinDriver->WiFi Extensions,51,"[COMPONENT=WinDriver->WiFi Extensions] [Lenovo][Aladdin][LNL SIT][BE201][Win11] Cast page shows ""No displays are available"" when install ""Wireless Display"" and then press Win+K.(FR:2/2units,4/4cycles)"
WIFI-796127,[Dell_Compal][RNG][PTL][WhP2]EUC-CE Laggy and blurry display when casting to 8K smart TV,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Dell_Compal][RNG][PTL][WhP2]EUC-CE Laggy and blurry display when casting to 8K smart TV
WIFI-798099,[Samsung][ARL][BE201] P2P Pairing Failure,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][ARL][BE201] P2P Pairing Failure
WIFI-851822,[Honor][MooreB][ARL][AX211] softap,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Honor][MooreB][ARL][AX211] softap
WIFI-863556,[Honor][LUX][NvwaB][RPL][AX211][25H2]The softap channel change when PC STA  channel change,WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Honor][LUX][NvwaB][RPL][AX211][25H2]The softap channel change when PC STA  channel change
WIFI-868117,"[Honor][Huaqin][LvzhouD][WCL][Intel AX211][WiFi][25H2]After STA changes the channel, the P2P channel undergoes irregular changes.",WinDriver->WiFi Extensions,51,"[COMPONENT=WinDriver->WiFi Extensions] [Honor][Huaqin][LvzhouD][WCL][Intel AX211][WiFi][25H2]After STA changes the channel, the P2P channel undergoes irregular changes."
WIFI-876287,[Honor][ZhuQue][PTL][AX211 1216@160M][High probability],WinDriver->WiFi Extensions,51,[COMPONENT=WinDriver->WiFi Extensions] [Honor][ZhuQue][PTL][AX211 1216@160M][High probability]
WIFI-99257,"[Lenovo-ideaPad][Compal][L360][TGL][AX200][AX201][20H2]DUT1 Open mobile hotspot  with different network band,DUT2 will not be able to connect the hotspot.",WinDriver->WiFi Extensions,51,"[COMPONENT=WinDriver->WiFi Extensions] [Lenovo-ideaPad][Compal][L360][TGL][AX200][AX201][20H2]DUT1 Open mobile hotspot  with different network band,DUT2 will not be able to connect the hotspot."
BT-144053,[HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][BT][Win11]It occured bluetooth driver YB(43) after sleep.,FW- Transport,44,[COMPONENT=FW- Transport] [HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][BT][Win11]It occured bluetooth driver YB(43) after sleep.
BT-157695,[ASUS][EXPRRESSIO II][RPL][MTL PeakII] BT Controller display yellow bang (FR:2/5 unit),FW- Transport,44,[COMPONENT=FW- Transport] [ASUS][EXPRRESSIO II][RPL][MTL PeakII] BT Controller display yellow bang (FR:2/5 unit)
BT-172687,[HP] - SIO2203213/SIO2202336 - [MTL/RPL] Intel BT/WiFi will show yellow bang by BE200 QS module and Beta2 driver,FW- Transport,44,[COMPONENT=FW- Transport] [HP] - SIO2203213/SIO2202336 - [MTL/RPL] Intel BT/WiFi will show yellow bang by BE200 QS module and Beta2 driver
BT-184369,[Nilinjie][BT][Huawei][VangogH][MTL][DVT]The bluetooth driver has a yellow bang affter PC wakeup from MS..,FW- Transport,44,[COMPONENT=FW- Transport] [Nilinjie][BT][Huawei][VangogH][MTL][DVT]The bluetooth driver has a yellow bang affter PC wakeup from MS..
BT-186855,[ASUS][Commercial][B5404CMA] BE200 BT lost while S4 cycling test,FW- Transport,44,[COMPONENT=FW- Transport] [ASUS][Commercial][B5404CMA] BE200 BT lost while S4 cycling test
BT-188989,[Lenovo_IdeaPad][Hetian][LCFC][FVT-QS][S990-IMH][Windows11]Intel Bluetooth (AX211):BT lost when run S4/S5/CB stress test,FW- Transport,44,[COMPONENT=FW- Transport] [Lenovo_IdeaPad][Hetian][LCFC][FVT-QS][S990-IMH][Windows11]Intel Bluetooth (AX211):BT lost when run S4/S5/CB stress test
BT-189625,Bluetooth Yellow Bang (Unknown USB Device) in Sx cycle stress test on MTL w/ AX211,FW- Transport,44,[COMPONENT=FW- Transport] Bluetooth Yellow Bang (Unknown USB Device) in Sx cycle stress test on MTL w/ AX211
BT-194296,[Razer][Diane8][ADL-P][AX411] [21H2]Bluetooth lost or YB when do restart and S4 test,FW- Transport,44,[COMPONENT=FW- Transport] [Razer][Diane8][ADL-P][AX411] [21H2]Bluetooth lost or YB when do restart and S4 test
BT-194945,BT device will be YB sometimes during S4 long run,FW- Transport,44,[COMPONENT=FW- Transport] BT device will be YB sometimes during S4 long run
BT-196423,[Dell][Compal][Kenai MTL][Maya Bay MLK][BE200] Bluetooth driver YB (error code:10) on factory,FW- Transport,44,[COMPONENT=FW- Transport] [Dell][Compal][Kenai MTL][Maya Bay MLK][BE200] Bluetooth driver YB (error code:10) on factory
BT-204781,[ASUS/Commercial][PEGA][MTL][AX201][B5404CMA] BT lost while S4 cycling test,FW- Transport,44,[COMPONENT=FW- Transport] [ASUS/Commercial][PEGA][MTL][AX201][B5404CMA] BT lost while S4 cycling test
BT-205123,[HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][BT][Win11]The bluetooth driver is lost when running disable/enable bluetooth driver test.,FW- Transport,44,[COMPONENT=FW- Transport] [HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][BT][Win11]The bluetooth driver is lost when running disable/enable bluetooth driver test.
BT-205785,Bluetooth Lost (Unknown USB Device) in HS cycle stress test on MTL w/ AX211,FW- Transport,44,[COMPONENT=FW- Transport] Bluetooth Lost (Unknown USB Device) in HS cycle stress test on MTL w/ AX211
BT-247163,[Samsung][Win10]BT LE mouse stop working after upgrade BT driver with INF file,FW- Transport,44,[COMPONENT=FW- Transport] [Samsung][Win10]BT LE mouse stop working after upgrade BT driver with INF file
BT-248382,[Honor][Huaqin][MooreA][MTL][Intel AX211][BT][23H2]The BT lost when use BT mouse normally,FW- Transport,44,[COMPONENT=FW- Transport] [Honor][Huaqin][MooreA][MTL][Intel AX211][BT][23H2]The BT lost when use BT mouse normally
BT-254313,[HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] The Galaxy Buds2 Pro BT LE headsets auto disconnect after pair it then play local video.(Intel FmP2),FW- Transport,44,[COMPONENT=FW- Transport] [HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] The Galaxy Buds2 Pro BT LE headsets auto disconnect after pair it then play local video.(Intel FmP2)
BT-257509,BT Device lost during S4 cycle using 23.60.5.9,FW- Transport,44,[COMPONENT=FW- Transport] BT Device lost during S4 cycle using 23.60.5.9
BT-260505,(Copy Of 00891714) [Acer/Compal][Icefish_LNV]BT device lost during S4 cycles,FW- Transport,44,[COMPONENT=FW- Transport] (Copy Of 00891714) [Acer/Compal][Icefish_LNV]BT device lost during S4 cycles
BT-26118,"[MSFT][WaE][Bayside][ODT][TGL][HrP 1216 (MM# 999TDN) BT 22.20.1]System hang 3 times and unexpected shutdown1 time, keyboard is lost frequently.(SN:038347305253) BT",FW- Transport,44,"[COMPONENT=FW- Transport] [MSFT][WaE][Bayside][ODT][TGL][HrP 1216 (MM# 999TDN) BT 22.20.1]System hang 3 times and unexpected shutdown1 time, keyboard is lost frequently.(SN:038347305253) BT"
BT-264484,Thames2 EEP/BE LNL:W11: BT device lost using 23.70.3.1 during MS with WINDBG=ON (100%FR),FW- Transport,44,[COMPONENT=FW- Transport] Thames2 EEP/BE LNL:W11: BT device lost using 23.70.3.1 during MS with WINDBG=ON (100%FR)
BT-27478,[HP/Dogfood/corvette/TGL-U/HrP AX201/W10]BT mouse cursor lag during S0(normal use computer),FW- Transport,44,[COMPONENT=FW- Transport] [HP/Dogfood/corvette/TGL-U/HrP AX201/W10]BT mouse cursor lag during S0(normal use computer)
BT-281519,[HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] BT devices disconnection in S0 and No YB during normal using.(Intel FmP2),FW- Transport,44,[COMPONENT=FW- Transport] [HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] BT devices disconnection in S0 and No YB during normal using.(Intel FmP2)
BT-28849,[Huawei][Quanta][BohrD/NobelD][TGL-U][AX201][20H2][BT][BUG-20210128-17585/804735630]BT scan failed after resume from connected standby,FW- Transport,44,[COMPONENT=FW- Transport] [Huawei][Quanta][BohrD/NobelD][TGL-U][AX201][20H2][BT][BUG-20210128-17585/804735630]BT scan failed after resume from connected standby
BT-297390,[Venus5-16][FmP2] BT YB code 43 after Hybridshutdown,FW- Transport,44,[COMPONENT=FW- Transport] [Venus5-16][FmP2] BT YB code 43 after Hybridshutdown
BT-297451,[lenovo_lnl_alloy] Intel BE201 QS Bluetooth device was lost when the system entered MS. Fail rate:1/8 times.,FW- Transport,44,[COMPONENT=FW- Transport] [lenovo_lnl_alloy] Intel BE201 QS Bluetooth device was lost when the system entered MS. Fail rate:1/8 times.
BT-300783,[HP][Dojo][BD1][ARL-HX]The BT LE audio headsets will automatically disconnect after playing local music on Intel Garfied Peak2 only.,FW- Transport,44,[COMPONENT=FW- Transport] [HP][Dojo][BD1][ARL-HX]The BT LE audio headsets will automatically disconnect after playing local music on Intel Garfied Peak2 only.
BT-315828,"[Lenovo_IdeaPad][LCFC][ARL-HX][AX211][Hermes-IAX]BLE Headset auto disconnect after paired or play music use media player, 3/3Units,  1/10cycles.",FW- Transport,44,"[COMPONENT=FW- Transport] [Lenovo_IdeaPad][LCFC][ARL-HX][AX211][Hermes-IAX]BLE Headset auto disconnect after paired or play music use media player, 3/3Units,  1/10cycles."
BT-316470,"[Acer][Saxophone_ARU/Cello_ARU] Connect BT mouse+KB+Headset then restart, BT will lost.",FW- Transport,44,"[COMPONENT=FW- Transport] [Acer][Saxophone_ARU/Cello_ARU] Connect BT mouse+KB+Headset then restart, BT will lost."
BT-334108,"[AiStone][ARL H 45] BE200: BT device lost in ""Warm Boot"" cycling test",FW- Transport,44,"[COMPONENT=FW- Transport] [AiStone][ARL H 45] BE200: BT device lost in ""Warm Boot"" cycling test"
BT-349973,[Honor][DarwinB][ARL][AX211][24h2][5%]BT driver lost,FW- Transport,44,[COMPONENT=FW- Transport] [Honor][DarwinB][ARL][AX211][24h2][5%]BT driver lost
BT-353796,[Samsung][Venus4-14 MTL][GfP2] 0x9F BSoD related to ibtusb occured,FW- Transport,44,[COMPONENT=FW- Transport] [Samsung][Venus4-14 MTL][GfP2] 0x9F BSoD related to ibtusb occured
BT-356174,[Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][24H2][FVT][BE201]BT show YB after update BT driver follow WW24 BKC. FR: 100/100,FW- Transport,44,[COMPONENT=FW- Transport] [Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][24H2][FVT][BE201]BT show YB after update BT driver follow WW24 BKC. FR: 100/100
BT-35783,Device not started (BTHUSB) error occurs in device manager events,FW- Transport,44,[COMPONENT=FW- Transport] Device not started (BTHUSB) error occurs in device manager events
BT-358365,"[acer/COMPAL][Macaron16_MTH] During the S4/CB cycles, an ""BT yellow bang""",FW- Transport,44,"[COMPONENT=FW- Transport] [acer/COMPAL][Macaron16_MTH] During the S4/CB cycles, an ""BT yellow bang"""
BT-39554,[TyP2] Windows Update cancelled because of PnP error rate,FW- Transport,44,[COMPONENT=FW- Transport] [TyP2] Windows Update cancelled because of PnP error rate
BT-418278,[Lenovo][Kailash][PTL/BE211@1216/320Mhz][25H2]Bthmini showed error code 17 when doing S4 stress test,FW- Transport,44,[COMPONENT=FW- Transport] [Lenovo][Kailash][PTL/BE211@1216/320Mhz][25H2]Bthmini showed error code 17 when doing S4 stress test
BT-42259,"[LENOVO][Bitland][Flex 3-11 IGL 05][Intel 9560 2x2ac][GLK-R][Win11][30%] In the BT function test, it is found that the Intel BT device is missing, and the device manager checks that the driver is still there but the yellow feeling has appeared.",FW- Transport,44,"[COMPONENT=FW- Transport] [LENOVO][Bitland][Flex 3-11 IGL 05][Intel 9560 2x2ac][GLK-R][Win11][30%] In the BT function test, it is found that the Intel BT device is missing, and the device manager checks that the driver is still there but the yellow feeling has appeared."
BT-45235,[Lenovo-IdeaPad][LCFC][S170IJL][SOVP][Win11]Intel 9560 Wireless Bluetooth will show Yellow Bang during stress test(S3/S4/WB/CB),FW- Transport,44,[COMPONENT=FW- Transport] [Lenovo-IdeaPad][LCFC][S170IJL][SOVP][Win11]Intel 9560 Wireless Bluetooth will show Yellow Bang during stress test(S3/S4/WB/CB)
BT-45295,[HP/Anthem/W11/JSL/JfP] SIO2027272 - Anthem/M-WHQL/21H2/MV/01.06.02/BT showed YB in System - Sleep with IO Before and After (Reliability SysFund),FW- Transport,44,[COMPONENT=FW- Transport] [HP/Anthem/W11/JSL/JfP] SIO2027272 - Anthem/M-WHQL/21H2/MV/01.06.02/BT showed YB in System - Sleep with IO Before and After (Reliability SysFund)
BT-47041,[HP] - SIO2034675 [Dashiell][ADL][GFP4-AX411][Win11 22000.258]BT driver show YB in DM and BT button lost in PC setting after removing BT devices on stand mode.(Intel AX411),FW- Transport,44,[COMPONENT=FW- Transport] [HP] - SIO2034675 [Dashiell][ADL][GFP4-AX411][Win11 22000.258]BT driver show YB in DM and BT button lost in PC setting after removing BT devices on stand mode.(Intel AX411)
BT-48937,[SamSung][GfP2][Mar 2 13 ADL] YB( Yellow Bang) Bluetooth issue PV1 stage,FW- Transport,44,[COMPONENT=FW- Transport] [SamSung][GfP2][Mar 2 13 ADL] YB( Yellow Bang) Bluetooth issue PV1 stage
BT-49205,[HUAWEI][HUAQIN][EmmyF][3850C][ADL-P][AX201][WIN10][BT] Bluetooth device will show YB and YB code is 10 when running BT device disable and enable test.,FW- Transport,44,[COMPONENT=FW- Transport] [HUAWEI][HUAQIN][EmmyF][3850C][ADL-P][AX201][WIN10][BT] Bluetooth device will show YB and YB code is 10 when running BT device disable and enable test.
BT-51583,[ASUS-Gaming][ADL-P][NR2201Z][AX211 1216] BT yellow bang during BT on/off aging test,FW- Transport,44,[COMPONENT=FW- Transport] [ASUS-Gaming][ADL-P][NR2201Z][AX211 1216] BT yellow bang during BT on/off aging test
BT-79545,[Win11][CCP UART] LE mouse could not re-connected if leaving it alone 30+ minutes,FW- Transport,44,[COMPONENT=FW- Transport] [Win11][CCP UART] LE mouse could not re-connected if leaving it alone 30+ minutes
BT-209225,[HP][Regis][LNL-MX][Win11][INT]USB2 P6 can not work after CNVI enable,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Regis][LNL-MX][Win11][INT]USB2 P6 can not work after CNVI enable
BT-226405,"[HP][Quanta]-[Regis][LNL-MX][Win11 23H2] Wi-Fi shows ""No Wi-Fi networks found"" after resume from S4 or S5 then turn on WiFi.(Intel FmP2)",Host Windows- Driver->PCIe,43,"[COMPONENT=Host Windows- Driver->PCIe] [HP][Quanta]-[Regis][LNL-MX][Win11 23H2] Wi-Fi shows ""No Wi-Fi networks found"" after resume from S4 or S5 then turn on WiFi.(Intel FmP2)"
BT-231482,[HP][Quanta]-[Regis][LNL-MX][Win11 24H2] Local video will very lag and audio doesnt play(error 0x8889000F) after reconnect BT LE audio headsets(Intel FmP2),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Quanta]-[Regis][LNL-MX][Win11 24H2] Local video will very lag and audio doesnt play(error 0x8889000F) after reconnect BT LE audio headsets(Intel FmP2)
BT-242267,BSOD 0xC4 on ibtpci.sys encountered after S0i3/S4/R Longrun test,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] BSOD 0xC4 on ibtpci.sys encountered after S0i3/S4/R Longrun test
BT-248081,BT device lost on LNL QS FIP (B0 Stepping) with Eng driver (SBHBTW_EV_DEV42781_23.65.24230.42781G ),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] BT device lost on LNL QS FIP (B0 Stepping) with Eng driver (SBHBTW_EV_DEV42781_23.65.24230.42781G )
BT-248403,[CSLP][LNL-MX][DELL-TRIBUTO]rQS_BE201_EVQS_CPU S4/MS/WB cycles BT lost,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [CSLP][LNL-MX][DELL-TRIBUTO]rQS_BE201_EVQS_CPU S4/MS/WB cycles BT lost
BT-249593,BSOD 0xC1 (ibtpci.sys) with BT 23.60.5.6 and EVQS CPU during S4 (48th cycle),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] BSOD 0xC1 (ibtpci.sys) with BT 23.60.5.6 and EVQS CPU during S4 (48th cycle)
BT-253020,[HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] BT and driver lost after run S4(DC mode) overnight.(Intel FmP2),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] BT and driver lost after run S4(DC mode) overnight.(Intel FmP2)
BT-254621,[HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] There is no sound at the beginning of the audio file recorded using Samsung Galaxy Buds2 Pro BT LE audio headsets.(Intel FmP2),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] There is no sound at the beginning of the audio file recorded using Samsung Galaxy Buds2 Pro BT LE audio headsets.(Intel FmP2)
BT-254623,[HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] BT will lost once after pair BT LE headset successfully.(Intel FmP2),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] BT will lost once after pair BT LE headset successfully.(Intel FmP2)
BT-256995,[HP][IEC] - [Masada][LNL][FMP-BE201]BSOD 0xA0 after reboot,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][IEC] - [Masada][LNL][FMP-BE201]BSOD 0xA0 after reboot
BT-258275,BSOD 0xBFF encountered during S4 on Thames-2 EESIT QS and BT v23.60.5.10,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] BSOD 0xBFF encountered during S4 on Thames-2 EESIT QS and BT v23.60.5.10
BT-266164,[Dell][Taroko_LNL]Modern standby SW drips blocked by BTPC on Win10 OS,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [Dell][Taroko_LNL]Modern standby SW drips blocked by BTPC on Win10 OS
BT-272556,[HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] BT lost and Intel Bluetooth PCI Enumerator show YB after resume unit from MS with BT mouse connected.(Intel FmP2),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Quanta]-[Regis][LNL-MX][QS][Win11 24H2] BT lost and Intel Bluetooth PCI Enumerator show YB after resume unit from MS with BT mouse connected.(Intel FmP2)
