jira_id,ips_title,jira_component,human_category,label_source,pseudo_confidence,sample_weight,feature_text
WIFI-293301,[Dell][Compal][Tributo RPL]Intel Wlan AX211 v22.170.2.1 upgrade to v22.200.0.6 showed YB,FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Infra] [Dell][Compal][Tributo RPL]Intel Wlan AX211 v22.170.2.1 upgrade to v22.200.0.6 showed YB
WIFI-424127,[Dell/Compal][TributoLNL_DVT2] WIFI BT YB on factory BFT test,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [Dell/Compal][TributoLNL_DVT2] WIFI BT YB on factory BFT test
WIFI-115880,[Quick Share P210406-03267] pc-> phone P2P connection failure,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Quick Share P210406-03267] pc-> phone P2P connection failure
BT-185348,[Huangxianwei][BT][Huawei][VangogH][MTL][FOT]IOCTL_IBT_START_ADVERTISER command to return 31,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [Huangxianwei][BT][Huawei][VangogH][MTL][FOT]IOCTL_IBT_START_ADVERTISER command to return 31
WIFI-139865,[HP/SIO2009316/Win11/ADL-P/GfP2/Starfox] BSOD 0x1E occurs during upgrade BIOS to 00.27.00 via FUR,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [HP/SIO2009316/Win11/ADL-P/GfP2/Starfox] BSOD 0x1E occurs during upgrade BIOS to 00.27.00 via FUR
WIFI-521645,[Dell/Compal][BolanLNL] BE201 WLANBT YB during CB stress,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [Dell/Compal][BolanLNL] BE201 WLANBT YB during CB stress
WIFI-413941,(Copy Of 00882624) [Dell][Compal][OasisMTL][BE200]Bluetooth Device lost when run S4 on 24H2,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] (Copy Of 00882624) [Dell][Compal][OasisMTL][BE200]Bluetooth Device lost when run S4 on 24H2
WIFI-300764,[HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]Suddenly disconnect wifi automatically while playing the game.There is 5002 error in event log.,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]Suddenly disconnect wifi automatically while playing the game.There is 5002 error in event log.
WIFI-477491,"[Samsung][LKF][AX210][P240829-06714] System didnt send ACK after GO Nego confirm,",WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->WiFi Extensions] [Samsung][LKF][AX210][P240829-06714] System didnt send ACK after GO Nego confirm,"
BT-83842,[HONOR][HUAQIN][HiggsF][Intel ADL][Intel AX 211][BT][Win11] No prompt is displayed on the peer machine to share files through the PC Manager.,FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] [HONOR][HUAQIN][HiggsF][Intel ADL][Intel AX 211][BT][Win11] No prompt is displayed on the peer machine to share files through the PC Manager.
WIFI-860234,[Lenovo][Thinkpad-JP][LNL/ARL][BE201/BE200][T14GEN6]The WiFi signal may suddenly become weaker for about 5s When sharing hotspots.(only share5G)),WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Lenovo][Thinkpad-JP][LNL/ARL][BE201/BE200][T14GEN6]The WiFi signal may suddenly become weaker for about 5s When sharing hotspots.(only share5G))
WIFI-152716,"[Lenovo ThinkPad China and JP][LCFC][AX200,AX201,AX210]]when connect AP with 5G Channel(165 and 44),It could not share internet by Mobile hotspot with the Network band select 5G ,",WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->WiFi Extensions] [Lenovo ThinkPad China and JP][LCFC][AX200,AX201,AX210]]when connect AP with 5G Channel(165 and 44),It could not share internet by Mobile hotspot with the Network band select 5G ,"
WIFI-165589,[Lenovo-DT][ADL-B660][IC G5][Win11] WiFi can't connect to AP (Hide SSID) in 6GHz band,3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party->AP] [Lenovo-DT][ADL-B660][IC G5][Win11] WiFi can't connect to AP (Hide SSID) in 6GHz band
BT-284342,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][FVT][24H2][BE201]BT disappears and then reappears but cannot change to default setting when turn off  the airplane mode.(F/R:4/4units,4/40cycles)",Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=Host Windows- Driver->PCIe] [Lenovo_IdeaPad][Wenchang][LCFC][LNL][FVT][24H2][BE201]BT disappears and then reappears but cannot change to default setting when turn off  the airplane mode.(F/R:4/4units,4/40cycles)"
BT-264795,[HP][Wistron][25C1_Cadet_LNL-MX][GfP2][Win11 24H2 Build 26100.1150]  BT device will lost after system reboot. (BT host interface: USB) (FR: 1/10),Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [HP][Wistron][25C1_Cadet_LNL-MX][GfP2][Win11 24H2 Build 26100.1150]  BT device will lost after system reboot. (BT host interface: USB) (FR: 1/10)
BT-272586,"[HP][IEC]-SIO2294922[Masada][LNL][Fmp2-BE201][Win11 24H2] System pops up DMA Protection PPI ""A Device attempted to access memory that it was not allowed to access"" during running the WinPVT Hibernation Functional Test.",Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=Host Windows- Driver->PCIe] [HP][IEC]-SIO2294922[Masada][LNL][Fmp2-BE201][Win11 24H2] System pops up DMA Protection PPI ""A Device attempted to access memory that it was not allowed to access"" during running the WinPVT Hibernation Functional Test."
WIFI-513081,"[HONOR][GodelG][RPL][WIFI] [AC 9560 160MHz]Simulating the Indian environment, softap is not available",WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->WiFi Extensions] [HONOR][GodelG][RPL][WIFI] [AC 9560 160MHz]Simulating the Indian environment, softap is not available"
WIFI-397296,[Dell][Wistron] Latitude 3400 - Unable to connect to network WPA3 security,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Dell][Wistron] Latitude 3400 - Unable to connect to network WPA3 security
WIFI-431316,[Dell/Compal] WHLK - Wlan Test - Connect to a network using MLO Fail,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Dell/Compal] WHLK - Wlan Test - Connect to a network using MLO Fail
WIFI-787305,[Samsung][PTL][BE211][Venus6-16]AP scan issue  Specific APs missing from scan list for long time(3~15min),WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Samsung][PTL][BE211][Venus6-16]AP scan issue  Specific APs missing from scan list for long time(3~15min)
BT-40022,[HP] - SIO1989712 [Solitaire][ADL-S][GFP2-AX211][20H2] ? System hang up and occur CATERR when sending large size file via AX211 BT with C state enabled.,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [HP] - SIO1989712 [Solitaire][ADL-S][GFP2-AX211][20H2] ? System hang up and occur CATERR when sending large size file via AX211 BT with C state enabled.
WIFI-331814,[HP/Win11/MTL/GfP2][Inventec][Baymax] WLAN device show YB after restart,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [HP/Win11/MTL/GfP2][Inventec][Baymax] WLAN device show YB after restart
BT-108066,[Honor][Huaqin][HiggsE][TGL][AX201[20H1]Ax201 does not send out ble extend adv after PC manager enable ble multi adv,FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] [Honor][Huaqin][HiggsE][TGL][AX201[20H1]Ax201 does not send out ble extend adv after PC manager enable ble multi adv
WIFI-340577,[Dell][Compal][Tributo MTL][BE200 ES2] Wlan driver showed YB (error code: 10) and BT device lost or driver YB when ran MS stress.,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Dell][Compal][Tributo MTL][BE200 ES2] Wlan driver showed YB (error code: 10) and BT device lost or driver YB when ran MS stress.
WIFI-351259,[Dell/Compal][Tributo MTL][BE200]Stress Prime 95 BSOD point to WLAN,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Dell/Compal][Tributo MTL][BE200]Stress Prime 95 BSOD point to WLAN
WIFI-376025,[ASUS/Consumer][AX211] Cant access ASUS RT-BE96U at 6GHz band,3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party->AP] [ASUS/Consumer][AX211] Cant access ASUS RT-BE96U at 6GHz band
WIFI-418799,[Samsung][LNL][BE201] System can not find the mobile hotspot on 6Ghz.,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Samsung][LNL][BE201] System can not find the mobile hotspot on 6Ghz.
WIFI-453973,[Samsung][ARL][Venus5-16] WLAN device YB in device manager,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [Samsung][ARL][Venus5-16] WLAN device YB in device manager
BT-46081,[JfP][HrP][TyP] BT mouse/keyboard does not work if trying to use it after leaving it about 10+ minutes or turn it off and on,FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [JfP][HrP][TyP] BT mouse/keyboard does not work if trying to use it after leaving it about 10+ minutes or turn it off and on
WIFI-325395,[MSFT][Malwa/Azalia] TX_MIMO_160MHz_CH175 MCS0 & MCS6 Spectral Flatness Fail,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] [MSFT][Malwa/Azalia] TX_MIMO_160MHz_CH175 MCS0 & MCS6 Spectral Flatness Fail
BT-203619,[HP][IEC] - SIO2239966[Baymax][MTL][GAP-BE200][Win11 22631.2428]Unit occurred 0x9f after resume from S4 warm dock,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [HP][IEC] - SIO2239966[Baymax][MTL][GAP-BE200][Win11 22631.2428]Unit occurred 0x9f after resume from S4 warm dock
WIFI-372768,[Dell][Compal]Oasis MTL_Modern standby_BSOD_0x9F,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Dell][Compal]Oasis MTL_Modern standby_BSOD_0x9F
WIFI-423067,[DELL/Compal][LNL][Tributo LNL]TAS function no trigger issue,3rd Party-BIOS,BIOS,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party-BIOS] [DELL/Compal][LNL][Tributo LNL]TAS function no trigger issue
WIFI-738426,"[Lenovo][Thinkpad-JP][Field_issue][RPL][AX211][T14 G4]  Aruba AP325, 535 are not compatible with Thinkpad T14 Gen 4 WIFI",WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->Performance] [Lenovo][Thinkpad-JP][Field_issue][RPL][AX211][T14 G4]  Aruba AP325, 535 are not compatible with Thinkpad T14 Gen 4 WIFI"
WIFI-214885,"[HQ][ASUS][Win11R][TGL][AX201][UX325EA/UX425EA] WLAN Driver YB(error code 10/43) when running S4 in Win11R OS, customer request and confirm if can rollback previous version and only add Win11 WHQL base 22.50.0.7.",FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW->Infra] [HQ][ASUS][Win11R][TGL][AX201][UX325EA/UX425EA] WLAN Driver YB(error code 10/43) when running S4 in Win11R OS, customer request and confirm if can rollback previous version and only add Win11 WHQL base 22.50.0.7."
WIFI-624486,[Samsung][LkF][AX200][P241218-02302] P2P disconnect,FW->MVM,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->MVM] [Samsung][LkF][AX200][P241218-02302] P2P disconnect
WIFI-795954,[Lenovo-Ideapad][YOGA9P 16][PTL/BE211@1216/320Mhz][25H2] WIFI 5002 with stress MS test,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] [Lenovo-Ideapad][YOGA9P 16][PTL/BE211@1216/320Mhz][25H2] WIFI 5002 with stress MS test
WIFI-828629,[VAIO][PTL][BE211][TPT][sensing enable][low reproduce rate] WiFi throughput is slow when runnning on battery power with WiFi Sensing Enabled,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [VAIO][PTL][BE211][TPT][sensing enable][low reproduce rate] WiFi throughput is slow when runnning on battery power with WiFi Sensing Enabled
WIFI-409998,[Lenovo-IdeaPad][LNL][QIXIA][win11][FVT][FmP]BSOD with 0x139 when doing S4,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Lenovo-IdeaPad][LNL][QIXIA][win11][FVT][FmP]BSOD with 0x139 when doing S4
WIFI-885455,[lenovo_ptl_paris] BSOD 9F (Netwaw18_IMAGE_pci.sys) occurred in MFG,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [lenovo_ptl_paris] BSOD 9F (Netwaw18_IMAGE_pci.sys) occurred in MFG
WIFI-616387,[Samsung][LNL][[BE201][Venus5-16] WLAN device shows YB after resuming from S4/MS - FW assert 0x13ce,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] [Samsung][LNL][[BE201][Venus5-16] WLAN device shows YB after resuming from S4/MS - FW assert 0x13ce
WIFI-697222,[HP][Quanta]-[Hanna][RPL-HX][GaP2 2230] Wi-Fi 2.4G/5G/6G TX T-put fail with DMA remapping enabled,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [HP][Quanta]-[Hanna][RPL-HX][GaP2 2230] Wi-Fi 2.4G/5G/6G TX T-put fail with DMA remapping enabled
BT-344362,"[WIKO][LC][MarseilleI][ARL-AX201][DVT1][24H2]After turning the Bluetooth off and on, the Bluetooth headset fails to reconnect.",FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Protocol -> ACL_BR_EDR] [WIKO][LC][MarseilleI][ARL-AX201][DVT1][24H2]After turning the Bluetooth off and on, the Bluetooth headset fails to reconnect."
WIFI-520916,[lenovo/DT BU][In-house][ARL-S][BE200][ThinkCentreM90qGen6]HLK:System - PNP (disable and enable) with IO Before and After (Reliability) test fail,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [lenovo/DT BU][In-house][ARL-S][BE200][ThinkCentreM90qGen6]HLK:System - PNP (disable and enable) with IO Before and After (Reliability) test fail
BT-70476,[HUAWEI][HUAQIN][Morgan][Intel TGL][Intel AX 201][BT][Win11]The DUT connect fail with phone during running stress test.,FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [HUAWEI][HUAQIN][Morgan][Intel TGL][Intel AX 201][BT][Win11]The DUT connect fail with phone during running stress test.
WIFI-366240,[HP][Quanta]-[Herbie][MTL][Win11 22H2][MV build] BSOD 0x139 during dash image process (AX211),WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [HP][Quanta]-[Herbie][MTL][Win11 22H2][MV build] BSOD 0x139 during dash image process (AX211)
WIFI-348107,"[HP][MTL-U][Thompson][GaP2][SIO2211035] BSOD (0X9F,point at: pci.sys) occurred as running Hibernation Stress test",WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->System flows] [HP][MTL-U][Thompson][GaP2][SIO2211035] BSOD (0X9F,point at: pci.sys) occurred as running Hibernation Stress test"
WIFI-860882,(Copy Of 01005571) [Dell_Compal][SLT14][PTL][WHP2]Test Miracast connection failure and found BT lost.,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] (Copy Of 01005571) [Dell_Compal][SLT14][PTL][WHP2]Test Miracast connection failure and found BT lost.
WIFI-772672,[LG][16Z90U][PTL/BE211/Win11 24H2] Event ID 5002 occurs during reboot cycles,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [LG][16Z90U][PTL/BE211/Win11 24H2] Event ID 5002 occurs during reboot cycles
WIFI-882678,3LS - SIP129540 - EB 640 G11(Rex 14) & 630G11/ W11 22H2 / GC / SF / Intel wireless AX211 suffering from heavy packet loss intermittently/PC APJ/,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] 3LS - SIP129540 - EB 640 G11(Rex 14) & 630G11/ W11 22H2 / GC / SF / Intel wireless AX211 suffering from heavy packet loss intermittently/PC APJ/
BT-466439,"[Lenovo ldeaPad][LCFC][ARL-HX-Refresh[Hermes2.0][25H2][SIT][BE200]BT Lost during WB stress test, (FR: 1/40Units)",Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=Host Windows- Driver->ibtusb] [Lenovo ldeaPad][LCFC][ARL-HX-Refresh[Hermes2.0][25H2][SIT][BE200]BT Lost during WB stress test, (FR: 1/40Units)"
WIFI-104646,[Lenovo-ideaPad][LCFC][Y550][intel CML-H][Intel ax201][20H1] 11N 20MHz conductive throughput 95db attenuation fail,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Lenovo-ideaPad][LCFC][Y550][intel CML-H][Intel ax201][20H1] 11N 20MHz conductive throughput 95db attenuation fail
WIFI-177227,[Lenovo ThinkPad JP][LCFC][P15 P17][AX210]] AX210 WLAN show Yellow band in device manager when connect Enterprise-class router AX,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [Lenovo ThinkPad JP][LCFC][P15 P17][AX210]] AX210 WLAN show Yellow band in device manager when connect Enterprise-class router AX
BT-244631,[HP] Instadock [Baymax][MTL][GFP2-AX211][Win11 24H2] The system got BSOD 50 after plugging the dock connecter to register.,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [HP] Instadock [Baymax][MTL][GFP2-AX211][Win11 24H2] The system got BSOD 50 after plugging the dock connecter to register.
WIFI-359228,[HP][MTL][GaP2] WiFi device show yellow bang (code 28) during running Winpvt- Hibernation Focus + AC/DC Cycling,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [HP][MTL][GaP2] WiFi device show yellow bang (code 28) during running Winpvt- Hibernation Focus + AC/DC Cycling
WIFI-401038,[Honor][huaqin][DarwinA][WIFI][MTL][AX201][High probability]wifi YB happening,FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Infra] [Honor][huaqin][DarwinA][WIFI][MTL][AX201][High probability]wifi YB happening
BT-274326,[HP][Masada][LNL][FmP2-BE201][Win11 24H2] The system got a BSOD 7E - ibtpci.sys after resuming from MSC mode.,Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] [HP][Masada][LNL][FmP2-BE201][Win11 24H2] The system got a BSOD 7E - ibtpci.sys after resuming from MSC mode.
BT-275111,[HP][Masada][LNL][FmP2-BE201][Win11 24H2] The system cant be woken from the S4 state.,FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] [HP][Masada][LNL][FmP2-BE201][Win11 24H2] The system cant be woken from the S4 state.
WIFI-252051,[Dell/Compal][Quake series] TAS enable some question,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Dell/Compal][Quake series] TAS enable some question
WIFI-331588,[DELL/Compal][MTL][PistaMTL] AX211QS Wi-Fi(chain A) power not measurable,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [DELL/Compal][MTL][PistaMTL] AX211QS Wi-Fi(chain A) power not measurable
WIFI-768995,[Samsung][LNL][BE201][P250905-06167] Connected Channel Issue with MLO Router,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Samsung][LNL][BE201][P250905-06167] Connected Channel Issue with MLO Router
WIFI-310640,[Weibu][JSL][3165] AP cant be detect and MAC address become 00.00.00.00.00.00 after boot to windows,3rd Party-BIOS,BIOS,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party-BIOS] [Weibu][JSL][3165] AP cant be detect and MAC address become 00.00.00.00.00.00 after boot to windows
WIFI-196810,[lenovo_griffin] L860R+ mobile hot-spot clients disconnect after playing video for 1-2 minutes,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [lenovo_griffin] L860R+ mobile hot-spot clients disconnect after playing video for 1-2 minutes
WIFI-131687,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]WLAN is not available,FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Infra] [Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]WLAN is not available
WIFI-885952,[Dell][Wistron][GhostRider]Fail to connect with wifi during BIOS post.,TOP->FSEQ,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FSEQ] [Dell][Wistron][GhostRider]Fail to connect with wifi during BIOS post.
WIFI-142814,[Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]The 0-40? temperature tracking run test.the driver appears as a NIC error,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Huawei][Wingtech][Dirac][Intel Tiger Lake UP4][AX201][20H1] [WIFI]The 0-40? temperature tracking run test.the driver appears as a NIC error
WIFI-407157,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The WiFi YB after BSOD,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The WiFi YB after BSOD
WIFI-407510,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The wifi device YB when run MS stress,FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Infra] [Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The wifi device YB when run MS stress
WIFI-508315,[Dell/Compal][BolanLNL] WLAN YB on factory RUNIN station,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [Dell/Compal][BolanLNL] WLAN YB on factory RUNIN station
WIFI-418823,[Icefish_LNV][Acer/Compal] Wlan device yb/ lost during Sx/ warm boot cycles,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [Icefish_LNV][Acer/Compal] Wlan device yb/ lost during Sx/ warm boot cycles
WIFI-518554,[Lenovo][ThinkPad L13 G3][ADL][AX201][Win10]Wi-Fi connection occasionally drops during normal use,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Lenovo][ThinkPad L13 G3][ADL][AX201][Win10]Wi-Fi connection occasionally drops during normal use
WIFI-347540,[HP][MTL-U][Goldy][GaP2][SIO2210851] BSOD 0x9f (Point at: ntkrnlmp.exe) occurred as running Hibernation or Restart stress test.,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [HP][MTL-U][Goldy][GaP2][SIO2210851] BSOD 0x9f (Point at: ntkrnlmp.exe) occurred as running Hibernation or Restart stress test.
WIFI-96495,[HP/SIO1953684/Win10/Lucienne/CcP2/Anders] BSOD 0x7E occurred when play online video,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [HP/SIO1953684/Win10/Lucienne/CcP2/Anders] BSOD 0x7E occurred when play online video
BT-138107,[Dell Bluetooth] Verify the Scan functionality when multiple devices are nearby,Host UEFI - BIOS,BIOS,component_to_category_100pct,1.00,0.90,[COMPONENT=Host UEFI - BIOS] [Dell Bluetooth] Verify the Scan functionality when multiple devices are nearby
WIFI-341633,[MTL-H][MS-15A1]BSOD_0x9F when do s4 cycle.,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [MTL-H][MS-15A1]BSOD_0x9F when do s4 cycle.
WIFI-881883,[ASUS VZEDC]NVL-S Wi-Fi/BT Exclamation Mark,TOP->FSEQ,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FSEQ] [ASUS VZEDC]NVL-S Wi-Fi/BT Exclamation Mark
WIFI-801789,[AVC][Lenovo][Yogamini][PTL][BE211@2230/320Mhz] ESD Fail when connect wifi adapter.,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [AVC][Lenovo][Yogamini][PTL][BE211@2230/320Mhz] ESD Fail when connect wifi adapter.
BT-327270,"[Lenovo_IdeaPad][LCFC][LNL][Sunrise][24H2][SIT][BE201_USB]The Unit shows Item Not Found"" when copy file from the shared folder via access BT IP address.(F/R: 2/2units, 8/10cycles)",FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Lenovo_IdeaPad][LCFC][LNL][Sunrise][24H2][SIT][BE201_USB]The Unit shows Item Not Found"" when copy file from the shared folder via access BT IP address.(F/R: 2/2units, 8/10cycles)"
WIFI-618462,"[Samsung][LNL][BE201][Venus5-14] WLAN device disappeared with FW assert 0x20100505, 0x4009 after resuming from MS in low temp",TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=TOP->STEP] [Samsung][LNL][BE201][Venus5-14] WLAN device disappeared with FW assert 0x20100505, 0x4009 after resuming from MS in low temp"
WIFI-534850,[Lenovo][Aladdin][LNL SIT][BE201][Win11] WiFi icon flash more than 30s when connect enterprise network,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Lenovo][Aladdin][LNL SIT][BE201][Win11] WiFi icon flash more than 30s when connect enterprise network
BT-272577,[HP][Quanta]-[SnowWhite][LNL-MX][QS][Win11 24H2] BT device YB during local video playing with DC mode.(Intel FmP2),Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] [HP][Quanta]-[SnowWhite][LNL-MX][QS][Win11 24H2] BT device YB during local video playing with DC mode.(Intel FmP2)
BT-239480,[Honor][Huaqin][DarwinA][MTL][AX201][22H1]HCI cmd timeout,FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] [Honor][Huaqin][DarwinA][MTL][AX201][22H1]HCI cmd timeout
