ips_case_number,customer,ips_customer_name,ips_oem,ips_owner_name,ips_title,ips_created_date,jira_id
909812,CLEVO,CLEVO CO.,Other - OEM,Bing Huan Chang,L240LU_AX211_HEADSET_VOLUMN_DISPLAY_ABNORMAL_DURING_SWITCHING_ABNORMAL,2024-09-16 08:52:14,NA
909783,VAIO,VAIO Corporation,VAIO,WCS - Unassigned,The Netwtw14.sys driver cause BSOD(9f) during Mods in specific environment.,2024-09-16 05:55:11,NA
909625,NEC,"NEC PERSONAL COMPUTERS,LTD.",Other - OEM,WCS - Unassigned,Question about Device-S4 spec.,2024-09-13 13:49:12,NA
909299,CLEVO,CLEVO CO.,Other - OEM,Timdaway Lai,X580WNC_AX211_DEVICE_ERROR,2024-09-12 08:43:23,NA
908960,CLEVO,CLEVO CO.,Other - OEM,Bing Huan Chang,L240LU_AX211_AUDIO_OFFLOAD_DISABLE_CAN_RECORD,2024-09-11 06:47:29,NA
908313,WIKO,"Huaqin Technology Co., Ltd",Other - OEM,Zhiwei He,[WIKO][Huaqin][NiceG][Intel RPL][PVT][Intel AX201][WiFi][24H2]Cannot setting country code via Intel ant tool with 23.70 driver.,2024-09-09 12:20:02,NA
908310,WIKO,"Huaqin Technology Co., Ltd",Other - OEM,Zhiwei He,[WIKO][Huaqin][NiceG][Intel RPL][PVT][Intel AX201][WiFi][24H2]System will disconnect when system occur 4003 error.,2024-09-09 12:08:35,NA
908307,WIKO,"Huaqin Technology Co., Ltd",Other - OEM,Zhiwei He,[WIKO][Huaqin][NiceG][Intel RPL][PVT][Intel AX201][WiFi][24H2] Play video very lag via Miracast to XiaomiTV.,2024-09-09 11:58:10,NA
908303,WIKO,"Huaqin Technology Co., Ltd",Other - OEM,Zhiwei He,[WIKO][Huaqin][NiceG][Intel RPL][PVT][Intel AX201][WiFi][DRTU][24H2]5G hotspots cannot be shared.,2024-09-09 11:50:05,NA
908203,OPPO,NA,Oppo,Yuval Zaltz,test to delete - v2,2024-09-09 07:12:26,NA
906690,VAIO,VAIO Corporation,VAIO,Timdaway Lai,ICPS application error are occurred after every boot the system,2024-09-03 04:24:08,NA
906548,CLEVO,CLEVO CO.,Clevo,Bing Huan Chang,L240LU_AX211_PAIRING_OUTPUT_20S,2024-09-02 09:44:30,NA
906447,WIKO,"Huaqin Technology Co., Ltd",Other - OEM,Zhiwei He,[WIKO][Huaqin][NiceG][Intel RPL][PVT][Intel AX201][WiFi][DRTU][24H2]The DRTU cant run using 23.70.0.6 version.,2024-09-02 06:09:07,NA
904809,CLEVO,CLEVO CO.,Clevo,Bing Huan Chang,L240LU_BE201_23.70.3.1_INTERNET_OVERNIGHT_BT_YB,2024-08-23 09:59:12,NA
903676,GETAC,GETAC TECHNOLOGY CORPORATION,Getac,WCS - Unassigned,Bluetooth LE Audio Offload function cannot remain functional after re-connected,2024-08-20 04:18:02,NA
900176,CLEVO,CLEVO CO.,Clevo,Bing Huan Chang,L240TU_AX211_HEADSET_NOT_RECORD,2024-08-02 10:12:08,NA
900172,CLEVO,CLEVO CO.,Clevo,WCS - Unassigned,V640AU_AX211_ANT-TOOL_ONE_PORT_FAIL,2024-08-02 10:01:35,NA
900133,GETAC,GETAC TECHNOLOGY CORPORATION,Other - OEM,Richard Lin,BE200 band issue in China,2024-08-02 08:14:30,NA
897118,CLEVO,CLEVO CO.,Other - OEM,Bing Huan Chang,R100AU_AX210_DISCON_W820NB_23.50.0.2,2024-07-18 04:12:01,NA
896044,CLEVO,CLEVO CO.,Clevo,WCS - Unassigned,[Arrow Lake Hx][2.5G LAN][Killer E3100X] Check 2.5G LAN(E3100X) *2PCS circuit Review,2024-07-15 04:10:54,NA
896021,CLEVO,CLEVO CO.,Other - OEM,Richard Yang,Need the component:& extension driver for Wu,2024-07-15 03:10:25,NA
895753,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Frank Lee,"[MSI][Killer Wi-Fi BE1750]After install WLAN driver, the WLAN device show YB",2024-07-12 02:31:25,NA
894485,CLEVO,CLEVO CO.,Other - OEM,Richard Yang,Need  the component:& extension driver for Wu,2024-07-09 08:44:23,NA
892132,GIGABYTE,"COMPAL ELECTRONICS, INC.",Gigabyte,Bing Huan Chang,[GBT] [RPL][AX211] Connect a bluetooth headset then found no recording device,2024-06-27 08:09:48,NA
888766,VAIO,VAIO Corporation,VAIO,Timdaway Lai,[WLAN] The machine cant almost enter the C10 status when WirelessLAN is enable.,2024-06-12 05:29:10,NA
888567,MSI,"COMPAL ELECTRONICS, INC.",MSI,Timdaway Lai,"[MSI][Compal][Modern MS-15S1][RPL-U-Refresh][Win11] UUT enter to MS then wait 24h, battery drop over 15% can not meet spec.",2024-06-11 11:34:06,NA
887365,RAZER,BYD COMPANY LIMITED,Other - OEM,Bingyue Sun,[Razer][K10][RPL-HX refresh][BT] The Bluetooth device may be lost after restart,2024-06-05 07:21:05,NA
886567,ECS,ELITEGROUP COMPUTER SYSTEMS CO. LTD,Other - OEM,Timdaway Lai,[WLAN] AX201 Support Function,2024-05-31 08:15:57,NA
880547,CLEVO,CLEVO CO.,Acer,Bing Huan Chang,NL45NU_AX210_23.40.0.2_HEADSET_CANT_PLAY_MUSIC,2024-05-03 08:30:29,NA
879467,CLEVO,CLEVO CO.,Clevo,Timdaway Lai,L260TU_23.40.0.4_ANT-TOOL_CAN-NOT-USE-IN-DC-MODE,2024-04-26 08:56:15,NA
878194,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Richard Yang,[MSI] [RPL-HX] [17S1] [WLAN] The User Profile Service service failed the sign-i,2024-04-22 03:19:53,NA
876152,MSI,"COMPAL ELECTRONICS, INC.",MSI,Wesley Kuo,[MSI][Compal][Modern MS-13S1/MS-14S1/MS-15S1][RPL-U-Refresh][Win11]23H2 HLK - Bluetooth - Audio-Source radio disabled and re-enabled while playing music tone with A2DP offload test failed,2024-04-12 08:59:15,NA
876150,MSI,"COMPAL ELECTRONICS, INC.",MSI,Wesley Kuo,[MSI][Compal][Modern MS-13S1/MS-14S1/MS-15S1][RPL-U-Refresh][Win11]23H2 HLK - Bluetooth - Audio-Voice interrupt music with A2DP offload test is failed,2024-04-12 08:53:18,NA
874379,MSI,"COMPAL ELECTRONICS, INC.",MSI,Wesley Kuo,[MSI][Compal][Modern MS-13S1/MS-14S1/MS-15S1][RPL-U-Refresh][Win11]23H2 HLK - Bluetooth - LEExtendedAdvertising (Development and Integration) Fail with AX211,2024-04-08 06:42:04,NA
874057,VAIO,VAIO Corporation,VAIO,Richard Yang,[VAIO][ICPS] WiFi Main antenna sensitivity is not good during using ICPS with DC,2024-04-05 06:28:37,NA
871351,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Frank Lee,[MSI][NB][MS-17Q2][RPL-HX]System happen The User Profile Service service failed,2024-03-25 07:06:04,NA
869742,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Frank Lee,[Intel_MSI_Wifi_BE200/AX210] wifi lost issue after enabling ASPM,2024-03-18 10:13:03,NA
868987,GETAC,GETAC TECHNOLOGY CORPORATION,Getac,WCS - Unassigned,Any more headphones can support BLE?,2024-03-14 03:52:40,NA
867969,NEC,QUANTA COMPUTER INC.,NEC,WCS - Unassigned,"[NEC][Quanta][Win11 24H2][KH8][Network]There is no ""Security type WPA2/WPA3"" info in Mobile hotspot edit UI in the latest 24H2 OS(26058.1000) [FR: 6/6][3/3 Units]",2024-03-11 05:42:28,NA
864734,ECS,ELITEGROUP COMPUTER SYSTEMS CO. LTD,Other - OEM,WCS - Unassigned,WHEA Error occurred when MF50RL was tested with OCCT on the client side.,2024-02-23 05:52:28,NA
864231,CLEVO,CLEVO CO.,Clevo,Timdaway Lai,indonesia Customer use AX201 cant use 5GHz CH-36-CH40,2024-02-21 06:06:41,NA
862349,NEC,"NEC PERSONAL COMPUTERS,LTD.",NEC,WCS - Unassigned,About Wi-Fi WPA3 Enterprise 192bit mode supporting,2024-02-06 11:14:56,NA
856800,CLEVO,CLEVO CO.,Clevo,Timdaway Lai,AX211 will show exclamation mark,2024-01-12 07:16:09,NA
853688,OTHER - OEM,AIstone,Other - OEM,Bingyue Sun,[TONGFANG][Meteor Lake H][GX] Bluetooth disconnected after resume from S4,2023-12-29 09:00:30,NA
853647,OTHER - OEM,"COMPAL ELECTRONICS, INC.",Other - OEM,WCS - Unassigned,BE200 + Meteor Lake T-put issue,2023-12-29 07:01:37,NA
853642,OTHER - OEM,"COMPAL ELECTRONICS, INC.",Other - OEM,WCS - Unassigned,BE200 + Meteor Lake T-put issue,2023-12-29 06:54:50,NA
853638,OTHER - OEM,"COMPAL ELECTRONICS, INC.",Other - OEM,WCS - Unassigned,BE200 + Meteor Lake T-put issue,2023-12-29 06:38:27,NA
853628,NEC,QUANTA COMPUTER INC.,NEC,Bing Huan Chang,[NEC][Quanta][HLK][Geemini-IR][Bluetooth]WHCK System Audio - Lullaby Test fail,2023-12-29 05:40:26,NA
853465,HAIER,QUANTA COMPUTER INC.,Haier,Bing Huan Chang,"[Quanta][Haier][Casper][BE202][NLZG_NLZF_NLY]Intel BE202 when run S4 stress , BT device lost",2023-12-28 06:07:31,NA
853321,NEC,"NEC PERSONAL COMPUTERS,LTD.",NEC,WCS - Unassigned,about USB port when use CNVi3(FmP2),2023-12-27 11:06:08,NA
853154,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Brandon Yang,Graphics Command Center requires that the user enable data collection to use,2023-12-26 16:36:00,NA
853153,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Brandon Yang,"When launching Forza Horizon 5 locally,  show error FH202",2023-12-26 16:31:00,NA
853134,CLEVO,NA,Haier,Yuval Zaltz,test will be closed soon,2023-12-26 12:24:35,NA
852333,CLEVO,CLEVO CO.,Clevo,Bing Huan Chang,"After the Bluetooth headset is paired, it cannot be removed",2023-12-21 07:26:42,NA
851316,OTHER - OEM,IPS Test Account 3,Other - OEM,WCS - Unassigned,Test Purpose Please Ignore 2 - WCS - JIRA BT - Mule 3 to mule 4 upgrade,2023-12-18 08:02:57,NA
851311,HAIER,IPS Test Account 3,Haier,WCS - Unassigned,Test Purpose Please Ignore - WCS - JIRA BT - Mule 3 to mule 4 upgrade,2023-12-18 07:55:01,NA
847200,ECS,ELITEGROUP COMPUTER SYSTEMS CO. LTD,Other - OEM,WCS - Unassigned,Implementing WLAN Dynamic SAR through ACPI control for AX201 and AX211 network cards,2023-11-29 08:58:34,NA
847199,OTHER - OEM,ELITEGROUP COMPUTER SYSTEMS CO. LTD,Other - OEM,WCS - Unassigned,WLAN Dynamic SAR method for AX201 and AX211 network cards with ISH control,2023-11-29 08:54:44,NA
846533,NEC,"NEC PERSONAL COMPUTERS,LTD.",NEC,Bing Huan Chang,[GfP2] HLK- Bluetooth - SimultaneousBrEdrAndLeTraffic test fail.,2023-11-27 06:52:52,NA
846525,NEC,"NEC PERSONAL COMPUTERS,LTD.",NEC,Bing Huan Chang,[GfP2] HLK- Bluetooth - HciExtensionsV2 (Development and Integration) test fail.,2023-11-27 06:47:12,NA
846513,NEC,"NEC PERSONAL COMPUTERS,LTD.",NEC,Bing Huan Chang,[GfP2] HLK- Bluetooth - HciExtensions (Development and Integration) test fail.,2023-11-27 06:28:06,NA
846211,NEC,"NEC PERSONAL COMPUTERS,LTD.",NEC,Bing Huan Chang,[RPL][AX211]BSoD_18B occurs during reboot test on RPL system,2023-11-24 05:41:26,NA
846056,NEC,QUANTA COMPUTER INC.,NEC,Bing Huan Chang,[NEC][Quanta][HLK][Keiji-IA]Bluetooth HLK test  - HciExtensionsV2 (Development and Integrationtest item fail,2023-11-23 08:10:51,NA
845439,"FOXCONN TECHNOLOGY CO., LTD.","FOXCONN TECHNOLOGY CO., LTD.","FOXCONN TECHNOLOGY CO., LTD.",Charles P Chu,"[HP][Foxconn][RPL-S Refresh][GaP2-BE200]BSE 0x9f with ""DRIVER POWER STATE FAILURE"" occurred when idle in OS for several minutes with PCIe add-on card.",2023-11-20 23:36:00,NA
845195,"COMPAL ELECTRONICS, INC.","COMPAL ELECTRONICS, INC.","COMPAL ELECTRONICS, INC.",Nicky Chen,[RPL U/U Refresh][ASUS A32/A34]fail to connect WPA2 WIFI AP,2023-11-20 02:50:00,NA
843735,Pegatron Corporation,Pegatron Corporation,Pegatron Corporation,Nicky Chen,[ASUS][Commercial][B5404CMA] vPro CPU + BE200 can not enter MS,2023-11-14 01:46:00,NA
841530,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Wesley Kuo,[MSI][RPL refresh-S][BE200][S4 BT lost issue],2023-11-03 09:25:33,NA
841081,OTHER - OEM,"COMPAL ELECTRONICS, INC.",Other - OEM,WCS - Unassigned,[Compal][JQX50][LNL Platform]WLAN sometimes yellow bang & BT could detect devices but could not connect,2023-11-02 02:21:48,NA
839927,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Frank Lee,[MSI][MTL-H][MS-14N1][BE200]NDT tool test occure error,2023-10-26 19:17:00,NA
838007,NEC,QUANTA COMPUTER INC.,NEC,Timdaway Lai,[NEC][Quanta][Keiji-IA][Wireless]Wlan driver could be auto-updated from v22.230.0.8 to v22.250.1.2,2023-10-19 01:39:14,NA
834547,CLEVO,CLEVO CO.,Clevo,Bing Huan Chang,"Phillips TAH4205 BT earphone volume no change after resume from S3/S4,",2023-10-04 02:56:17,NA
833891,WISTRON CORPORATION,WISTRON CORPORATION,WISTRON CORPORATION,Zhiqiang Cai,[Lenovo][Wistron][RPL-R][DT]Intel AX211 WiFi Card has Yellow Bang,2023-09-28 02:12:00,NA
832561,Pegatron Corporation,Pegatron Corporation,Pegatron Corporation,Nicky Chen,[ASUS][B3404/3604/5404/5604CMA][BE200 QS]WIFI 7 Max TX Throughput issue,2023-09-21 21:13:00,NA
832267,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Brandon Yang,[MTL-H][MS-15A1]Black screen_0x19c when do s4 cycle.,2023-09-20 21:28:00,NA
832137,"COMPAL ELECTRONICS, INC.","COMPAL ELECTRONICS, INC.","COMPAL ELECTRONICS, INC.",Zhiqiang Cai,"[Lenovo] [Compal][TB 16 Gen6+ IMH][Meteor Lake] [AX211][Win11][F/R:18/39u, 79/3,900c]Stress_Wifi WB System show wifi ping test fail.",2023-09-20 06:06:00,NA
830553,BYD COMPANY LIMITED,BYD COMPANY LIMITED,BYD COMPANY LIMITED,Zhiqiang Cai,BYD-S10-RPL-HX-REFRESH-QS-IOMT issue,2023-09-13 19:49:00,NA
830304,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Brandon Yang,[MTL-H][MS-15A1]2D/3D Graphic has errors when do BurnInTest.,2023-09-12 22:56:00,NA
829327,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Frank Lee,[MTL-H][MS-15A1]Killer BE1750 for US region.,2023-09-08 11:19:19,NA
829282,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Ming-Che Yeh,[MS-17S1][Killer BE1750x] BT YB issue during S4 long run test.,2023-09-08 08:27:17,NA
828984,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Ming-Che Yeh,[MS-17S1][Killer BE1750x] PLDR test failed.,2023-09-07 09:46:45,NA
828455,CLEVO,CLEVO CO.,Clevo,WCS - Unassigned,"@ Bluetooth audio offload mode, philips TAH4205 could not recorded.",2023-09-06 06:42:37,NA
828535,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Brandon Yang,[MSI][MTL-H][MS-15A1]Panel flicker on AUO B160QAN03.R panel when doing the RGB test,2023-09-06 02:28:00,NA
828495,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,Timdaway Lai,[Acer][Quanta][RPL-R] Failed to use Intel ANT tool on Intel Wi-Fi7 BE200,2023-09-06 00:59:00,NA
827890,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Richard Yang,[MTL-H][MS-15A1]cant install driver on Killer WiFi 6E AX1675s.,2023-09-04 05:27:38,NA
827898,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Brandon Yang,[MSI][MTL-H][MS-15A1] Device manager shows ?Intel Graphics? not ?Intel Arc Graphics?.,2023-09-03 22:55:00,NA
827332,"COMPAL ELECTRONICS, INC.","COMPAL ELECTRONICS, INC.","COMPAL ELECTRONICS, INC.",Zhiqiang Cai,[Lenovo_AIO][Compal][A390][Raptor Lake-H]The unit show BSOD(0x1e) after connecting to a mobile hotspot and Bluetooth devices.,2023-08-31 00:58:00,NA
827208,CLEVO,CLEVO CO.,CLEVO CO.,Brandon Yang,[CLEVO][NP60RNx1][RPL-H][Andy]DMIC to PCH issue,2023-08-30 18:35:00,NA
826964,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Frank Lee,[MSI][MS-1596] [Intel Athena tool NDT 23.0.0.18 show error],2023-08-30 05:36:47,NA
826286,WISTRON CORPORATION,WISTRON CORPORATION,WISTRON CORPORATION,Brenton Wu,[Dell][Wistron] WLAN v23.0.0.18 show YB on Odin MLK RPL(AX211),2023-08-27 20:07:00,NA
825432,NEC,"NEC PERSONAL COMPUTERS,LTD.",NEC,WCS - Unassigned,"[NEC] BSoD ""0xa0"" occur after resume from FSU when changes the power source.",2023-08-23 05:51:49,NA
824427,NEC,QUANTA COMPUTER INC.,NEC,Bing Huan Chang,"[NEC][Quanta][Gemini2][Bluetooth]BSoD ""0x9F"",""0xA0""happened when AC/DC switch under S4/S5/FSU",2023-08-18 06:37:21,NA
823425,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Ming-Che Yeh,[MTL-H][MSI][15A1]Killer Wi-Fi 6E AX1675 BT is YB after install 23.0.0.3,2023-08-16 08:18:11,NA
822814,MSI,NA,ACE,Yuval Zaltz,test will be closed soon,2023-08-14 07:29:24,NA
822680,HAIER,IPS Test Account 3,Haier,WCS - Unassigned,Testing Purpose - Please Ignore - JIRA,2023-08-12 05:39:52,NA
821276,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Kenny Hsu,"[MS-14F1_RPL] When system resume from Hibernate, the BT speaker will lose voice",2023-08-07 11:31:56,NA
821165,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,Timdaway Lai,[EQB_MTH][ZPZ] CITU program test,2023-08-06 23:24:00,NA
820972,OTHER - OEM,BYD COMPANY LIMITED,Other - OEM,Zhiqiang Cai,N16PR1 can not find wifi list sometimes,2023-08-04 09:29:33,NA
820834,RAZER,BYD COMPANY LIMITED,Other - OEM,WCS - Unassigned,[Razer][BYD][BE200][wifi7] Some questions about wifi7 driver,2023-08-04 02:31:49,NA
819784,Pegatron Corporation,Pegatron Corporation,Pegatron Corporation,Nicky Chen,[ASUS][B3404/3604/5404/5604CMA][BE200]WIFI 7 Max Throughput issue,2023-07-30 23:48:00,NA
818545,WISTRON CORPORATION,WISTRON CORPORATION,WISTRON CORPORATION,Brenton Wu,[Dell][Wistron][RPL S Refresh]WiAMT can't be accessed when disable WLAN driver,2023-07-24 19:51:00,NA
818417,OTHER - OEM,Positivo Tecnologia SA,Other - OEM,Tomas Evans,RPL MDA log fail for Intel Audio Driver,2023-07-24 09:28:10,NA
818001,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Charles P Chu,(Change topic) The system cannot enter modern standby? in killer WLAN driver 22.235.0.6,2023-07-20 23:20:00,NA
817066,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Brandon Yang,[WW30-31WS][MTL-H][MSI][15A1]External monitor still exist system display and DM,2023-07-17 05:27:00,NA
817063,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Brandon Yang,[WW30-31WS][MTL-H][MSI][15A1]BSOD :0X0A when do reboot cycle.,2023-07-17 05:11:00,NA
816271,CLEVO,CLEVO CO.,CLEVO CO.,Brandon Yang,[CLEVO][PE60RNE-GE][RPL-H][Dancy] Apple USB-C to VGA adapter no output issue.,2023-07-13 02:06:00,NA
815237,Pegatron Corporation,Pegatron Corporation,Pegatron Corporation,Nicky Chen,[ASUS][PEGATRON][Meteor Lake-U/H][B3404CMA] CITU test fail,2023-07-10 19:58:00,NA
814743,ELITEGROUP COMPUTER SYSTEMS CO. LTD,ELITEGROUP COMPUTER SYSTEMS CO. LTD,ELITEGROUP COMPUTER SYSTEMS CO. LTD,Charles P Chu,[Intel NUCG][Meteor Lake][RV] HW Drip 0% when update WIFI Driver to 22.235.0.6_P version,2023-07-06 22:40:00,NA
814596,NEC,"NEC PERSONAL COMPUTERS,LTD.",NEC,WCS - Unassigned,ICPS,2023-07-06 11:04:27,NA
813607,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,KJ Fang,[MTL-H][MSI][15A1]Lower WiFi 7 Rx throughput.,2023-07-04 00:48:12,NA
812257,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,QUANTA COMPUTER INC.,Timdaway Lai,[RPL-H][Sportage_RTH][OS:22621] widi will auto disconnect within 5 seconds when resume from S3/S4/S5,2023-06-27 00:31:00,NA
812081,"Huaqin Technology Co., Ltd","Huaqin Technology Co., Ltd","Huaqin Technology Co., Ltd",Zhiqiang Cai,[Lenovo][Huaqin][S790-14 Pro][AX203][22H2][100%]cannot test by using CITU,2023-06-26 08:38:00,NA
810473,NEC,"NEC PERSONAL COMPUTERS,LTD.",NEC,TOMOYA ITO,"[NEC][Quanta][Gemini] BSoD ""0x9F"" happend when AC/DC switch under S4/S5/FSU",2023-06-16 06:00:43,NA
809941,CLEVO,CLEVO CO.,Clevo,Timdaway Lai,AX200 WINDOWS EVEN VIEWER show Netetw10 error massage,2023-06-14 06:48:27,NA
808063,ELITEGROUP COMPUTER SYSTEMS CO. LTD,ELITEGROUP COMPUTER SYSTEMS CO. LTD,ELITEGROUP COMPUTER SYSTEMS CO. LTD,Brandon Yang,[ECS][ADL-N][ADLN-I] How to enable DP++,2023-06-06 03:12:00,NA
807122,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Frank Lee,[MSI][7E25][RPL]Wifi7 BE200 ES2 sample cannot wake on LAN (S3/S4),2023-06-01 06:07:05,NA
806053,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Frank Lee,[MSI][7E25][RPL]Wifi7 BE200 link speed is abnormal,2023-05-26 08:44:07,NA
805472,OTHER - OEM,"SHENZHEN EMDOOR ELECTRONIC TECHNOLOGY CO., LTD.",Other - OEM,WCS - Unassigned,"[Emdoor][BT] On/off Bluetooth, the LED light of the Bluetooth function does not work in the linux os",2023-05-24 08:58:38,NA
805167,OTHER - OEM,"Unicompute Technology Co,. Ltd.",Other - OEM,WCS - Unassigned,[unis][win11][TSH G2][RPLP]AX201 WIFI show yellow mark when the test uut run warmboot/coldboot stress test,2023-05-23 08:50:50,NA
804237,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Frank Lee,[MSI][7E25][RPL]Wifi7 BE200 ES2 sample cannot install driver successfully,2023-05-18 07:01:11,NA
801838,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Brandon Yang,[WW19-20WS][MTL-H][MSI][15A1] Can?t light on the HDMI2.1 FRL 8K monitor LG 65NAN095WNA,2023-05-09 01:02:00,NA
800967,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Brandon Yang,[WW19-20WS][MTL-H][MSI][15A1]DMRRS is enabled but actual it can't reach to 48Hz.,2023-05-04 02:10:00,NA
800497,OTHER - OEM,"COMPAL ELECTRONICS, INC.",Other - OEM,WCS - Unassigned,BE200 connect to Wi-Fi 6E,2023-05-02 01:27:47,NA
799096,CLEVO,CLEVO CO.,Clevo,WCS - Unassigned,youtube MV show error after S3/S4 resume with BT earphone connected.,2023-04-24 07:40:42,NA
798675,VAIO,VAIO Corporation,VAIO,Priyanka Koka,[VAIO][Unison] There are notice which could not be received with Unison app(PC),2023-04-21 06:05:57,NA
797853,CLEVO,CLEVO CO.,CLEVO CO.,Brandon Yang,[CLEVO][NP50RZ][RPL-H][Frank.Shu]Using the Windows Media Player app to play the,2023-04-18 21:55:00,NA
797387,CLEVO,CLEVO CO.,Clevo,Bing Huan Chang,CLEVO_NP50RNJ_BT audio offload_ON_the_BT-earphone-can not record any sound,2023-04-17 09:32:22,NA
795778,OTHER - OEM,"Unicompute Technology Co,. Ltd.",Other - OEM,Zhiqiang Cai,[Unis][Win10][RPL-P]ICPS preinstall package return 15613 error in the first time,2023-04-11 03:28:06,NA
795689,WISTRON CORPORATION,WISTRON CORPORATION,WISTRON CORPORATION,Brenton Wu,[Dell][Wistron][MTL-H][Odin] Wireless CITU tool install fail,2023-04-10 04:20:00,NA
795560,CLEVO,CLEVO CO.,Clevo,WCS - Unassigned,BT earphone device manager show ! after airplane mode on .,2023-04-10 04:13:50,NA
795294,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,WCS - Unassigned,"[MSI][7E25][RPL] Wifi 7 BE200 +BT device drop, need to clear cmos to reappear",2023-04-07 05:44:58,NA
794086,WISTRON CORPORATION,WISTRON CORPORATION,WISTRON CORPORATION,Timdaway Lai,[HP][Wistron][Tuffy] Wake on WLAN function test fail in AX211 module,2023-03-30 02:45:00,NA
793097,MITAC,MiTAC Digital Technology,NA,WCS - Unassigned,"[Pictor]Base of case #00784859, please share development on PIE SDK that support",2023-03-27 05:27:33,NA
792875,GETAC,GETAC TECHNOLOGY CORPORATION,Getac,WCS - Unassigned,Ax211 BT throughput Tx/Rx performance is low,2023-03-24 08:06:12,NA
792146,OTHER - OEM,SHENZHEN IP3 CENTRY INTELLIGENT TECHNOLO,Other - OEM,WCS - Unassigned,WIFI AX101 cannot detect on JB3B with ubuntu OS,2023-03-21 12:12:36,NA
792037,OTHER - OEM,"SHENZHEN EMDOOR ELECTRONIC TECHNOLOGY CO., LTD.",Other - OEM,WCS - Unassigned,[Emoor][Infinix][AX101],2023-03-21 06:52:36,NA
789883,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.","MICRO-STAR INTERNATIONAL CO., LTD.",Brandon Yang,[NEC][MSI][Raptor ][Hours][EVT] Bios review,2023-03-09 17:26:00,NA
789106,ASROCK,ASROCK INC.,Other - OEM,Brenton Wu,WiFi 6E disable JAPAN region but the others need be workable.,2023-03-08 05:05:15,NA
788777,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Frank Lee,[WW11-12WS][MTL-H][MSI][15A1]Miracast fail.,2023-03-07 06:06:58,NA
788776,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,WCS - Unassigned,[WW11-12WS][MTL-H][MSI][15A1]iPhone cannot pickup Teams voip call on PC-Unison.,2023-03-07 06:01:57,NA
788771,MSI,"MICRO-STAR INTERNATIONAL CO., LTD.",MSI,Tony Yeh,[WW11-12WS][MTL-H][MSI][15A1]Pair status shows fail but phone is connected.,2023-03-07 05:50:37,NA
788817,ASROCK,ASROCK INC.,ASROCK INC.,Brandon Yang,[ASROCK][POS-RIQ670FB][RPL-S] Error message shows when installing Intel graphic driver with Gen12/Gen13 CPU,2023-03-06 23:04:00,NA
