row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
2657,,Connectivity,OEM Tools,OEM Tools,override,OEM Tools,,DRTU 22.240 issue,"PC uses Miracast for screen projectionFind Abnormal screen (Fail rate: 2/2 units, 1/5 c) , show garbage in the XIAOMI TV",DRTU 22.240 issue
2658,,Connectivity,Needs-Triage,,fallback,,,Failed to perform scanning,frequent missed beacon with PC(Qualcomm) GO and disconnect/reconnect several times.,Failed to perform scanning
2660,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD",,LKD_0x15E_FATAL_MINIPORT_ERROR_MINIPORT_REQUESTED_PLDR_4_0_IMAGE_Netwtw12.sys observed when system is in CS,Unexpected behavior in interference test,LKD_0x15E_FATAL_MINIPORT_ERROR_MINIPORT_REQUESTED_PLDR_4_0_IMAGE_Netwtw12.sys observed when system is in CS
2662,,Connectivity,Needs-Triage,,fallback,,,xVT driver Wrong Mac Address Reading Issue,"5G and 2.4G dual-band SSID  router, cannot roam to 2.4G when AP send 11v action frame",xVT driver Wrong Mac Address Reading Issue
2663,,YB/Lost,Connectivity,,cue,Connectivity,,BT MCC jump to 3030 due to Wi-Fi,WiFi YB or WiFi  lost,BT MCC jump to 3030 due to Wi-Fi
2664,,Connectivity,BSOD,,cue,"BSOD, UEFI",,UEFI gets watchdog NMI (0x34) on init flow,Wlan module can not connect on CML-S,UEFI gets watchdog NMI (0x34) on init flow
2665,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD, OEM Tools",,"Elmer | DRTU | connection failure Command XVT_CMD_RESET_XVT_MODE failed with status 31 --  uCode ASSERT (lmacID = 0x0, rtStatus = 0x201013F2)","Unit occur BSOD(0*009F) point to Netwaw10 when record play the record file.(F/R: 1/2units,1/20cycles)","Elmer | DRTU | connection failure Command XVT_CMD_RESET_XVT_MODE failed with status 31 --  uCode ASSERT (lmacID = 0x0, rtStatus = 0x201013F2)"
2666,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD, OEM Tools",,"Elmer | DRTU | connection failure Command XVT_CMD_RESET_XVT_MODE failed with status 31 -- uCode ASSERT (lmacID = 0x0, rtStatus = 0x20004443)",AX101 WiFi throughput drop when BT is enabled but not connected to BT device,"Elmer | DRTU | connection failure Command XVT_CMD_RESET_XVT_MODE failed with status 31 -- uCode ASSERT (lmacID = 0x0, rtStatus = 0x20004443)"
2667,,Connectivity,Power Consumption,,cue,"Power Consumption, Connectivity",,The power accuracy at WiFi 6GHz is over Intel spec (2dB),No GO nego confirm and P2P establish fail between PC and Phone,The power accuracy at WiFi 6GHz is over Intel spec (2dB)
2668,,System Hang,OEM Tools,OEM Tools,override,OEM Tools,,"not able to run ""Margin Test"" with CITU tool","Driver hang and scan list show empty after resume from S3 or frequent radio off/on(fail rate: 30+%) in ID and RU, no repro in China","not able to run ""Margin Test"" with CITU tool"
2670,,Connectivity,Needs-Triage,,fallback,,,Chain A always 1.5 dBm less than target,[Samsung][QuickShare][Vesta-13]Wifi direct pairing failure between two PCs [EAP failure],Chain A always 1.5 dBm less than target
2671,,Power Consumption,YB/Lost,,cue,"YB/Lost, BSOD",,Assert 0x19A9 happened frequently as enabling eMLSR,"WiFi adapter disabled after resume from Sleep mode, can not be enabled.",Assert 0x19A9 happened frequently as enabling eMLSR
2672,,Performance,Needs-Triage,,fallback,,,Error: Hardware initialization failed (22.205 PASS),Throughput Evaluation...lower throughput (waterfall shift) at 5GHz AX 80MHz ch161 RX direction,Error: Hardware initialization failed (22.205 PASS)
2673,,YB/Lost,Connectivity,,cue,Connectivity,,Wifi resets occurring during CS transitions with wifi 22.230.0.8 on Ersa devices with TyP wifi modules,WiFi YB + BT device lost after resume from S4 cycles,Wifi resets occurring during CS transitions with wifi 22.230.0.8 on Ersa devices with TyP wifi modules
2674,,System Hang,Connectivity,,cue,"Connectivity, Performance",,Disconnects and low throughput observed on Cisco APs w/ Broadcom silicon,It takes about 3 mins to change the network band information when the system re-connects to 5G hotspot wifi,Disconnects and low throughput observed on Cisco APs w/ Broadcom silicon
2675,,Connectivity,Needs-Triage,,fallback,,,ERSA 160mhz RU 67/67s for CA ch50  are not as expected,"Running disable/enable WiFi test, The WiFi driver appears yellow mark",ERSA 160mhz RU 67/67s for CA ch50  are not as expected
2676,,Power Consumption,Connectivity,,cue,"Connectivity, Performance",,Intel AX211 show low Wifi connection speed under small amount of data transfer.,PIE lost after run web online multimedia with sleep and S4 by HUA STEP tool.,Intel AX211 show low Wifi connection speed under small amount of data transfer.
2677,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD",,"ASSERT log Observed  : Intel(R) Wi-Fi 6E AX211 160MHz during S4 cycling-- FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x21101326 -- missing cnvi top request in 4phs req register","WIFi6 2.4G test Rx, WiFi speed cannot recover after BT","ASSERT log Observed  : Intel(R) Wi-Fi 6E AX211 160MHz during S4 cycling-- FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x21101326 -- missing cnvi top request in 4phs req register"
2678,,OEM Tools,YB/Lost,,cue,"YB/Lost, BSOD",,"Observed Non-recoverable yellow bang with FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x20100505, log is valid. data1 = 0x0, data2 = 0x4)",Antd shows -95,"Observed Non-recoverable yellow bang with FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x20100505, log is valid. data1 = 0x0, data2 = 0x4)"
2680,,System Hang,Connectivity,,cue,Connectivity,,2-in-1 | Network drops with Intel 8265 WiFi,Black screen and hang up when running cold boot,2-in-1 | Network drops with Intel 8265 WiFi
2681,,Performance,Needs-Triage,,fallback,,,Unable to decode DDD log generate from 22.220PV driver,p2p softAP cannot negotiate to 80M bandwidth,Unable to decode DDD log generate from 22.220PV driver
2682,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD",,:Intel Wi-Fi YB (assert 0x310) Issue Observed  after 5 G3 Cycles Manually,transmission would stop during file transferring via quick share.,:Intel Wi-Fi YB (assert 0x310) Issue Observed  after 5 G3 Cycles Manually
2683,,Connectivity,BSOD,,cue,BSOD,,Ersa | DV | BSOD caused by Netwtw10 -- 0x7E -- Netwtw10!DeviceControlLayer::DeviceControl::getTlvUcodeDebugAddress+0x35,PIEServiceNew is stopped after WiFi driver installation,Ersa | DV | BSOD caused by Netwtw10 -- 0x7E -- Netwtw10!DeviceControlLayer::DeviceControl::getTlvUcodeDebugAddress+0x35
2684,,YB/Lost,Needs-Triage,,fallback,,,22.220PV DDD Driver does not work properly,WLAN PLDR test failed and WLAN device show YB in device manager,22.220PV DDD Driver does not work properly
2685,,Connectivity,BSOD,,cue,"BSOD, Connectivity, OEM Tools",,Wi-Fi disconnected and cant get connected - recurring--  0x2CA5,Client fails to Ack Data frames with BSS Coloring defined in PHY Header.,Wi-Fi disconnected and cant get connected - recurring--  0x2CA5
2686,,BSOD,Needs-Triage,,fallback,,,22.220.1 - Driver digital signature has been revoked (Code 39),BSOD 0x9F happened with Intel WLAN driver 22.40.0.7 during Hibernate 3.2 longrun test,22.220.1 - Driver digital signature has been revoked (Code 39)
2687,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,CITU tool WiFi connection Failure when using G-layout driver,There is a delay in playing online music via connect PC softAP.,CITU tool WiFi connection Failure when using G-layout driver
2688,,YB/Lost,Needs-Triage,,fallback,,,Buffer Status Bit not set,YB 43 after resume from critical S4,Buffer Status Bit not set
2689,,Connectivity,System Hang,,cue,"System Hang, Performance",,TX throughput was degraded against Samsung S21 when changing the role from GO to p2p client.,WIFI direct connection will drop unexpectedly,TX throughput was degraded against Samsung S21 when changing the role from GO to p2p client.
2690,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,Connectivity failure. 0x8FE assert seen in corporate environment. Customer suspects roaming from 40MHz to 80MHz network,BSOD 0x9F during Restart test,Connectivity failure. 0x8FE assert seen in corporate environment. Customer suspects roaming from 40MHz to 80MHz network
2692,,BSOD,Needs-Triage,,fallback,,,EVM Failures on WiCAS FCT Tester on ch100,0xD1 BSOD occured  when idle units (F/R:26/200  units),EVM Failures on WiCAS FCT Tester on ch100
2693,,Power Consumption,Connectivity,,cue,Connectivity,,"WiFi disconnects, scan list empty",AX200 device show yellow mark when connect to mobile hotspot,"WiFi disconnects, scan list empty"
2694,,Power Consumption,BSOD,,cue,"BSOD, System Hang",,System hang up with black screen and BSOD 0x124 occurred when running S3/S4 stress test,"resume from modern standby, system cannot open hotspot",System hang up with black screen and BSOD 0x124 occurred when running S3/S4 stress test
2695,,YB/Lost,Needs-Triage,,fallback,,,Host unable to control adapter after resume from D3,WLAN YB(code 43) when connecting via Mobile hotspot w/multiple clients and HOST as Whiskey Lake(Wifi 9560),Host unable to control adapter after resume from D3
2696,,Connectivity,Needs-Triage,,fallback,,,Unsupported VS IE (OUI 00:17:35) in Deauth frame,"DUT1 wirelesss project to DUT2. while play music or plug in/out USB key , DUT2 will pop nosie",Unsupported VS IE (OUI 00:17:35) in Deauth frame
2697,,YB/Lost,System Hang,System Hang,override,"UEFI, System Hang",,System hang while connecting WPA3 AP with UEFI command (Latitude 5340),"Connect wifi AP failed - FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0x2B87, log is valid)",System hang while connecting WPA3 AP with UEFI command (Latitude 5340)
2698,,Power Consumption,Connectivity,,cue,Connectivity,,"Miracast connection fails on the INTEL module, but passes on the MTK module",WiFi direct pairing fails after sleep(modernstandby) resume from S3.,"Miracast connection fails on the INTEL module, but passes on the MTK module"
2699,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD",,"FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x20100505, log is  valid. data1 = 0x2, data2 = 0x1)",Miracast use CH165 which is not supported by the TV,"FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x20100505, log is  valid. data1 = 0x2, data2 = 0x1)"
2700,,YB/Lost,System Hang,,cue,System Hang,,"AX200- WPA2-Enterprise, initial connection works great. However, when the session expires and PMKID changes, the AX200 reinitializes and incorrectly places 2 PMKIDs in the M2 Key packet and the reconnection is rejected",WLAN yellow bang while reboot aging,"AX200- WPA2-Enterprise, initial connection works great. However, when the session expires and PMKID changes, the AX200 reinitializes and incorrectly places 2 PMKIDs in the M2 Key packet and the reconnection is rejected"
2701,,Killer,BSOD,,cue,"BSOD, Connectivity",,BSOD9f encountered on Thames-1 system and is pointing to WLAN -- 0x9F_3_Netwaw12_IMAGE_pci.sys,Killer 1650i (AX201) WLAN device show yellow bang when connecting hotspot,BSOD9f encountered on Thames-1 system and is pointing to WLAN -- 0x9F_3_Netwaw12_IMAGE_pci.sys
2703,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD",,"Observed YB : Intel(R) Wi-Fi 6E AX211 160MHz during S4 cycling-- FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x21101326",Dump existed after long run Coldboot test by STEP tool: CLOCK_WATCHDOG_TIMEOUT (101) Netwtw10!osalUtilWait,"Observed YB : Intel(R) Wi-Fi 6E AX211 160MHz during S4 cycling-- FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x21101326"
2704,,Connectivity,Needs-Triage,,fallback,,,Loss of functionality (~10 minute) on resume from modern standby,Frequent throughput drops when device resumes from disconnected standby/hibernate,Loss of functionality (~10 minute) on resume from modern standby
2705,,YB/Lost,OEM Tools,OEM Tools,override,OEM Tools,,Smart Antenna Tool can not work with 22.170,"Device Manager show yellow bang for AX210 after resuming from S3/S4 (""Allow the computer to turn off this device to save power"" is unchecked)",Smart Antenna Tool can not work with 22.170
2706,,Connectivity,Needs-Triage,,fallback,,,No GO nego confirm and P2P establish fail between PC and Phone,DUT cannot mirror to sink again after disconnecting/connecting to miracast session.,No GO nego confirm and P2P establish fail between PC and Phone
2707,,YB/Lost,Needs-Triage,,fallback,,,"Soft AP have buffered data,  but didnt send to phone when phone exiting ps mode",WLAN device show YB when we perform RnR testing,"Soft AP have buffered data,  but didnt send to phone when phone exiting ps mode"
2709,,YB/Lost,Connectivity,,cue,Connectivity,,System longer boot(circling) time after install WLAN 22.170.2.1(With DMAr Eanble),"YB during surfing the Internetaround 10 min. FATAL_ERROR: uCode ASSERT (lmacID = 0x0, rtStatus = 0x2000031C, log is  valid)",System longer boot(circling) time after install WLAN 22.170.2.1(With DMAr Eanble)
2710,,YB/Lost,Connectivity,,cue,Connectivity,,OEM Tool cannot connected with USC which in PV packet,intel wlan show YB when connect/disconnect AP (F/R: 100%),OEM Tool cannot connected with USC which in PV packet
2711,,Power Consumption,YB/Lost,,cue,YB/Lost,,Intermittent YB,TyP2 6GHz output power 2-5dBm drop on conductive test (3/19 and 4/16),Intermittent YB
2712,,Connectivity,BSOD,,cue,"BSOD, Power Consumption",,BSOD occurs during communication test of mobile hotspot - DPC_WATCHDOG_VIOLATION (133) - Netwtw10!osalSyncAcquireSpinLock+0x16,"With AX201 WiFi connected in AC mode (Connected Modern Standby), S0i2.0 unable to enter S0i3.0 for VCCIN_AUX shutdown",BSOD occurs during communication test of mobile hotspot - DPC_WATCHDOG_VIOLATION (133) - Netwtw10!osalSyncAcquireSpinLock+0x16
2713,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD, Killer",,Killer1690i DBS test fail in OTA Assert 0x103C,"DUT hung up with black screen when run MS test by STEP tool(0x9F,nwifi).",Killer1690i DBS test fail in OTA Assert 0x103C
2714,,Connectivity,Needs-Triage,,fallback,,,Loss of connectivity - EAPOL rekey,Client adapter sends Reassoc frame after receiving Deauth from AP,Loss of connectivity - EAPOL rekey
2715,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,WLAN YB after S4,DUT projecting to HUAWEI smart TV(V65i)/HONOR TV through miracast appeared afterimage.,WLAN YB after S4
2716,,YB/Lost,Connectivity,,cue,Connectivity,,Connectivity drops- Missing beacons,WLAN yellow bang while playing online audio streaming,Connectivity drops- Missing beacons
2717,,RF,Needs-Triage,,fallback,,,Stability issues,BIOS SAR table not correct,Stability issues
2718,,Connectivity,RF,,cue,RF,,Tx Spectrum Mask failure issue for AX211 second foundry,WiFi disconnected when play online video/music,Tx Spectrum Mask failure issue for AX211 second foundry
2719,,Connectivity,Needs-Triage,,fallback,,,Cannot install v22.190.0.0.4 DDD driver,Client WiFi does not reply to Control frame transmitted at 54 Mbps,Cannot install v22.190.0.0.4 DDD driver
2720,,BSOD,Connectivity,,cue,Connectivity,,Wi-Fi will be not able to search 5Ghz AP SSID when using 2.4Ghz during WiDi screen casting,BSOD 0x9F happened with Intel WLAN driver 22.40.0.7 during restart longrun test.,Wi-Fi will be not able to search 5Ghz AP SSID when using 2.4Ghz during WiDi screen casting
2721,,YB/Lost,Connectivity,,cue,Connectivity,,Elmer | SIT | RF radiation test- failed WiFi Device Bridge API exception,YB in DM after resume from close lid S0i3 or tent mode S5,Elmer | SIT | RF radiation test- failed WiFi Device Bridge API exception
2722,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD",,FW assert 0x3220 led to the yellow bang(43 error code),AP sends Deauth to client shortly after 4-Way Handshake completes successfully..,FW assert 0x3220 led to the yellow bang(43 error code)
2724,,Connectivity,BSOD,,cue,"BSOD, Power Consumption",,System occur will BSOD_INTERNAL_POWER_ERROR (a0) during S4 stress,System does not sync screen via miracast from PC to PAD.,System occur will BSOD_INTERNAL_POWER_ERROR (a0) during S4 stress
2725,,Connectivity,Needs-Triage,,fallback,,,IP self name resolution behavior with Cisco VPN,pc-> phone P2P connection failure,IP self name resolution behavior with Cisco VPN
2726,,Connectivity,BSOD,,cue,"BSOD, OEM Tools",,"[HP][RPL][AX211][Roc][Win11][22H2][BSOD][0x9F]: The unit cant be resume and ""9f""BSOD occure when resume unit from MS - Wdf01000!FxIoTarget::Send+0x17 [minkernel\wdf\framework\shared\inc\private\km\FxIoTargetKm.hpp @ 268]",Authentication failure after client sends Reassoc with PMKID count = 0,"[HP][RPL][AX211][Roc][Win11][22H2][BSOD][0x9F]: The unit cant be resume and ""9f""BSOD occure when resume unit from MS - Wdf01000!FxIoTarget::Send+0x17 [minkernel\wdf\framework\shared\inc\private\km\FxIoTargetKm.hpp @ 268]"
2727,,BSOD,Power Consumption,,cue,Power Consumption,,The 5G hotspot can not be opened after S4.,System is doing on/off WIFI 2.4 hotspot test occur BSOD 0xd1 point to wdiwifi.sys,The 5G hotspot can not be opened after S4.
2728,,System Hang,Needs-Triage,,fallback,,,"CurieF and mobile phone cooperate with Huawei multi-screen , expected open softAP on 5G, but created in 2.4G",Black screen when resume from MSD mode,"CurieF and mobile phone cooperate with Huawei multi-screen , expected open softAP on 5G, but created in 2.4G"
2729,,Connectivity,Needs-Triage,,fallback,,,DDD Log file size does not increase during the test and didnt record the full test,Intel AX210 wlan device will lost after resume from MS,DDD Log file size does not increase during the test and didnt record the full test
2730,,Connectivity,BSOD,,cue,"BSOD, Connectivity",,BSOD 0xc2_99_Netwtw10!prvOscWdiWapiEncryptedFrameSendComplete running reboot aging,System ignore probe request during P2P pairing.,BSOD 0xc2_99_Netwtw10!prvOscWdiWapiEncryptedFrameSendComplete running reboot aging
2731,,BSOD,Needs-Triage,,fallback,,,PC doesnt reply to EAP request from Phone.,Never Crash Issue: Netwtw10!dclReturnRxBufferApi+0x2e,PC doesnt reply to EAP request from Phone.
2732,,BSOD,Connectivity,,cue,Connectivity,,Latitude 3190 2-in-1 | Network drops with Intel 8265 WiFi,Never Crash issue:  blocked IRP point to Netwtw10,Latitude 3190 2-in-1 | Network drops with Intel 8265 WiFi
2733,,BSOD,RF,RF,override,"RF, BSOD",,BSOD-0x7E issue when enable SAR table,Never Crash Issue: Netwtw08!dclReturnRxBufferApi+0x2e,BSOD-0x7E issue when enable SAR table
2734,,Connectivity,System Hang,,cue,"System Hang, Performance",,TX throughput was degraded against Samsung S21 when changing the P2p role from GO to client.,Cant  Projecting PC to big screen via miracast.,TX throughput was degraded against Samsung S21 when changing the P2p role from GO to client.
2735,,Connectivity,System Hang,,cue,"System Hang, Performance",,TX throughput was degraded against Samsung S21 when changing the role from GO to p2p client.,Unable to search for WiFi(F/R:1/50 times)NIC Error happens,TX throughput was degraded against Samsung S21 when changing the role from GO to p2p client.
2736,,BSOD,Needs-Triage,,fallback,,,Unable to connect to ixVeriwave on 5GHz,0x9f BSOD happened in restart stress test.,Unable to connect to ixVeriwave on 5GHz
2737,,Connectivity,Needs-Triage,,fallback,,,auth_req sends inappropriate data rates,AX201 WLAN driver cannot be installed by WirelessSetup.exe when working directory has special character,auth_req sends inappropriate data rates
2738,,YB/Lost,Needs-Triage,,fallback,,,"Huawei PC Manager is used for multi-screen collaborative connection, and collaboration fails",WiFi device YB while running Reboot long run.,"Huawei PC Manager is used for multi-screen collaborative connection, and collaboration fails"
2740,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,"HP450G9 /Intel WLAN AX211 error code 43 ,10 intermittently",wlan BW can not expand to 80Mhz though Phones capability support 80Mhz via MIUI+ APP,"HP450G9 /Intel WLAN AX211 error code 43 ,10 intermittently"
2741,,Connectivity,OEM Tools,OEM Tools,override,OEM Tools,,ANT tool shows error with 9462  on ADL,WiFi Rx throughput of 11ax(5GHz) becomes much lower with BT mouse connected,ANT tool shows error with 9462  on ADL
2742,,Connectivity,BSOD,,cue,BSOD,,BSOD (0xD1),PC Manager log show PIE port call fail.,BSOD (0xD1)
2743,,Power Consumption,Needs-Triage,,fallback,,,We can only connect UNII-4 band with MCC = FR while we enable UNII4 for US in BIOS,"Connection type show 11ac if Project/Miracast, while it show11ax if hotspot/SoftAP",We can only connect UNII-4 band with MCC = FR while we enable UNII4 for US in BIOS
2744,,BSOD,RF,RF,override,RF,,can not get SAR table from P-Sensor HID,"NIC error 0x20000066 During the use of the connection WiFi, disconnect occurs",can not get SAR table from P-Sensor HID
2745,,BSOD,Connectivity,,cue,Connectivity,,This error occurred when the intel WLAN driver of intel AX211 WLAN Card was upgrade from intel WLAN driver 22.180.0.4 to 22.180.0.4.,"When the system run CB aging, the system will BSOD(DRIVER_POWER_STATE_FAILURE (9f)).",This error occurred when the intel WLAN driver of intel AX211 WLAN Card was upgrade from intel WLAN driver 22.180.0.4 to 22.180.0.4.
2746,,BSOD,RF,,cue,RF,,"TAS State shows ""Invalid""",BSOD occurred when running restart Test+AP/LAN+ACDC,"TAS State shows ""Invalid"""
2747,,Connectivity,Needs-Triage,,fallback,,,"22H2 FVT2.0: The video show garbage twice a minute when projecting PC/smartphone to PC.(FR:2/2 units, 4/4 times)","Still need to type password when connect to router with ""Opportunistic Wireless Encryption (OWE)""","22H2 FVT2.0: The video show garbage twice a minute when projecting PC/smartphone to PC.(FR:2/2 units, 4/4 times)"
2749,,BSOD,Connectivity,,cue,Connectivity,,"PC uses Miracast for screen projectionFind Abnormal screen (Fail rate: 2/2 units, 1/5 c) , show garbage in the XIAOMI TV",Netwtw10!dclReadFwMemApi+0x87 when run MS stress(DPPM: 100),"PC uses Miracast for screen projectionFind Abnormal screen (Fail rate: 2/2 units, 1/5 c) , show garbage in the XIAOMI TV"
2750,,OEM Tools,Connectivity,,cue,Connectivity,,frequent missed beacon with PC(Qualcomm) GO and disconnect/reconnect several times.,XPS 9310 2in1 cant connection to Dell network AP,frequent missed beacon with PC(Qualcomm) GO and disconnect/reconnect several times.
2751,,Performance,Connectivity,,cue,Connectivity,,Different roaming behavior observed for HrP2 and WsP,"AX201, download/upload speeds are less than 1Mbps after enabling FIPS",Different roaming behavior observed for HrP2 and WsP
2752,,Connectivity,Needs-Triage,,fallback,,,Unexpected behavior in interference test,"Cannot swithc wifi AP from 2.4 to 5G after enable ""Random hardware address"" function in OS setting.",Unexpected behavior in interference test
2753,,BSOD,Needs-Triage,,fallback,,,"PC failing to transmit the Nego Confirmation frame(Sending GON Confirmation frame is failed, wfdRet=-1073741823)",BSOD 0x7F(Netwtw10.sys).,"PC failing to transmit the Nego Confirmation frame(Sending GON Confirmation frame is failed, wfdRet=-1073741823)"
2755,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,WiFi YB or WiFi  lost,Client unable to associate with Cisco 2600/3500 APs.,WiFi YB or WiFi  lost
2757,,Power Consumption,BSOD,,cue,BSOD,,"Unit occur BSOD(0*009F) point to Netwaw10 when record play the record file.(F/R: 1/2units,1/20cycles)",DUT can search but not connect to 802.11ac+40Mhz+165 channel hotspot.,"Unit occur BSOD(0*009F) point to Netwaw10 when record play the record file.(F/R: 1/2units,1/20cycles)"
2758,,BSOD,Connectivity,,cue,"Connectivity, Performance",,AX101 WiFi throughput drop when BT is enabled but not connected to BT device,"Dump existed after long run warmboot test by STEP tool(BSOD d1,  wdiwifi).",AX101 WiFi throughput drop when BT is enabled but not connected to BT device
2759,,YB/Lost,Needs-Triage,,fallback,,,Wi-Fi will not able to search 5GHz when using 2.4GHz during Widi screen casting,DUT often occur yellow bang during use WIFI,Wi-Fi will not able to search 5GHz when using 2.4GHz during Widi screen casting
2760,,YB/Lost,Needs-Triage,,fallback,,,"The DLL of PIE is loaded successfully, but some interfaces of PIE are called and return errors",WLAN and BT YB when enter BIOS/EFIshell/WinPE and reboot,"The DLL of PIE is loaded successfully, but some interfaces of PIE are called and return errors"
2761,,BSOD,Needs-Triage,,fallback,,,No GO nego confirm and P2P establish fail between PC and Phone,BSOD 0x50 appeared on DUT when watching iQIYI videos.,No GO nego confirm and P2P establish fail between PC and Phone
2762,,Connectivity,System Hang,,cue,System Hang,,"Driver hang and scan list show empty after resume from S3 or frequent radio off/on(fail rate: 30+%) in ID and RU, no repro in China","(Security Type:WPA2-Enterprise) cannot auto connect after restart.(F/R:2/2 Units,17/40 Total Trials)","Driver hang and scan list show empty after resume from S3 or frequent radio off/on(fail rate: 30+%) in ID and RU, no repro in China"
2763,,Connectivity,Needs-Triage,,fallback,,,"CurieF and mobile phone cooperate with Huawei multi-screen, softap set preferred channel on 44 , butis created in 2.4G",NIC err happens cause to disconnect occurs during connection WLAN useand can not search wifi,"CurieF and mobile phone cooperate with Huawei multi-screen, softap set preferred channel on 44 , butis created in 2.4G"
2764,,YB/Lost,Connectivity,,cue,Connectivity,,[Samsung][QuickShare][Vesta-13]Wifi direct pairing failure between two PCs [EAP failure],"Wifi device show yellow bang when connect a mobile phone byAndroid Debug Bridge(ADB) to do on/off wifi test. FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0x92)",[Samsung][QuickShare][Vesta-13]Wifi direct pairing failure between two PCs [EAP failure]
2765,,BSOD,Power Consumption,,cue,"Power Consumption, Connectivity",,"WiFi adapter disabled after resume from Sleep mode, can not be enabled.",Netwtw10!dclReadFwMemApi+0x87 when run MS stress,"WiFi adapter disabled after resume from Sleep mode, can not be enabled."
2766,,Connectivity,Performance,,cue,Performance,,Throughput Evaluation...lower throughput (waterfall shift) at 5GHz AX 80MHz ch161 RX direction,"System shows an unknown error when choosing security type ""WPA3-Enterprise"" from network connection",Throughput Evaluation...lower throughput (waterfall shift) at 5GHz AX 80MHz ch161 RX direction
2767,,BSOD,YB/Lost,,cue,"YB/Lost, Connectivity",,WiFi YB + BT device lost after resume from S4 cycles,BSOD due to stack overflow error.,WiFi YB + BT device lost after resume from S4 cycles
2768,,BSOD,System Hang,,cue,"System Hang, Power Consumption, Connectivity",,It takes about 3 mins to change the network band information when the system re-connects to 5G hotspot wifi,0x7e(Netwtw10)  after PQC test pass.,It takes about 3 mins to change the network band information when the system re-connects to 5G hotspot wifi
2769,,RF,Connectivity,,cue,Connectivity,,"Running disable/enable WiFi test, The WiFi driver appears yellow mark",Discrepancy found in PPAG peak gain between DRTU output and EPS,"Running disable/enable WiFi test, The WiFi driver appears yellow mark"
2770,,YB/Lost,Power Consumption,,cue,Power Consumption,,PIE lost after run web online multimedia with sleep and S4 by HUA STEP tool.,AX201 show yellow bang when Stress transfer files test via WLAN,PIE lost after run web online multimedia with sleep and S4 by HUA STEP tool.
2771,,BSOD,Connectivity,,cue,"Connectivity, Performance",,"WIFi6 2.4G test Rx, WiFi speed cannot recover after BT",BSOD 0x7E when running Modern Standby Critical only Test,"WIFi6 2.4G test Rx, WiFi speed cannot recover after BT"
2772,,YB/Lost,OEM Tools,OEM Tools,override,OEM Tools,,Antd shows -95,: Frequently (6/10) after multiple time Restart Yellow Bang is observed in Wifi Driver,Antd shows -95
2773,,YB/Lost,Needs-Triage,,fallback,,,PC Manager log show PIE port call fail.,"HLK test - Wlan Test - Wlan Device Reset Check test fail_YB10.(FR:1/1 units, 5 / 10 cycles)",PC Manager log show PIE port call fail.
2774,,Connectivity,System Hang,,cue,System Hang,,Black screen and hang up when running cold boot,The wireless will disconnect from   AP during online video playing overnight.,Black screen and hang up when running cold boot
2775,,BSOD,Performance,,cue,Performance,,p2p softAP cannot negotiate to 80M bandwidth,BSOD 0x50 appeared on DUT when watching iQIYI videos.,p2p softAP cannot negotiate to 80M bandwidth
2776,,Connectivity,Needs-Triage,,fallback,,,transmission would stop during file transferring via quick share.,PC occur disconnect under connect AP,transmission would stop during file transferring via quick share.
2777,,BSOD,Connectivity,,cue,Connectivity,,PIEServiceNew is stopped after WiFi driver installation,"System shows BSOD ""DRIVER_IRQL_NOT_LESS_OR_EQUAL"" during idle in OS.",PIEServiceNew is stopped after WiFi driver installation
2778,,BSOD,YB/Lost,,cue,"YB/Lost, Connectivity",,WLAN PLDR test failed and WLAN device show YB in device manager,WD NMI (0x34) - interrupts were not called for 200 ms,WLAN PLDR test failed and WLAN device show YB in device manager
2779,,Connectivity,Needs-Triage,,fallback,,,Failed to connect to specific AP with specific condition,Mobile phone projecting to DUT is fail,Failed to connect to specific AP with specific condition
