Issue key,project,year,category,Custom field (Root Cause)
WIFI-196810,WIFI,2022,Connectivity,Define of queue num is incorrect.
WIFI-196777,WIFI,2022,Connectivity,"cc67 fixes debug data collection reads, by adding the correct offset to read WPAL registers via AUX"
WIFI-196588,WIFI,2022,Connectivity,"Description: after this efa77533053f663458feb0931b1e5f36c2b96e80
was delivered we changed the logic of detecting old SN packets,
and relied on FW to tell the driver when the SN is old, looks like
the FW is not indicating this correctly in
the packet we receive.
which resulted in TPUT degradation in OPEN TCP connection
since we forwarded old packets to the OS TCP stack.
in secured connection there is no TPUT issue since the old packets
are dropped due to PN check for REPLAY ATTACK after the re-order
buffer phase and hence not forwarding it to the OS.
in UDP there is no degradation also since there is no congestion
control in UDP
the solution is to check the newly arrived sequence if it is
old sequence and to drop it in old sn check
we also added a check on the newNormSsn position related
to the reorder window, and if it is outside it
we move the window accordignly
"
WIFI-194337,WIFI,2022,Connectivity,work item did not start in WinT driver
WIFI-188998,WIFI,2022,Connectivity,The driver should send deauth frame when GO is stopped by OS to the connected clients and sholdn't when the origin of the request is in the driver.
WIFI-188545,WIFI,2022,Connectivity,"AP sends rts to wake station and cause open 2 antennas, STA sends CTS
AP sends first aggregation and CTS to self  in order not allow medium
to move to idle and keep 2 antennas ready before sending next aggregation
The bug is that in Solar L2P doesn't set L2P_GCSR_STAT_SE_CTRL_PENDING_MSK bit at MH parsing
for CTRL frames that not for us, and when we recevie CTRL frame not for us in solar we don't path
thought regular ctlr frame flow that allows to delay the air protection time and allow to receive the next RX MIMO frame before 1 antenna is closed
in solar we just update nav, and dump CTRL frames not for us
the fix is to add the same logic as in regular CTRL frames flow in solar nad add air protection delay if required (DSMPS)"
WIFI-187281,WIFI,2022,Connectivity,"Hi,

The root cause is that some APs on some channels for some reason misses BAs transmitted by STA
AP retransmit the aggregation, but because of the bug in Win Driver, STA indicates duplicated packets to OS (instead of drop them)
This bug was delivered as part of another bug fix, and was already fixed
Sha1 of the delivery that inserted the bug:
core67: e84aead3ff8820daa34924b8349afcd170a33e74
master: efa77533053f663458feb0931b1e5f36c2b96e80
Sha1 of the fix:
Core68: 8f9f96d98fbfa1968bbd9a080bfb5b6741116940
master: 58588350197f72ad4d51ad2d88fe3832d0ee9da2"
WIFI-186460,WIFI,2022,Connectivity,"Fixed by Nevo:
master 225d8f0c1f83ef4b25b6db6675fc4cf9d1e29410
double PLDR, once coming from OS while the other is requested by driver.
Ignore PLDR request in case that PLDR is already running"
WIFI-184317,WIFI,2021,Performance,new HW introduced a little latency causing delay in the FW resume process.
WIFI-177852,WIFI,2021,Performance,New HW causing latency in the FW handling the sus/res doorbell
WIFI-177227,WIFI,2021,Connectivity,"We are trying to send trigger based  TX with mcs 12
MCS is coming from received trigger frame (trig_type bf_rprt_poll_(0x1)) - usrMcs = 0xC
It cause WPAL assert with MOVE_2_RX_ERR status
added checker and drop the frame if usrMcs is illegal"
WIFI-161161,WIFI,2021,Connectivity,
WIFI-161160,WIFI,2021,Connectivity,'@wortzel yossi to specify citu change
WIFI-160485,WIFI,2021,Connectivity,"SW assumed that rate is in hard coded location. However, this wasnt correct for Gfp4 where 2 LMACs use different rates"
WIFI-158158,WIFI,2021,Connectivity,because of mitigation limitation some pair of channel can't work together until we relax in some way this limitation as part of DCR-1221
WIFI-150854,WIFI,2021,Connectivity,"AP can send CCF0 == 0 in VHT operationnal element and we should allow the
channel switch
We found that in spec of 2016 AP can send value 0 in VHT operational
element and we should not reject the CS request from AP in this case.

We saw the issue only now because of AP behavior"
WIFI-147603,WIFI,2021,Connectivity,Wrong use of PROPVARIANT structure.
WIFI-146383,WIFI,2021,Connectivity,DCR-1009 expansion to TyP
WIFI-144823,WIFI,2021,Connectivity,wrong calculation of tables offset used when 3 extended sets were used
WIFI-143257,WIFI,2021,Connectivity,"Same issue as WIFI-138076.
Fix in master."
WIFI-142814,WIFI,2021,Connectivity,"alive WD expired while alive  arrived.
FW stop cleaned job scheduler and handled the alive so event FW_IS_RESPONSIVE arrived in the middle of FW stop which was an unexpected event - driver error"
WIFI-142456,WIFI,2021,Connectivity,When there no bss ports and wiman init notification arrives we don't check that bssvif context exist
WIFI-142116,WIFI,2021,Connectivity,"master: 758e3d7c9f568fbc8fffa7168b5ed55c478d3284
USC fixes were merged to master."
WIFI-141955,WIFI,2021,Connectivity,wrong indexes used when formatted the bios data sent to FW
WIFI-141734,WIFI,2021,Connectivity,missing safety SAR table  send to FW after radio ON flow
WIFI-138076,WIFI,2021,Connectivity,"In case number of TX packets per second is more than 200 link quality
calculation is based on RSSI and TX phy rate (RSSI - 60%, TX phy rate - 40%).
Link quality = ((40 * currRate) / maxRate) + (60 * rssiLevel) / 100))
The bug is that in case of 6GHz we always set max link speed value to legacy due to incorrect condition when we update this value. Before we update maxRate we check if HT rate is not 0 but HT IE don’t exist in 6GHz leading to miscalculation of link quality (we divide current rate by legacy rate).
Fix:
Remove HT rate condition."
WIFI-136616,WIFI,2021,Connectivity,"Bad input from FW not checked properly.
Trusted the ENUM boundaries without verifying the input is in range."
WIFI-134765,WIFI,2021,Connectivity,"bug in commit e193e1e990842d13278817e870732a867ae9e598 - umac: solve compile warnings of quasarz jfp build.

fix was already delivered to core63 and on
see https://jira.idoc.intel.com/browse/WIFI-118863"
WIFI-131687,WIFI,2021,Connectivity,DPHY wasnt on when reading r2d2 registers
WIFI-131222,WIFI,2021,Connectivity,"same as wifi-120545 and WIFI-120530 (fragmented beacon caused NMI)
"
WIFI-131216,WIFI,2021,Connectivity,"WRT changed the parsing of the CDB table
driver changed the order of tables read from BIOS"
WIFI-128843,WIFI,2021,BSOD,"[BUGFIX] remove not needed lcmResetFlowFwMisbehaviorApi call of unexpectred
fragmented packet

Description: During fuzzing tests, fragmented beacon is injected, driver logic was to trigger
NMI and 0xF7E5 assert.
WREQ-36091 was updated:
""MSDUs or MMPDUs carried in a group addressed MPDU shall not be
fragmented , in case these are recieved (Attack case) the LMAC shall pass these
fragments to the driver and shall be handled (dropped) by the driver.""
Aligned rxNoDefragmentationInDriver UT according to the driver / WREQ change"
WIFI-127806,WIFI,2021,Performance,"until now for ThP, we limited TLC on 160Mhz mimo not to
get to mcs higher than mcs6 due to massive underruns
on old gen AMD platform, today on new platforms it appears this is not needed any more, and the customer verified that without the limitation there
are no issues.
so we changed the tlcMaxAllowedMcsForSlowPci regKey
to be unlocked and its default valut to be MCS9 i.e. without
limitation, and if the limitation is neede the customer can
use the regKey to limit the TLC to MCS6"
WIFI-127249,WIFI,2021,Performance,"“In the OMI (operating mode indication), there is a field “channel width”, Our driver set the wrong value and lead the low throughput afterward”"
WIFI-127245,WIFI,2021,Connectivity,"upon complete of RSSI test - tool zero rssi ordinal in diversity mode. RSSI is update only after statistics notification from FW and if RSSI was changed comparing to older RSSI (which kept in different var than the ordinal).
update the ordinal also when it equals to -95"
WIFI-125079,WIFI,2021,Connectivity,Wrong behavior in OS - WlanSvc initiates the same adapter twice.
WIFI-122367,WIFI,2021,Connectivity,"Fix for device list buffer - Instead of calculating the required size of buffer for the present devices, we are now calculating the size of the buffer according to all devices, so if we get only the present devices, the buffer will always be sufficient."
WIFI-120545,WIFI,2021,Connectivity,"same issue as WIFI-119771

Delivered fix to core62. Gerrit: https://git-amr-10.devtools.intel.com/gerrit/96753
SHA1 239862e57c991c7679be61287002908d8cc2f2d7

Delivered fix to core62 Master. Gerrit: https://git-amr-10.devtools.intel.com/gerrit/#/c/96904/
SHA1: 32b695c193def7b9036626d0d8a46d26ddf0d4e9

Issue does not exist in core26, core36, core51

Will not be fixed in core61"
WIFI-119886,WIFI,2021,Connectivity,"The driver save the device mac address as part of go negotiation.
Dut to missing of delete of the mac address in seconed attempt to open
a stand alone GO the driver think that this GO openning is part of
negotiation and choose an UNII channel."
WIFI-118153,WIFI,2021,Connectivity,"The issue occurs in such sequence driver entry, open adapter close adapter, open adapter, close adapter. Since EepromControlContext is freed on the close adapter, then on the next open adapter the pnvm images buffer, which was the member of it is null. Therefore the pnvm images buffer should be a static member of
ImageDb, exactly the same as FW raw images"
WIFI-116864,WIFI,2021,Connectivity,"A calibration was registered for a phy context, received the auxiliary context and then the desired phy context get invalidated. In this case, since there is no calibration to run , no message was sent to LMAC to do the calibartion, so the state machine in calibManager was stuck at state ""Running"""
WIFI-116368,WIFI,2021,Connectivity,"The peer AP reports it supports VHT in the probes/beacons, but in the association response then decides no VHT support at all.
This AP was regarded as misbehaving, thus did not connect to it."
WIFI-116224,WIFI,2021,BSOD,"BSOD related to NAPS algo of MSFT. not related to wifi driver.
wifi driver removed NAPS capabilities support from the driver to avoid OS NAPS calls."
WIFI-115705,WIFI,2021,Connectivity,"Double nbl release to OS in case of TX and Remove Peer Race.
During remove peer we get an NBL list with 2 packets
We Drop the first one due to DATA port being closed, we have continue*and we *DO NOT move to next nbl, but current nbl on the next iteration will be the same nbl.
Same nbl fails in classification and we try to indicate it to OS again."
WIFI-115241,WIFI,2021,Connectivity,"The root cause is that there is a wrong parsing of IE IE_EXTENSION_HE_CAPABILITIES as driver receives P2P probe request frame.

The wrong parsing result would cause driver to drop any P2P probe-request containing IE HE Capability."
WIFI-115075,WIFI,2021,Connectivity,"Same as WIFI-55146.

driver fail to recover cmd translation error.
Flow:
1) RX cmd translation return with error
2) We try to free mdu and the sharedMem inside it but we didn't set the sharedMem pointer yet
3) Tring to access null pointer

Fix:
Release pMduDesc only after we updated SharedMemDesc."
WIFI-114876,WIFI,2021,Connectivity,same as wifi-100063
WIFI-114425,WIFI,2021,Connectivity,
WIFI-114177,WIFI,2021,Connectivity,"When directory contains square brackets, Wix resolved the string in the square brackets, which caused the directory to be invalid."
WIFI-114175,WIFI,2021,BSOD,nvm commands 0x88 didnt response to the driver which caused to wd and yb. the fix is to flush the tfd queue in case of check for hang in init in order to abort the commands and try to reload the image. in such case we will have debug data and we will have another chance of making the fw work and prevent YB.
WIFI-111096,WIFI,2021,Connectivity,\\amr.corp.intel.com\ec\proj\DPGEC\iag\mwg\COMP_Builds\WIFI_ENG_2G\PHWFW03634_22.60.0.5\Layout
WIFI-109314,WIFI,2021,Connectivity,"The issue is big stack allocation
we found in the flow a function taking too much stack memory so we change it into dynamic allocation"
WIFI-108709,WIFI,2021,Connectivity,"the AP was set to (IMO) wrong not optimal rates bug supported by spec, so we add support for that corner case."
WIFI-108511,WIFI,2021,Connectivity,
WIFI-108499,WIFI,2021,Connectivity,"same as duplicated
Double nbl release to OS in case of TX and Remove Peer Race.
During remove peer we get an NBL list with 2 packets
We Drop the first one due to DATA port being closed, we have continue*and we *DO NOT move to next nbl, but current nbl on the next iteration will be the same nbl.
Same nbl fails in classification and we try to indicate it to OS again.

Fix:

In case the port is closed we will drop the packets in prvTxFlowHandleSglMapRequest instead of calling dpReportPacketCompleteApi.
prvTxFlowHandleSglMapRequest checks if the port is open and in case not drop the packet by calling txDropOsPacket."
WIFI-108137,WIFI,2021,Connectivity,
WIFI-107960,WIFI,2021,Connectivity, add support for starting with legacy in non legacy mode
WIFI-107205,WIFI,2021,Performance,"[duplicate] - fixed by Adivi.
68cd89b1e3eb4e3ab4313b83b75e885c65f43584
OS scan client timers - avoid freeing except of halt flow
Description: OS scan client wrongly free timers during the driver lifetime flows. This behavior is leading to potential race between OS SCAN timer, which is being deleted while the actual timer was already executed and being stuck in the JobScheduler. The Fix: do not delete/destroy timers except of halt flow.
https://cbjenkins-il.devtools.intel.com/teams-windows-wifi-driver/job/windows-wifi-driver/job/BSOD_PARSER_DEBUG/213/artifact/bsod_parse_output.json
"
WIFI-106949,WIFI,2021,Connectivity,FW - SAS misalignment
WIFI-106937,WIFI,2021,Connectivity,"The fix is to calculate offset correctly while we have copy tb operations in scenario of DMA BUG.
when handling DMA bug we do copy
operation for the physical address element (SGL) that
crosses the 4GB address (Aligned), the length that we copy
was not correct, phyAddrElementLen is the correct len to copy
otherwise in cases where numOfBytesToProcess is greater than
phyAddrElementLen we will add an additional TB operation that
we already covered in the copy operation
"
WIFI-106894,WIFI,2021,Connectivity,Don't update LKD triage data in case of driver assert.
WIFI-106138,WIFI,2021,Connectivity,fix has been implemented in WIFI-97469 
WIFI-104028,WIFI,2021,Connectivity,DeinitService() was called from Dot11ExtIhvDeinitAdapter instead of Dot11ExtIhvDeinitService.
WIFI-103118,WIFI,2021,Connectivity,double nbl release
WIFI-102936,WIFI,2021,Connectivity,"'
Double nbl release to OS in case of TX and Remove Peer Race.
During remove peer we get an NBL list with 2 packets
We Drop the first one due to DATA port being closed, we have continue*and we *DO NOT move to next nbl, but current nbl on the next iteration will be the same nbl.
Same nbl fails in classification and we try to indicate it to OS again.

Fix:

In case the port is closed we will drop the packets in prvTxFlowHandleSglMapRequest instead of calling dpReportPacketCompleteApi.
prvTxFlowHandleSglMapRequest checks if the port is open and in case not drop the packet by calling txDropOsPacket."
WIFI-102934,WIFI,2021,Connectivity,"The new SW reset flow added to fix IOSF issue (when NIC debug enable). this flow causes overheads on CSME IPC, so we adjusted it slightly."
WIFI-102805,WIFI,2021,Connectivity,DPHY wasnt pn on reading r2d2 registers
WIFI-101634,WIFI,2021,BSOD,The BSOD is because we access invalid memory in hmacQos in hqosHandleActiveBeaconChanged function. This is a connectivity issue that Jeffrey fixed in commit fd3438e90267ad4e60f45cfcaf439719cec63475 (CC60). This BSOD is with driver version without this fix(CC59).  
WIFI-101605,WIFI,2021,Connectivity,"Link speed drop from 867Mbps to 144Mbps due to bandwidth reduction algorithm (DCR-746) in a noisy environment even though we are not far from the AP.

Fix:
Limit the bandwidth reduction algorithm (DCR-746) to low RSSI (below -75) to prevent switch from 80MHz to 20MHz when we are near the AP."
WIFI-100811,WIFI,2021,Connectivity,Double nbl release to OS in case of TX and Remove Peer Race.
WIFI-100483,WIFI,2021,Connectivity,
WIFI-99246,WIFI,2021,Connectivity,"https://git-amr-10.devtools.intel.com/gerrit/#/c/87892/
https://git-amr-10.devtools.intel.com/gerrit/#/c/87891/

rficTrmCommands.txp2TrmStts is updated earlier than it should
be. Even in case of ready TXP output lines, the lmac gets a wrong indication
that txp was not ready.
"
WIFI-99011,WIFI,2021,Connectivity,
WIFI-96491,WIFI,2021,BSOD,"If the BSS VMAC is not active, we would return
VIF_ID_AND_COLOR_NOT_VALID, and then access the bQosEnabled array in
location 0xff.

Fix:
Prevent access to invalid memory in hmacQos.
Already been fixed by Jeffrey commit sha:fd3438e90267ad4e60f45cfcaf439719cec63475"
WIFI-96488,WIFI,2021,Connectivity,customer was using an old FW version
WIFI-96076,WIFI,2021,BSOD,"The issue was fixed and delivered before the bug was raised:https://git-amr-10.devtools.intel.com/gerrit/#/c/83206/.
We try to reach a memory out of the array's bound. If the BSS VMAC is not active, we would return
VIF_ID_AND_COLOR_NOT_VALID, otherwise we tried to access the bQosEnabled array in
location 0xff."
WIFI-95904,WIFI,2021,Connectivity,lmac changing on the fly for cck the used rate for short preamble
WIFI-95494,WIFI,2021,Connectivity,
WIFI-95229,WIFI,2021,Connectivity,"The new SW reset flow added to fix IOSF issue (when NIC debug enable). this flow causes overheads on CSME IPC, so we adjusted it slightly."
WIFI-95068,WIFI,2021,Connectivity,Used wrong define on repair.
WIFI-94420,WIFI,2021,Connectivity,explained in bug
WIFI-94345,WIFI,2021,Connectivity,na
WIFI-94201,WIFI,2021,Connectivity,issue fixed in core58
WIFI-93864,WIFI,2021,Connectivity,
BT-478793,BT,2026,Connectivity,
BT-477053,BT,2026,Connectivity,"Being in Peripheral role, our device was unable to sync to
Central for sometime. This was due to a WA in our code
not to allow piconet time info."
BT-471462,BT,2026,Connectivity,DevOps host Configuration issue  
BT-470036,BT,2026,Connectivity,"InstaDock timer state persisted across power cycles due to incomplete cleanup during device power transitions and removal events, leading to potential Bluetooth connectivity loss."
BT-466439,BT,2026,Connectivity,Lockdown issue is triggering the PLDR first which is dependent on Wifi. Also in discrete the existing design was to do the Intel hard reset. Now aligned with system to have FLR first and then escalate to PLDR in case of repeated issues. In platforms where PLDR is not supported it will go with hard reset
BT-465361,BT,2026,Connectivity,During encryption restart procedure while disconnect request from LEC Layer is pending due to reception of illegal PDU and another illegal PDU is received the LEC layer was initiating second disconnect request to already released link. This resulted in firmware encountering system exception.
BT-462046,BT,2026,Connectivity,No Support present for PTL+GFP for SST present.
BT-457776,BT,2026,Connectivity,"Root Cause 1: SAR PDO NULL Dereference
IbtPciInitMsftSarCreatePdos can fail during
PrepareHardware, leaving sarServicePdo NULL. Packet
handlers called SendUnsolicitedUpdatedRequest without
PDO validation, risking NULL pointer crash.

Root Cause 2: Resource Waste on PDO Failure
When PDO creation failed, SAR buffers, timers, locks,
and work items still allocated for unusable feature."
BT-456135,BT,2026,BSOD,"Device removal triggers BtFdPowerSensorContextDeInit() to
unregister WMI callback, but sensor notifications can arrive
during/after unregistration. The callback invokes with pContext
pointing to freed memory, causing CFG violation and BSOD."
BT-446431,BT,2026,Connectivity,Lockdown issue is triggering the PLDR first which is dependent on Wifi. Also in discrete the existing design was to do the Intel hard reset. Now aligned with system to have FLR first and then escalate to PLDR in case of repeated issues. In platforms where PLDR is not supported it will go with hard reset
BT-435740,BT,2026,Connectivity,Lockdown issue is triggering the PLDR first which is dependent on Wifi. Also in discrete the existing design was to do the Intel hard reset. Now aligned with system to have FLR first and then escalate to PLDR in case of repeated issues. In platforms where PLDR is not supported it will go with hard reset
BT-426709,BT,2026,Connectivity,"Scan index is assigned to a device sending legacy adv PDU,
where the variable bSendEvtToHost was not cleared from the
previous transaction. This will make postproc to send out
two messages to LC(one for legacy and one for extended adv)
HC will generate legacy adv PDU report and clears the assembly buffer.
Now when the second message is picked, assembly buffer is already
cleared, hence we get into accessing NULL buffer."
BT-425845,BT,2026,Connectivity,"Root cause:

We are switching to secondary channel only when primary offset is lesser than secondary offset. This is wrong, this will result in two problems,

When we received the primary packet at the beginning of the scan window, and it has a valid far aux offset. we will end up switching to secondary channel though secondary offset is still far. This makes bad utilization of remaining scan window and end up with fewer primary packet detection.
 When we received the primary packet at the end of the scan window, and it has a valid far aux offset. we will end up switching to primary channel though secondary offset is near. This makes secondary job to get into past and eventually we release the entry from scan data base. This will add delay for the detection for the secondary PDU."
BT-424580,BT,2026,Connectivity,"The HW RF Kill along with APM On conditions were not part of sanity coverage in build and release. This requires manaul testing effort as it is required to manually toggle the HW RF Kill switch on RVP / OEM designs.

On the Implementation side, When APM is turned off, driver creating the BT Stack child PDO without checking the HW RFKILL state. Driver shall not create BT stack PDO when the HW RF Kill asserted e post the APM off condition."
BT-420157,BT,2025,Connectivity,"While downloading the SCP+GFP (frozen) artifacts, the SCP+GFP config (which is SCP:PCI:PCI:Win10_UWDx64) was being added. For normal SCP + WhP/FmP/SpP, the same config was also being added. Because of this, duplicate HWIDs were being added to the ibtpci.inf file. This has now been removed and validated properly."
BT-418278,BT,2025,Connectivity,Certain shared memory registers were being incorrectly accessed during firmware download stage (transition to S0 State). This happens especially when debug data buffers are required to be accessed. These register addresses are not available during FW download and accessing them led to invalid memory access and this system exception
BT-418270,BT,2025,Connectivity,
BT-417451,BT,2025,Connectivity,This is Build configuration issue.
BT-417424,BT,2025,Connectivity,Incorrect handling of reception of LL_PHY_REQ PDU during encryption process.
BT-416988,BT,2025,Connectivity,Wrong index was used to check for the secondary job.
BT-415937,BT,2025,Connectivity,BT Discrete function (CNVd) wasn't called (the CNVi one was called)
BT-415901,BT,2025,Connectivity,"R-side debug configurations (Signal Analyzer, WDBG, DRIM) cause
race conditions due to unprotected CRF register reads without FIQ
protection. This workaround was previously enabled only for WhP
onwards but affects all CRF products from FmP.

Move SWWA_BT402383 definition from base_whp.cmake to base_fmp.cmake
to apply the workaround consistently across all affected platforms.

BT-404216 should handle the CRF read in a thread safe manner, when it
will be merged, we can remove SWWA_BT402383.
"
BT-412181,BT,2025,Connectivity,"Child PDOs are not registered to DFx. It needs two thing.
1. Idle timeout has to be ""SystemManaged"" and WdfPowerEnable registry has to be added under PDO/Device Parameters/WDF folder"
BT-410482,BT,2025,Connectivity,"In IML mode, on doing Target access to SMEM region address is not returning valid address, due to DBGC2 is not configured in IML mode.
Fix added to check, if invalid address is returned on indirect read of DBGC2, then don't access that region."
BT-410458,BT,2025,Connectivity,"Child PDOs are not registered to DFx. It needs two thing.
1. Idle timeout has to be ""SystemManaged"" and WdfPowerEnable registry has to be added under PDO/Device Parameters/WDF folder"
BT-407715,BT,2025,BSOD,"ChSel bit in Connect-Ind is set to 0x00 (ChSel1 )
though IUT supports ChSel2. But, link is setup
using ChSel2."
BT-407345,BT,2025,Connectivity,uninitialized null pointer in use in the code.
BT-405888,BT,2025,Connectivity,Timeout is expected in millisecond as per UEFI Spec instead it was in sec.
BT-401199,BT,2025,Connectivity,BT USC sending the commands on Invalid file handle due to Windows OS enumreated file handles in different order.
BT-399223,BT,2025,Connectivity,"The issue was in the function that handles the TX for the packet
header.
A race condition between the BMC pushing data towards BRI MP FIFO,
while the CSR write to TX modem TX FIFO (over BRI LP FIFO) did not
arrive to the CRF.
This causes, under specific timing conditions, cause the TX FIFO reset
to arrive to the CRF after the first MP BRI data (18 bit) arrive to
TX FIFO, leading to corrupt data seen over the other end.
This fix adds BRI dummy read before pushing bits through the BMC.
to ensure BRI CSR FIFO drains completely before triggering the
transfer, preventing the race condition."
BT-399215,BT,2025,Connectivity,"Due to heavy debug logging in PCIe driver module, Tx Rx interrupts were missed"
BT-398843,BT,2025,Connectivity,"Race condition between DRTU HCI enablement and DTS SW ISR.
Race happened during RMW functionality of 1 FW thread and a 2nd FW thread.
"
BT-393965,BT,2025,Connectivity,"When the data status of the adv report is truncated
MSFT module is not checking for the condition,
this will result in generating the adv report though
MSFT filters are not matched."
BT-393573,BT,2025,Connectivity,"FW HCI R side Debug access is not IRQ/FIQ protected, hence disrupting FIQ."
BT-393270,BT,2025,Connectivity,
BT-391853,BT,2025,Connectivity,"This is duplicate of jira https://jira.idoc.intel.com/browse/BT-391255. Fix for this issue has been merged with jira https://jira.idoc.intel.com/browse/BT-391255.

Root cause of this issue is:
In Scorpius DRTU uses OTP delay which is internally using GPT3
timer based delay is randomly conflicting with same GPT timer which
is already running from other context and this is triggering error
ERR_ID_HAL_UDELAY_GPT_ALREADY_RUNNING.

In order to remove this conflict, now we are using wall clock based delay instead in the OTP delay for Scorpius products.
"
BT-391836,BT,2025,Connectivity,
BT-390980,BT,2025,Connectivity,"Incase of back-to-back channel map updates, with Channel Map PDU's
priority higher than the Ping Req PDU, PING procedure almost never
gets a chance resulting in APTO."
BT-389267,BT,2025,Connectivity,"The development do not include PTL+GfP configuration as part of the CFA testing. This comes with earlier alignment that GfP will not be supported with PTL. However, the directions are changed to support PTL+GfP over the PCI at later stage and the testing for the same is never incorporated.
So no support for PTL+GFP over PCIe is existing previously."
BT-389207,BT,2025,Connectivity,The signature failure verification during the Firmware download is known ROM issue. The latest implementation from driver side replaces the Intel Hard reset command With W_DISABLE#2 toggle for effective recovery. This OEM needs to implement the BIOS changes also to improve the recovery mechanism. This has been already implemented as part of BT-370338. The same is being delivered to another customer.
BT-388798,BT,2025,Connectivity,
BT-387794,BT,2025,Connectivity,
BT-387391,BT,2025,BSOD,"WiAMT loads its WiFi FW very early (before BIOS runs),
WiFi FW runs FSEQ. As part of FSEQ it sets FINE locks (in particular AUX_HW_LOCK_2)
There is a logic in the top that prevent HW to write to registers when AUX_HW_LOCK_2 is set and relevant func_state is LOW
Relevant logic preventing BT OTP Reader (usee BT UMAC master) writing to Aux while BT func_state is LOW:
bt_umac_aux_connect_we_func_lock    = (~scu_aux_hw_lock_2 || bt_scu_func_state) && bt_umac_aux_connect_we;
When BIOS switches BT I/F to IOSF, BT HW kicks BT OTP Reader
OTP Reader tries writing to Aux register to enable OTP, but fails due to the early lock (BT func_state is LOW on this HW stage)
All next reads from OTP are failed since OTP is not enabled
BT config space remains with default values. In specific Sub_System_ID = 0x0000
OS doesn't load BT driver due to Sub_System_ID missmatch

Solution: AUX_HW_LOCK_2 (bit [8]) in SCU fine locks register (cnvi_scu_cnvi_scu_lock @0x6EAC)."
BT-385936,BT,2025,BSOD,"While BT driver is unloading, Wifi driver triggering Product reset which is causing synchronizing issues in BT-WIFI D2D which caused BT driver accessing registers after deallocation or after null caused the BSOD."
BT-384348,BT,2025,Connectivity,Instadock configuration Timer value changed to 25 seconds .
BT-380947,BT,2025,Connectivity,
BT-376190,BT,2025,Connectivity,"Old issue exposed by new 25H2 OS.
Set LE RX PHY_OPTIONS to default S8 instead of zero. In the
current design, during extended scanning, when synchronization occurs on
the primary 1M channel and the AuxPtr refers to an LE_CODED_PHY,
PHY_OPTIONS were not initialized. This fix ensures that default PHY
options are now initialized correctly."
BT-370338,BT,2025,Connectivity,"The issue is due to Low speed device detection in case of recovery flows when Intel Hard Reset command is issued to firmware upon lockdown state detection. This is a known limitation aligned with system team on the initial days. For this failure condition, it was not having right recovery mechanism due to UTMI limitations for USB re-enumeration. however, Based on System review with HW team, the possible mechanism to overcome this Low speed device detection is by resetting the UTMI aswell as BT USB device as part of _PRR recovery flow. This requires changes to both BIOS and driver side. As this is needs customer OEM BIOS changes, the new changes are getting deployed only incases where BIOS adopted. However, it is suggested to change from Intel Hard Reset to FLR based recovery to enable all the OEMs migrate smoothly."
BT-358388,BT,2025,Connectivity,"Using ACL link index instead on eSCO channel designator 
(Same RC as BT-316132)"
BT-358385,BT,2025,Connectivity,"https://jira.idoc.intel.com/browse/BT-313952 - Is the duplicate JIRA. Changes are part of 23.150 & mainline.
When AuxPtrInfo is invalid we are not storing the AdvDataId and SetId,
Further we are trying to get scanEventIndex which will be invalid(6),
we are not validating scanEventIndex. Going further trying to access
stLcLeMultiScanConfig with invalid scanEventIndex(6).
which can lead to wrong data. for this issue same thing is happening,
so we are not releasing the buffer (RxPldBuffer),
further hitting the exception"
BT-358365,BT,2025,YB/Lost,During Restart of the Reset request capability the version check is wrongly done which is causing the Reset request to be not active resulting in YB during a Top fatal error
BT-356174,BT,2025,Connectivity,
BT-352739,BT,2025,Connectivity,ATSx on both sides may cause CTO if no time overlap exists.
BT-352722,BT,2025,Connectivity,"Root cause:

We are switching to secondary channel only when primary offset is lesser than secondary offset. This is wrong, this will result in two problems,

When we received the primary packet at the beginning of the scan window, and it has a valid far aux offset. we will end up switching to secondary channel though secondary offset is still far. This makes bad utilization of remaining scan window and end up with fewer primary packet detection.
 When we received the primary packet at the end of the scan window, and it has a valid far aux offset. we will end up switching to primary channel though secondary offset is near. This makes secondary job to get into past and eventually we release the entry from scan data base. This will add delay for the detection for the secondary PDU."
BT-347530,BT,2025,Connectivity,Incorrect invalidation of HW cache for ADV Data pointer in secondary ADV packets.
BT-345671,BT,2025,Connectivity,"When there are multiple ADV sets are enabled, among these
sets, if one ADV set is connectable, and if this connectable adv
set gets into connection. We will update ADV piconet slot offset
and bit offset, later in the postproc, these values are copied to the
new peripheral connection piconet. But ADV piconet slotoffset and bit
offset values are not cleared. This will result in wrong timing
calculation for the ADV sets."
BT-345317,BT,2025,Connectivity,Missing fixes from master branch
BT-343402,BT,2025,Connectivity,There is a race condition seen when CFA App is running and sending IOCTL's along with RFKILL on/off scenario. 
BT-343021,BT,2025,Connectivity,
BT-340842,BT,2025,Connectivity,We were running out of scan index in LC layers as a result scan wasn't working until BT is on/off. It was fixed in 23.110 rev5 & later
BT-339140,BT,2025,Connectivity,
BT-339138,BT,2025,Connectivity,"For any HCI command sent from driver, driver implements loop to
check corresponding response with default Receive timeout of
HCI_TIMEOUT ( 4sec). However, if the Firmware keeps generating
event other than expected one, the timer loop continues beyond
the expected time indefinitely.
The Patch implements a additional timer to ensure that specified
command response is received within the timeout value to avoid
indefinite loops."
BT-338754,BT,2025,Connectivity,
BT-338701,BT,2025,Connectivity,
BT-337045,BT,2025,Connectivity,
