issue_year,jira_id,ips_title,technology,platform,jira_platform,ips_platform,ips_priority,deduced_issue_category,category_confidence,jira_exposure
2024,,[Lenovo_IdeaPad][Tianzhu 16][LCFC][SIT][24H2]BT Mouse show not connect after idle more than 10 mins,BT,Arrow Lake,,Arrow Lake,High,Connectivity,0.1836,2-High
2024,,"[Lenovo][Aladdin][LNL SIT][BE201][Win11] The unit occurred BSOD (bugcheck:0XD1,with dump) after OOBE and idle 20mins.",WiFi,Lunar Lake,,Lunar Lake,Critical,BSOD,0.1816,1-Critical
2024,,[Lenovo][Aladdin][LNL SIT][BE201][Win11]can not find 6GHz band,WiFi,Lunar Lake,,Lunar Lake,Critical,Connectivity,0.1571,1-Critical
2024,BT-295203,[Lenovo/DT][In-house][ARL-S][AX211][QT M970TS]BT Nearby Sharing failed,BT,Arrow Lake-S,Arrow Lake-S,Arrow Lake-S,High,Connectivity,0.2193,1-Critical
2024,WIFI-540133,[Lenovo-Ideapad][LNL][Shangri-la][BE201][24H2] WIFI ICON lost and auto resume,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,YB/Lost,0.1653,2-High
2024,,[Lenovo_Alloy_LNL]BE201 reset after connected to 6G SSID,WiFi,Lunar Lake,,Lunar Lake,High,P2P,0.1004,2-High
2024,,[LENOVO][Compal][ARL][BE200][S5P/S7P Yoga Pro 7 14IAH10]BT earphone issue,BT,(missing),,,Critical,Connectivity,0.1864,1-Critical
2024,BT-293879,[Lenovo ThinkPad JP][Thames2 BE/LnL/FmP][PCIe] BT mouse stops working suddenly (LE Scan List Empty),BT,Lunar Lake,Lunar Lake,,,Connectivity,0.1962,1-Critical
2024,,[Lenovo][Compal][Ideapad S5P/S7P][ARL][BE200]Unit show BSOD(0xd1) when run jumpstart,WiFi,Arrow Lake,,Arrow Lake,High,BSOD,0.2203,2-High
2024,BT-295927,[Lenovo-Ideapad][LNL][Shangri-la][BE201][24H2] BT lost while S4 stress,BT,Lunar Lake,Lunar Lake,Lunar Lake,Critical,YB/Lost,0.2063,1-Critical
2024,,[Lenovo_IdeaPad][ThinkBook 13X G5][LCFC][ARL][FVT][24H2][BE201]Unit occur Blackscreen HW hang and BSOD(0x9f) W/ dumple file when run the Restart stress.(F/R 1/4units 1/145trials),BT,Arrow Lake-H,,Arrow Lake-H,High,BSOD,0.2589,2-High
2024,WIFI-551095,[Lenovo][Aladdin][LNL SIT][BE201][Win11] System show only one network band when connect MLO enabled AP,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,Connectivity,0.1061,1-Critical
2024,,[Lenovo_Alloy_LNL]BE201 hard to search 6G after ANT tool set to us,WiFi,Lunar Lake,,Lunar Lake,Medium,Connectivity,0.1011,3-Medium
2024,,[lenovo/DT BU][In-house][[C-ARL-PCB2][AX211]TC-TC-M770T ] AX211WIFI  Nearby sharing RTL8922AE,BT,Arrow Lake-S,,Arrow Lake-S,High,Connectivity,0.1987,2-High
2024,,"[Lenovo Thinkpad/LCFC][Matterhorn2_Yushan2_ARL/ARL/FmP][USB] Intel BE201 Bluetooth device was lost during S0i3 stress test by LongRunATS_AOAC_v5.2 tool. (FR: 1/46units, 1/6764total trials)",BT,Arrow Lake-H,,Arrow Lake-H,High,YB/Lost,0.1732,2-High
2024,BT-295258,[Lenovo][Thames2/Mersey2][BE] BT Lost during S4/S4 with 23.100.1.1,BT,Lunar Lake,Lunar Lake,Lunar Lake,High,YB/Lost,0.2127,1-Critical
2024,,"[Lenovo/DT][in-house][ARL-S][AX211][QT M970ts]BT Nearby Sharing failed ---Intel receive, RTL send",BT,Arrow Lake-S,,Arrow Lake-S,High,Connectivity,0.2147,2-High
2024,,"[Lenovo_ThinkPad][KUNLUN IAL][LCFC][FVT][24H2][AX211]BT headset left ear lost when connected to BT headset device or resum from Sx.(FR: 2/2units, 6/16trails)",BT,Arrow Lake-U,,Arrow Lake-U,Medium,Connectivity,0.1902,3-Medium
2024,,[Lenovo Thinkpad/LCFC][Link-1_ARL/ARL/FmP/GfP][USB] Intel BE201/AX211 with BT headset Samsung Galaxy Buds3 Pro can be recognized but no function.(FR:2/2 units),BT,Arrow Lake-H,,Arrow Lake-H,High,Connectivity,0.2427,2-High
2024,,[lenovo_arlh_mersey2]BE201 error system event 5002 after resume from s0i3,WiFi,Lunar Lake,,Lunar Lake,Medium,YB/Lost,0.1198,3-Medium
2024,WIFI-546162,[lenovo_lnl_eiger2]BE201 BSOD 0xD1 when playing video with WhitePearl tool,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,BSOD,0.238,2-High
2024,,[Lenovo-Ideapad][Shangri-la/Yoga Slim 9_SIT][FmP][LNL][24H2]BT YB after MS resume,BT,(missing),,,High,YB/Lost,0.1998,2-High
2024,,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]6G network cant be listed in ICPS Network Health UI.,Other,Lunar Lake,,Lunar Lake,High,ICPS,0.1696,2-High
2024,,[Lenovo_Thinkbook][Compal][Solar PC][LNL][BE201]BT not stable with BE201 (w,WiFi,Lunar Lake,,Lunar Lake,High,P2P,0.1078,2-High
2024,CIE-5354,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.1024.1114.1]ICPS displayed content cant adapt to window size,Other,Meteor Lake,Meteor Lake,Meteor Lake,Medium,ICPS,0.1644,3-Medium
2024,,[Lenovo][Aladdin][LNL SIT][BE201][Win11] wifi device lost/YB after MS resume,WiFi,Lunar Lake,,Lunar Lake,Critical,YB/Lost,0.3073,1-Critical
2024,BT-297374,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201] BT Lost when idle after normal use.(F/R: 2/2units, 2/4cycles)",BT,Lunar Lake,Lunar Lake,Lunar Lake,Critical,YB/Lost,0.1772,1-Critical
2024,,[Lenovo_Thinkbook][Compal][Solar PC][LNL][BE201]BT not stable with BE201,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1534,2-High
2024,,"[Lenovo_IdeaPad][Sunrise][LCFC][LNL][FVT][24H2][BE201] The unit still can search the 6G SSID when the MCC set to CN, FR: 1/2Units1/20cycles",WiFi,Lunar Lake,,Lunar Lake,Medium,Connectivity,0.1302,3-Medium
2024,,[Lenovo][AVC][M90aPro-6][ARL-S][BE200][Win11 24H2][F/R:100%] Cant wake on WLAN in S4,WiFi,Arrow Lake-S,,Arrow Lake-S,High,YB/Lost,0.103,2-High
2024,,"[Lenovo Thinkpad/LCFC][Matterhorn2 LNL/LNL/FmP][PCIE] B system no sound output when the Samsung Galaxy Buds3 Pro(D579) BT headset is connected to the A system during meeting call in teams/zoom.(FR:2/2units,4/4trials)",BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2315,2-High
2024,,"[Lenovo Thinkpad/LCFC][Link-1_ARL/ARL/FmP/GfP][USB] Intel BE201/AX211 the Sound Recorder cannot be recorded and automatic exit when use BT headset recording.(FR: 2/2 units, 4/4tal trials).",BT,Arrow Lake-H,,Arrow Lake-H,High,Connectivity,0.2366,2-High
2024,,[lenovo/DT][inhouse][ARL-S][BE200][M90t-6],WiFi,Arrow Lake-S,,Arrow Lake-S,High,P2P,0.1129,2-High
2024,,[Lenovo-Ideapad][LNL][Shangri-la][BE201][24H2] BT PLDR fail while BT connected,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1907,2-High
2024,,"[Lenovo Thinkpad/LCFC][Matterhorn2_Yushan2_ARL/ARL/FmP][USB] Intel BE201 Intel(R) Wireless Bluetooth(R) Lost during Restart stress test by LongRunATS_AOAC_v5.2 tool. (FR: 1/52units, 1/7800 total trials)",BT,Arrow Lake-H,,Arrow Lake-H,High,YB/Lost,0.1621,2-High
2024,,[LENOVO][Compal][ARL][BE200][Slim7][Yoga Slim7]BT PAN ping test fail,BT,Lunar Lake,,Lunar Lake,Critical,HLK,0.1741,1-Critical
2024,BT-296724,[Lenovo][Aladdin][LNL SIT][BE201]BT lost in SVT build,BT,Lunar Lake,Lunar Lake,Lunar Lake,Critical,YB/Lost,0.1778,1-Critical
2024,WIFI-548045,[Lenovo][Aladdin][LNL SIT][BE201]wifi ping fail when perform wifi reboot ping test,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,Critical,Performance,0.1016,1-Critical
2024,,[Lenovo Thinkpad/LCFC][Link-1_ARL/ARL/FmP][USB] The Intel BE201 BT keyboard/mouse shows in the BT device but is not connected and can not auto-reconnect after being in idle mode for a night.,BT,Arrow Lake-H,,Arrow Lake-H,High,Connectivity,0.2228,2-High
2024,,"[Lenovo][IdeaPad 5 2-in-1 14/16IAL10][ARL][24H2] The BT mouse cannot be searched after idle 2 Hrs.(FR: 3/3 uuts, 8/10 cycles)",BT,Arrow Lake-H,,Arrow Lake-H,High,Connectivity,0.2362,2-High
2024,WIFI-550188,[lenovo_lnl0eiger2] BE201 BSOD 0x9F when doing hybrid shutdown stress test,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,BSOD,0.2963,2-High
2024,,"[Lenovo_IdeaPad][Yoga Slim7_14ILL10_FVT]H4_Auto_ S4/Stress_S4, System show Bluetooth lost and Unknown USB Device yellow bang in device manager. (F/R:1/10u,1/2,500c)",BT,Lunar Lake,,Lunar Lake,High,YB/Lost,0.3043,2-High
2024,,[Lenovo_IdeaPad][Lun1.0 Intel_ARL_FVT]Intel BT device show YB during running Mike Power off test.(F/R: 1/4 units),BT,Arrow Lake-H,,Arrow Lake-H,High,YB/Lost,0.2193,2-High
2024,,Intel(R) Wi-Fi 6E AX211keep disconnecting,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Medium,Sensing,0.1588,3-Medium
2024,,[Lenovo_arlu_abby]BT device lost and YB during S4 longrun in AC mode on AX211,BT,Arrow Lake-U,,Arrow Lake-U,High,YB/Lost,0.3718,2-High
2024,,[Lenovo][Hetian2][ARL EVT][BE201]0X9F BSOD point to BT,BT,Arrow Lake-H,,Arrow Lake-H,Medium,BSOD,0.3095,3-Medium
2024,BT-298285,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE][Factory] Unexpected FW retransition to D3 failure,BT,Lunar Lake,Lunar Lake,,,Connectivity,0.19,1-Critical
2024,,[Lenovo][LNL][BE201][Thames/Mersey-2] WLAN YB during S4 Loop test.,WiFi,Lunar Lake,,Lunar Lake,High,YB/Lost,0.1954,2-High
2024,,[Lenovo_arlu_abby]WI-FI will automatically disconnect with WPA3 Personal in WI-FI Configuration,WiFi,Arrow Lake-U,,Arrow Lake-U,High,P2P,0.1355,2-High
2024,BT-298548,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE] SHR and PLDR failed due to DEVICE_BUSY,BT,Lunar Lake,Lunar Lake,,,Connectivity,0.1736,1-Critical
2024,,"[Lenovo-IdeaPad][LNL][SV3][QiXia][SVT][FMP]Sound cant output when connect BT headset during Teams metting .(F/R:1/3units,4/15cycles)",BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2328,2-High
2024,,[Lenovo][AVC][M90a-6][ARL-S][AX211] Error 5010 in Event log after OOBE,WiFi,Arrow Lake-S,,Arrow Lake-S,High,YB/Lost,0.1359,2-High
2024,,"[Lenovo-AIO][Comapl][A390 2427IRH9][AX201]Unit shows ""No displays are available"" when Source terminal project to Sink terminal",WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Medium,Sensing,0.1075,3-Medium
2024,,[Lenovo JP][MTL][BE201] EAP-AKA authentication packet is not being sent to client when attempt to connect was made,WiFi,Meteor Lake,,Meteor Lake,High,P2P,0.1162,2-High
2024,,[Lenovo_IdeaPad][Yoga Slim7_14ILL10_FVT] S4 discover blackscreen and show S0i3 LED state with 0x9F Bsod,BT,Lunar Lake,,Lunar Lake,High,BSOD,0.2875,2-High
2024,BT-300418,"[Lenovo_IdeaPad][Tianzhu 16][LCFC][SVT][24H2]BT device show YB after resume from WB/MS, FR: 4/351Units",BT,Arrow Lake-H,Arrow Lake-H,Arrow Lake-H,Critical,YB/Lost,0.2307,1-Critical
2024,,[Lenovo][Foxconn][ThinkStation Cathaya P5 Gen2][Granite Rapids][BE200][Win11]There is new Microsoft Windows 11 algorithm driver design limitation with power management Hibernate WoWLAN.  Suggest to close this issue.,WiFi,Arrow Lake-S,,Arrow Lake-S,High,Connectivity,0.1041,2-High
2024,,"Application error with Event ID 1000 ""IntelConnectivityNetworkService.exe"", found after F11 LAN Reset",Other,Lunar Lake,,Lunar Lake,Medium,YB/Lost,0.1224,3-Medium
2024,,[Lenovo/DT][in-house][ARL-S][BE200][M90ts-9]WPA22.4GHz2.5GHzBE,WiFi,Arrow Lake-S,,Arrow Lake-S,Critical,P2P,0.1049,1-Critical
2024,,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201]The unit occurred BSOD 0xd1 when playing video, FR: 2/2Units.",BT,Lunar Lake,,Lunar Lake,High,BSOD,0.2114,2-High
2024,WIFI-562968,[lenovo_arlh_eiger2]BE201 device YB after S4 resume,WiFi,Arrow Lake,Arrow Lake,Arrow Lake,High,YB/Lost,0.2992,2-High
2024,BT-301609,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE][Factory][Tx Timeout] Bluetooth YB due to PLDR timeout during MS/S4 test(1/317 unit) [ Using MSFT EB with FLR fix ],BT,Lunar Lake,Lunar Lake,,,YB/Lost,0.1692,1-Critical
2024,,[Lenovo][Aladdin][LNL SIT][BE201][Win11] WiFi lost after WB stress test,WiFi,Lunar Lake,,Lunar Lake,Critical,YB/Lost,0.1721,1-Critical
2024,WIFI-560409,"[Lenovo-IdeaPad/YOGA][Compal][S5P_S7P-14IAH][ARL-H][Win11 24H2][SIT]BSoD point to WifiCx during Stress_Random MS/S4,F/R: 3/20units, 3/2000cycles)",WiFi,Arrow Lake-H,Arrow Lake-H,,,BSOD,0.2281,2-High
2024,BT-302284,"[Lenovo][IdeaPad 5 2-in-1 14/16IAL10][ARL][24H2] AX203 WIFI will show YB(error code:10) when running CB/S4 test.(F/R: 5/30 by UUTs, 5/3000 by cycles)",BT,Arrow Lake-U,Arrow Lake-U,Arrow Lake-H,High,YB/Lost,0.1603,2-High
2024,,"[Lenovo][IdeaPad 5 2-in-1 14/16IAL10][ARL][24H2] AX203 WIFI will show YB(error code:43) when running CB test.(F/R: 4/30 by UUTs, 4/3000 by cycles)",WiFi,Arrow Lake-H,,Arrow Lake-H,High,YB/Lost,0.1511,2-High
2024,,[Lenovo Thinkpad/LCFC][Sydney2_ARL/ARL/FmP][USB] Bluetooth WHCK test item: Bluetooth - CIS Establishment Test failed.,BT,Arrow Lake-H,,Arrow Lake-H,High,HLK,0.2089,2-High
2024,,[Lenovo Thinkpad/LCFC][Sydney2_ARL/ARL/FmP][USB] Bluetooth WHCK test item: Bluetooth - L2CAP Performance (Reliability) failed.,BT,Arrow Lake-H,,Arrow Lake-H,High,HLK,0.1479,2-High
2024,BT-302224,[Lenovo ThinkPad JP/LCFC][Thames2/Mersey2/LNL/BE201][BE] [PCIe]BT LE mouse and headphone stop working during teams call. BT device lost [Using MSFT EB with FLR fix],BT,Lunar Lake,Lunar Lake,,,Connectivity,0.1838,2-High
2024,BT-302212,[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] headset/Mouse can not use due to connection timeout.,BT,Lunar Lake,Lunar Lake,,,Connectivity,0.2025,1-Critical
2024,BT-302220,[Lenovo ThinkPad JP/LCFC][Alloy/S990/LNL/FmP][PCIe] Bluetooth mouse device stopped working and BT lost during zip file. - PME Wake bit not seen in FW,BT,Lunar Lake,Lunar Lake,,,YB/Lost,0.1592,1-Critical
2024,,[Lenovo][Compal][Ideapad S5P/S7P][ARL][AX203][BE200]BT headphone can not auto connect  after WB/S4,BT,Arrow Lake-H,,Arrow Lake-H,High,Connectivity,0.2164,2-High
2024,,"[Lenovo Thinkpad/LCFC][Link-1_ARL/ARL/FmP][USB] The Intel BE201 BT occur BSOD 0x9f during  AC S5 longrun test using the LongRunATS_shutdown_v5.2.(FR:1/5 units, 1/480 total trials)",BT,Arrow Lake-H,,Arrow Lake-H,High,BSOD,0.1808,2-High
2024,,[Lenovo_IdeaPad][Elbrus Mount][LCFC][SIT][24H2][BE201]Stress_BurnIn_The unit Intel(R) Wi-Fi 7 BE201 Device Lost when run BurnIn stress test.(F/R:1/30units),WiFi,Arrow Lake-U,,Arrow Lake-U,Critical,YB/Lost,0.1901,1-Critical
2024,BT-302266,[Lenovo ThinkPad JP/LCFC][Alloy/S990/LNL/FmP][PCIe] BT lost w/o any PLDR during coldboot testing. (FR: 1/41 unit),BT,Lunar Lake,Lunar Lake,,,YB/Lost,0.1655,1-Critical
2024,,"[Lenovo][Wistron][Thinkbook14 G8 IAL][ARL][AX211][24H2][10%]:When using the WLan of the intel AX211,there is a chance than the WIFI not found",WiFi,Arrow Lake,,Arrow Lake,High,Connectivity,0.1263,2-High
2024,,[Lenovo][Wistron][300W_GEN5][TWL][BE200][24H2][100%]:The WLAN card of the BE200 shows 802.11ax,WiFi,Alder Lake,,Alder Lake,High,Performance,0.1469,2-High
2024,,[Lenovo][Wistron][ThinkBook14 G8 IAL][ARL][AX211][24H2][50%]:The Bluetooth keyboard could not be found,BT,Arrow Lake,,Arrow Lake,High,Connectivity,0.2445,2-High
2024,WIFI-565837,"[Lenovo][IdeaPad 5 2-in-1 14/16IAL10][ARL][24H2]Run warmboot occured BSOD 0xD1 point Netwaw16.sys(F/R: 16/20 by UUTs,16/2000cycles)",WiFi,Arrow Lake-U,Arrow Lake-U,Arrow Lake-H,Critical,BSOD,0.2124,2-High
2024,,"[Lenovo China][Qixia][S790_15_LNL_OLED]Sound output has a current noise after disconnect and reconnect the BT headset about 3s during play video/audio.(F/R:2/2units,8/10cycles)",BT,(missing),,,High,Connectivity,0.2495,2-High
2024,,LCFC YogaC910-14LNL BE201 WLAN Tx power abnormal,WiFi,Lunar Lake,,Lunar Lake,Critical,RF,0.1194,1-Critical
2024,BT-303616,"[Lenovo_IdeaPad][Elbrus Mount][LCFC][SIT][24H2][BE201]No sound output from BT headset after disconnecting and reconnecting the BT headset multiple times.(FR: 2/2 units, 4/4 cycles)",BT,Arrow Lake-U,Arrow Lake-U,Arrow Lake-U,Critical,Connectivity,0.2954,1-Critical
2024,BT-303389,[Lenovo][Aladdin][LNL SIT][BE201][Win11] BT PAN ping overnight fail,BT,Arrow Lake,Arrow Lake,Lunar Lake,High,Connectivity,0.1879,1-Critical
2024,,[Lenovo-Ideapad][Shangri-la][FmP][LNL][24H2]BT Ping fail,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2049,2-High
2024,,[Lenovo-Ideapad][Shangri-la][FmP][LNL][24H2] BT copy file fail,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1951,2-High
2024,,[Lenovo-Ideapad][Shangri-la][FmP][LNL][24H2]BT mouse and headset no function,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2238,2-High
2024,,[Lenovo-Ideapad][Shangri-la][FmP][LNL][24H2]can not connect/remove BT devices.,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2423,2-High
2024,,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201]No sound output from BT headset after disconnecting and reconnecting the BT headset multiple times.(FR: 2/2 units, 4/4 cycles)",BT,Lunar Lake,,Lunar Lake,Critical,Connectivity,0.2922,1-Critical
2024,,[P3 Ultra Gen2-BE200-Hide the SSID in 6g WPA3 mode. The hidden network cannot be connected[23.100.0.4],WiFi,Arrow Lake-S,,Arrow Lake-S,High,Connectivity,0.1332,2-High
2024,,[Lenovo][Compal][Ideapad S5P/S7P][ARL][BE200]BT headphone can not auto connect after WB/S4,BT,Arrow Lake,,Arrow Lake,High,Connectivity,0.2164,2-High
2024,,"[TB 14_16_G7+ IAH_mini FVT ] Stress_MS/,SW/HW drips less than 90%",WiFi,Arrow Lake,,Arrow Lake,Medium,Power Consumption,0.6818,3-Medium
2024,BT-304026,[Lenovo][HQ][LNL][C710]BT will lost during player music with Galaxy Buds2 Pro BTLE headset(F/R: 4/4 UUTs; 40/40 Cycles),BT,Lunar Lake,Lunar Lake,Lunar Lake,High,Connectivity,0.1686,1-Critical
2024,,[lenovo_arlh_sydney2]D-Link AP cannot be scanned under UEFI,WiFi,Arrow Lake-H,,Arrow Lake-H,Medium,UEFI,0.2073,3-Medium
2024,,"[Lenovo_IdeaPad][Tianzhu16][LCFC][ARL][SOVP][24H2][BE200&AX203]The EUT auto disconnect during  BT ping test, 2/2units, 2/2cycles.",BT,Arrow Lake-U,,Arrow Lake-U,High,Connectivity,0.1772,2-High
2024,,"[Lenovo_IdeaPad][ThinkBook 13X G5][LCFC][SIT][24H2][BE201]Network band(channel) donot shows two groups when connected to MLO wireless after S5/R.(F/R: 2/2units, 2/40 cycles)",WiFi,Arrow Lake-U,,Arrow Lake-U,Critical,P2P,0.1191,1-Critical
2025,,"[Lenovo][IdeaPad 5 2-in-1 14/16IAL10][ARL][24H2][AX203]No sound output or Noise from BT headset after disconnecting and reconnecting the BT headset multiple times.(FR: 2/2 units, 4/4 cycles)",BT,(missing),,,High,Connectivity,0.2864,2-High
2025,,[Lenovo][Compal][Ideapad S5P/S7P][ARL][BE200]BT headphone can not auto connect after WB/S4,BT,(missing),,,High,Connectivity,0.2164,2-High
2025,,"[Lenovo_IdeaPad][Sunrise][LCFC][SIT][24H2][BE201]Unit with multi-BT devices connected will not pop up swift pair notification to connect when using swift pair BT device.(F/R: 1/2units, 3/6cycles)",BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1588,2-High
2025,BT-305281,[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] LE Headset has disconnection and can not have reconnection from laptop [LMP Response Timeout],BT,Lunar Lake,Lunar Lake,,,Connectivity,0.2047,2-High
2025,BT-305278,[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] Headset and HID devices have abnormal disconnection. [BC_EXC_LP_TX_RX_DOWN_TO_ERROR],BT,Lunar Lake,Lunar Lake,,,Connectivity,0.1799,2-High
2025,BT-305611,[Lenovo-ThinkPad][Aladdin/LNL QS/FmP2][USB][24H2][PA] Headset has disconnection while playing streaming in voice call.,BT,Lunar Lake,Lunar Lake,,,Connectivity,0.1725,1-Critical
2025,,Inel BE200 Windows 11  Cant S4 Wakeup WLAN,WiFi,Arrow Lake,,Arrow Lake,High,YB/Lost,0.1177,2-High
2025,BT-305889,[CIV_TWN_CSLP][Lenovo-ThinkPad JP][Thams2/LNL/FmP PCIe][23.110 rev5] BT device lost during S0 idle. (FR: overnight),BT,Lunar Lake,Lunar Lake,,,YB/Lost,0.233,1-Critical
2025,WIFI-572234,[Lenovo JP][UEFI][WHL to RPL] Cannot connect to WPA2 Enterprise via UEFI,WiFi,Raptor Lake Client Platforms,Raptor Lake Client Platforms,,,UEFI,0.4852,2-High
2025,,[TB 14_G7+ IAH_SIT ] Stress_CB BE200 Bluetooth lost.  F/R: 1/6000 1/20unit,BT,Arrow Lake,,Arrow Lake,Medium,YB/Lost,0.2588,3-Medium
2025,,[Lenovo China][Qixia][S790_15_LNL_OLED]Bluetooth disconnected after did files sharing via bluetooth overnight,BT,(missing),,,High,Connectivity,0.1889,2-High
2025,,"[S790_15_LNL_OLED]The connected BT devices have no function and unit can not find other BT devices.(F/R:1/2units,5/10cycles)",BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2424,2-High
2025,,"[S790_15_LNL_OLED]Bluetooth headset with serious noise after resume from ms(F/R:1/2units,1/10cycles)",BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1886,2-High
2025,WIFI-573985,[Lenovo-IdeaPad/YOGA][Compal][S5P_S7P-14IAH][Intel_ARL-H_RvP]BSoD 0x9F point to Netwaw16.sys during Stress_Random MS/S4,WiFi,Arrow Lake-H,Arrow Lake-H,,,BSOD,0.2961,2-High
2025,,"[LENOVO QIXIA] [S790_15_LNL_OLED][S790_15_LNL_SIT_OLED]Unit cant find BT device when add BT device(reopen BT under setting can recovery)(FR:3/3units,4/10 times)",BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1885,2-High
2025,,[Lenovo] [Wistron][ThinkBook14 G8 IAL][ARL][AX203][24H2][100%]The video stuttering and no sound after disconnect/connect headset and then click on the progress bar in Media Player.,BT,Arrow Lake,,Arrow Lake,High,Connectivity,0.2422,2-High
2025,BT-306577,[Lenovo ThinkPad JP/LCFC][Alloy/S990/LNL/FmP][PCIe] Bluetooth device lost while playing video [BC_EXC_LP_RUN_ERROR/SC_WATCHDOG_ON_BC_LC],BT,Lunar Lake,Lunar Lake,,,YB/Lost,0.1796,1-Critical
2025,,[Lenovo][Shangri-la][LNL][Win11][SVT]WIFI idle 0X10D BSOD,WiFi,Lunar Lake,,Lunar Lake,High,BSOD,0.227,2-High
2025,WIFI-576414,[Lenovo][Compal][YOGA Slim 7][LRL][BE201]RSSI 6G test issue,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,BIOS,0.1147,2-High
2025,,"[Lenovo] [Wistron][ThinkBook14 G8 IAL][ARL][AX203][24H2][50%]The headset has no sound after click sound bar or ""F2"" to change volume ""0"" and then click ""+"" button in headset.",BT,Arrow Lake,,Arrow Lake,High,Connectivity,0.2293,2-High
2025,,"[Lenovo] [Wistron][ThinkBook14 G8 IAL][ARL][AX203][24H2][5%]:Stress_Wifi MS_ SW drips=0%, HW drips= "" -"" in sleep study report(USB xHCI Compliant Host controller )( PCI Express Root Port)(Kernel mode Pluy and Play client)",BT,Arrow Lake,,Arrow Lake,High,Power Consumption,0.2495,2-High
2025,BT-307873,[Lenovo ThinkPad JP][Mersey2/Alloy/LNL/FmP PCIe] Airpods Pro2 has connection timeout during playback or teams call.,BT,Lunar Lake,Lunar Lake,,,Connectivity,0.1988,1-Critical
2025,,[lenovo_arlh_link]WLAN YB after system restart,WiFi,Arrow Lake-H,,Arrow Lake-H,High,YB/Lost,0.2087,2-High
2025,,[Lenovo ThinkPad T490s][9560]ICBC pop up two times authentication windows,WiFi,Whiskey Lake,,Whiskey Lake,High,Performance,0.1077,2-High
2025,,[lenovo_arlh_eiger2]AX211 YB after resume from S4,WiFi,Arrow Lake-U,,Arrow Lake-U,High,YB/Lost,0.1843,2-High
2025,,[Lenovo-Ideapad][Shangri-la][FmP][LNL][24H2] WIFI reset while connect WIFI7 AP,WiFi,Lunar Lake,,Lunar Lake,High,P2P,0.1041,2-High
2025,,[Lenovo Thinkpad/LCFC][Matterhorn2_LNL/LNL/FmP][PCIE] Intel BE201 Bluetooth device Lost during soi3 stress test test by OSAging tool. (FR: 1/784 total trials),BT,Lunar Lake,,Lunar Lake,High,YB/Lost,0.1968,2-High
2025,,[Lenovo/Consumer][HQ][PTL-H] [BE201] [2230] [S511][EVT] [SCH][#1]Request for Schematics Review,BT,Panther Lake,,Panther Lake,Low,Connectivity,0.1963,4-Low
2025,,[Lenovo JP][BT][Alloy-1] BT lost encountered on Alloy-1 after using BT mouse/headphones,WiFi,Agnostic,,Agnostic,High,YB/Lost,0.1644,2-High
2025,,[Lenovo] [Wistron][ThinkBook14 G8 IAL][ARL][AX203][24H2][10%]:,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,Connectivity,0.1176,2-High
2025,,[Lenovo][Aladdin][LNL SIT][BE201][Win11] Device Association Service using up 40% cpu,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1578,2-High
2025,,[Lenovo/DT BU][in-house][ARL-S][BE200][P3Gen2]The Bluetooth driver will lost after S4 overnight test,BT,Arrow Lake-S,,Arrow Lake-S,High,YB/Lost,0.1933,2-High
