issue_year,jira_id,jira_is_sw_change,ips_title,technology,platform,jira_platform,ips_platform,ips_priority,deduced_issue_category,category_confidence,jira_exposure
2024,,false,BT audio test data review,BT,Lunar Lake,,Lunar Lake,Low,Connectivity,0.2111,4-Low
2024,BT-284342,true,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][FVT][24H2][BE201]BT disappears and then reappears but cannot change to default setting when turn off  the airplane mode.(F/R:4/4units,4/40cycles)",BT,Lunar Lake,Lunar Lake,Lunar Lake,Low,Connectivity,0.1554,2-High
2024,,false,[Lenovo_Alloy_LNL]BE201 BSOD 0x44 when idle,WiFi,Lunar Lake,,Lunar Lake,High,BSOD,0.3098,2-High
2024,,false,[Lenovo][Compal][Ideapad S5P/S7P][ARL][BE201] Intel_BE201:intel wlan will lost  after run furmark.,WiFi,Arrow Lake,,Arrow Lake,High,YB/Lost,0.1626,2-High
2024,,false,[Lenovo][Compal][Ideapad S5P/S7P][ARL][AX203]Intel AX203 Bluetooth show Yellow bang during Battclues2.0 presettin,BT,Arrow Lake,,Arrow Lake,High,Connectivity,0.1567,2-High
2024,,false,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][24H2][BE201]Connect fail by ""Wireless Dispaly""",WiFi,Lunar Lake,,Lunar Lake,Low,P2P,0.1182,4-Low
2024,,false,[Lenovo-Ideapad][Wistron][900W Gen5][Twin Lake][IntelBE200] WiFi conductive throughput test fail,WiFi,Alder Lake,,Alder Lake,High,Performance,0.1378,2-High
2024,,false,"[Lenovo][Compal][Ideapad S5P/S7P][ARL][BE201][AX203]Unit connect BT headset during Wechat video,use hotkey(F1) to mute, found  still has sound.",BT,Arrow Lake,,Arrow Lake,High,Connectivity,0.1773,2-High
2024,,false,[Lenovo][ThinkPad T490s][9560]ICBC customer reported 802.1x authentication  pop up twice user/password interface,WiFi,Whiskey Lake,,Whiskey Lake,High,Performance,0.1345,2-High
2024,,false,[Lenovo][Compal][Yoga Slim 7 14ILLX][KLS71][LNL][Win11][24H2_26100] Wi-Fi driver digital signature didnt have WHQL sign,WiFi,Lunar Lake,,Lunar Lake,High,P2P,0.1038,2-High
2024,,false,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][FVT][24H2][BE201]BT headset have ZIZI noise when play local or online music.(F/R: 2/2units, 3/20cycles)",BT,Lunar Lake,,Lunar Lake,Low,Connectivity,0.1729,4-Low
2024,BT-276753,true,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][FVT][24H2][BE201]Only Intel Bluetooth PCI Enumerator remain aftre resume from MS with BT device connect.(F/R: 1/2units, 1/10cycles):",BT,Lunar Lake,Lunar Lake,Lunar Lake,Low,Connectivity,0.145,4-Low
2024,WIFI-510387,false,[Lenovo_arlh_Blanc2][ARL-H][FmP2]no AP in the scan list under Wi-Fi UEFI mode,WiFi,Arrow Lake-H,Arrow Lake-H,Arrow Lake-H,High,UEFI,0.162,2-High
2024,,false,S990 cant connect TPlink WIFI7 AP with BE for 90% FR,WiFi,Lunar Lake,,Lunar Lake,High,Performance,0.1115,2-High
2024,CIE-4888,true,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS version appears in Advanced Settings right lower corner,Other,Lunar Lake,Lunar Lake,Lunar Lake,Low,ICPS,0.1755,4-Low
2024,,false,[Lenovo/DT BU][in-house][ARL-PCB1][BE200][P900 Gen5],WiFi,Arrow Lake,,Arrow Lake,High,P2P,0.1049,2-High
2024,,false,[lenovo_lnl_alloy] Intel BE201 QS Connected Bluetooth devices disconnected when normal using for laptop without any power transition.,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1504,2-High
2024,,false,[Lenovo][Aladdin][LNL FVT][BE201][Win11] BSOD when install BT driver,BT,Lunar Lake,,Lunar Lake,High,BSOD,0.203,2-High
2024,,false,"[Lenovo_IdeaPad][Elbrus Mount][LCFC][FVT][24H2][BE201]BT Shwo YB when playing  video with BT headphone., FR: 1/1Units, 1/4Cycles",BT,Arrow Lake-H,,Arrow Lake-H,Low,Connectivity,0.1895,4-Low
2024,,false,[Lenovo][Compal][Ideapad S5P/S7P][ARL][BE201][AX203]BT mouse/BT keyboard cant wake up unit after MS 0.5H.,BT,Arrow Lake,,Arrow Lake,High,Connectivity,0.1601,2-High
2024,,false,"[Lenovo_IdeaPad][Tianzhu 16][LCFC][SIT][24H2][AX203]BT Lost when do BT PLDR Test by ""ibterverify -r""",BT,Arrow Lake-H,,Arrow Lake-H,Low,YB/Lost,0.1659,4-Low
2024,WIFI-508293,false,[lenovo_arlh_matterhorn2]BE201 YB when system idle,WiFi,Arrow Lake-H,Arrow Lake-H,Arrow Lake-H,Medium,YB/Lost,0.1925,3-Medium
2024,,false,"[Lenovo_IdeaPad][Tianzhu 16][LCFC][FVT][24H2][BE201]Can not connect the AP, 1/2 Units.",WiFi,Arrow Lake-H,,Arrow Lake-H,Low,Connectivity,0.1498,4-Low
2024,,false,[AVC][M90a-6][AX203][ARL-S] Install WiFi driver cause system frozen and BSOD.,WiFi,Arrow Lake-S,,Arrow Lake-S,Critical,BSOD,0.2499,1-Critical
2024,,false,"[Lenovo_IdeaPad][Tianzhu 16][LCFC][FVT][24H2][BE201]Sound cant output from the BT headset after idle overnight.(F/R:1/2units,1/6cycles)",BT,Arrow Lake-H,,Arrow Lake-H,Low,Connectivity,0.2368,4-Low
2024,,false,100W300W500W_Gen5,BT,Agnostic,,Agnostic,High,Connectivity,0.3285,2-High
2024,,false,[lenovo_arlh_thames2] Host Wi-Fi disconnected after 1hr mobile hotstpot enabled,WiFi,Arrow Lake-H,,Arrow Lake-H,High,P2P,0.1232,2-High
2024,,false,[Lenovo_IdeaPad][Elbrus Mount][LCFC][FVT][24H2][BE201]Stress_MS_ SW and HW drips less than 90% (IntelR Wi-Fi 7 BE201 320Mhz) when run MS stress with 10min.(F/R:4/32units).,WiFi,Arrow Lake-H,,Arrow Lake-H,Medium,Power Consumption,0.2159,3-Medium
2024,WIFI-505442,false,[LNL][FmP2] Wifi YB on first boot,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,YB/Lost,0.1563,2-High
2024,,false,[lenovo/DT BU][In-house][ARL-S-PCB2][AX211][IC Tower] Ax211+Vpro cannot boot into OS after installed 23.70.4.1 driver,WiFi,Arrow Lake-S,,Arrow Lake-S,High,Connectivity,0.1034,2-High
2024,WIFI-512812,false,[Lenovo-DT][Wistron][M90t_PCB1][ARL-S]BE200 read DSM functions failed (F/R: 100%).,WiFi,Arrow Lake-S,Arrow Lake-S,Arrow Lake-S,High,Connectivity,0.107,2-High
2024,,false,[Lenovo][ThinkBook 14 G6+ IMH][AX211]WLAN yellow bang in device manager,WiFi,Meteor Lake,,Meteor Lake,High,YB/Lost,0.1496,2-High
2024,,false,[Lenovo][Aladdin][LNL FVT][BE201][Win11] BT headset can not auto connect after S4 resume,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2272,2-High
2024,,false,"[Lenovo_IdeaPad][Tianzhu 16][LCFC][SIT][24H2][BE201]Stress_MS_SW/HW drips under 90%(0%)) relate to ""PCI Express/USB XHCL(relate to Bluetooth)"" during MS stress test with 10min(F/R:5/11units)",BT,Arrow Lake-H,,Arrow Lake-H,High,System Hang,0.1201,2-High
2024,WIFI-511524,true,[Thinkbook 14 G8 IRH+][RPL] BSOD(0x7e) occurs point to Netwtw14.sys when mobile hot spot is turned off,WiFi,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Medium,BSOD,0.2828,2-High
2024,BT-288221,true,[Lenovo]Thames2 EEP: BT mouse stops working suddenly.,BT,Lunar Lake,Lunar Lake,,High,Connectivity,0.2042,1-Critical
2024,WIFI-507218,false,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201] Intel Wi-Fi 7 BE201 show yellow bang when resume from MS/S4/S5.(F/R: 1/2units, 3/24cycles).",WiFi,Lunar Lake,Lunar Lake,,High,YB/Lost,0.1442,2-High
2024,,false,[Lenovo][Aladdin][LNL SIT][BE201][Win11] BT mouse and headset disconnect,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2186,2-High
2024,,false,[Lenovo_ideaPad][Compal][S5x0-14 Pro ][ARL][BE201]Conductive T-PUT test failed,WiFi,Arrow Lake-H,,Arrow Lake-H,High,Performance,0.123,2-High
2024,,false,"[Lenovo 13w 2-in-1 Gen3]: When connecting to the internet and then changing the network band to 5GHz using an intel AX211 WLAN card, Mobile Hotspot cannot be enabled and an error message is displayed. (FR: 3/3 units, 3/3 cycles)",BT,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,Connectivity,0.2039,2-High
2024,,false,[Lenovo_YOGA][Compal][S7X0-14.5 Pro ][ARL][BE201]Conductive T-PUT test failed,WiFi,Arrow Lake-H,,Arrow Lake-H,High,Performance,0.123,2-High
2024,,false,[Lenovo_Legion][Compal][S5x0-14 Pro ][ARL][BE201]Conductive T-PUT test failed,WiFi,Arrow Lake-H,,Arrow Lake-H,High,Performance,0.123,2-High
2024,,,[Lenovo TB Gen7+ 14 inch][ARL-H] WLAN Wifi7 YB,Other,Arrow Lake-H,,Arrow Lake-H,,YB/Lost,0.1776,(missing)
2024,,false,[Lenovo_Legion][Compal][S7X0-14.5 Pro ][ARL][BE201]Conductive T-PUT test failed,WiFi,Arrow Lake-H,,Arrow Lake-H,High,Performance,0.123,2-High
2024,,false,"[Lenovo_IdeaPad][Elbrus Mount][LCFC][FVT][24H2][BE201]BLE headset has noise after wake up from MS.(F/R:1/2units,1/10cycles)",BT,Arrow Lake-H,,Arrow Lake-H,High,Connectivity,0.1505,2-High
2024,WIFI-518554,false,[Lenovo][ThinkPad L13 G3][ADL][AX201][Win10]Wi-Fi connection occasionally drops during normal use,WiFi,Alder Lake,Alder Lake,Alder Lake,High,P2P,0.1345,2-High
2024,,false,[TM2][Lunarlake][Fmp2] BSOD0x44 pointing to nwifi.sys,WiFi,Lunar Lake,,Lunar Lake,High,P2P,0.1035,2-High
2024,,false,"[Lenovo-Ideapad][LNL][Shangri-la][BE201][24H2] SIT 10min MS SW drips <90% , caused by WIFI disconnect or weak signal",WiFi,Lunar Lake,,Lunar Lake,High,Power Consumption,0.2164,2-High
2024,WIFI-510091,false,[Lenovo_IdeaPad][Tianzhu 16][LCFC][SITT][24H2]WLAN show YB after testing BT PLDR (Product Reset)  several times. FR: 3/3 units,WiFi,Arrow Lake-H,Arrow Lake-H,Arrow Lake-H,High,YB/Lost,0.1956,2-High
2024,,false,[Lenovo][Compal][Ideapad S5P/S7P][ARL][BE201]Preload image BT will show YB,BT,Arrow Lake,,Arrow Lake,High,YB/Lost,0.1895,2-High
2024,,false,[Lenovo-Ideapad][LNL][Shangri-la][BE201][24H2]BT YB while stress connect / disconnect WIFI,BT,Lunar Lake,,Lunar Lake,Medium,YB/Lost,0.1718,3-Medium
2024,,false,[Lenovo][13W_GEN3]: SUT could not find the WiFi 5G signal when channel width is,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,P2P,0.1857,2-High
2024,CIE-5025,false,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS doesnt support Windows theme Dark mode,Other,Lunar Lake,Lunar Lake,Lunar Lake,High,ICPS,0.1751,3-Medium
2024,,false,[lenovo_lnl_alloy] Bluetooth Device in Device Manager lost about 2s when turning on/off Airplane mode,BT,Lunar Lake,,Lunar Lake,High,YB/Lost,0.1861,2-High
2024,,false,[Lenovo][Aladdin][LNL FVT][BE201][Win11] BT device lost during MS stress test,BT,Lunar Lake,,Lunar Lake,Critical,YB/Lost,0.2406,1-Critical
2024,,false,[Lenovo_ideaPad][Compal][S5P][ARL][AX203]CPT for WIFI test failed,WiFi,Arrow Lake,,Arrow Lake,High,UEFI,0.1252,2-High
2024,,false,[lenovo/DT BU][In-house][ARL-Tiny11][AX203][Tiny11 ARL SDV M70q Gen6 ]BT Performance Test failed,BT,Arrow Lake,,Arrow Lake,Medium,Connectivity,0.1474,3-Medium
2024,,false,BLE headset show disconnect after change the sound mode from recording to playback,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2412,2-High
2024,,false,[Lenovo][Aladdin][LNL SIT][BE201][Win11] 0x44 BSOD when remove  BT headset,BT,Lunar Lake,,Lunar Lake,High,BSOD,0.1908,2-High
2024,,false,[Lenovo][Compal][Yoga9 Refresh-32ILL10][LNL][BE201]MLO sometimes one virtual,WiFi,Lunar Lake,,Lunar Lake,High,Performance,0.1067,2-High
2024,,false,[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201]BLE headset show disconnect after change the sound mode from recording to playback,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.2279,2-High
2024,,false,[Lenovo][Compal][Ideapad S5P/S7P][ARL][AX203]Stress CB intel wlan show YB and BT lost,WiFi,Arrow Lake,,Arrow Lake,High,YB/Lost,0.2546,2-High
2024,,false,[Lenovo][Aladdin][LNL SIT][BE201][Win11] When connect BT speakerwill disconnect and then auto connect in the first time,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1943,2-High
2024,,false,[Lenovo_Thinkbook][Compal][TB Gen7+ 14][ARL][BE201]NB cant connect closest AP,WiFi,Arrow Lake-H,,Arrow Lake-H,High,P2P,0.1171,2-High
2024,,false,[Lenovo-Ideapad][LNL][Shangri-la][BE201][24H2] SIT BT BIOS SAR read error,BT,Lunar Lake,,Lunar Lake,Critical,Connectivity,0.145,1-Critical
2024,,false,"[Lenovo_IdeaPad][Tianzhu 16][LCFC][SIT][24H2][AX203&BE201]BT lost and show unknown usb device during uninstall BT driver,  1/1unit, 1/15cycles",BT,Arrow Lake-H,,Arrow Lake-H,High,YB/Lost,0.2045,2-High
2024,,false,[Lenovo-Ideapad][LNL][Shangri-la][BE201][24H2] EVT BT first time connect headset will audo disconnect and reconnect,BT,Lunar Lake,,Lunar Lake,Medium,Connectivity,0.2032,3-Medium
2024,,false,"[Lenovo][Huaqin][Idepad 5 2-in-1 14/16AIL10][Intel ARL][24H2] The AX203 BT will show Yellow bang when running Coldboot test..(FR:5/50 uusts, 6/1000 cycles)",BT,Arrow Lake-H,,Arrow Lake-H,High,Connectivity,0.1653,2-High
2024,,false,"[lenovo_arlh_thames2] Intel AX211 Bluetooth device lost when testing with ATS stress, Missing Device- Intel(R) Wireless Bluetooth(R), Former Status= OK - Fail occurs during ATS S4 (Hibernate) Longrun [FR: 79/100]",BT,Arrow Lake-H,,Arrow Lake-H,High,YB/Lost,0.2181,2-High
2024,WIFI-530844,false,"[Lenovo_IdeaPad][Elbrus Mount-YGBook9i][LCFC][FVT][24H2][BE201]Stress_FB_The units show lost device(Intel PROSet/Wireless WiFi Software extension) when run FB stress test.(F/R:6/33units,6/4841cycles)",WiFi,Arrow Lake-U,Arrow Lake-U,Arrow Lake-U,High,YB/Lost,0.188,2-High
2024,,false,[Lenovo][Aladdin][LNL SIT][BE201][Win11] SW/HW drips is less than 90%Intel(R) Wi-Fi 7 BE201 320MHz,WiFi,Lunar Lake,,Lunar Lake,High,Power Consumption,0.3286,2-High
2024,,false,"[Lenovo][Aladdin][LNL SIT][BE201][Win11] Run HLK item ""Bluetooth - LEExtendedAdvertising (Development and Integration)"" test failed(FR:2/2units;10/10cycles).",BT,Lunar Lake,,Lunar Lake,High,HLK,0.2612,2-High
2024,,false,[Lenovo-DT][AVC][M90a-6][ARL-S][BE200][24H2][100%] Radio type show 11ax when WPA3.,WiFi,Arrow Lake-S,,Arrow Lake-S,High,Performance,0.1132,2-High
2024,,false,"[Cheetah-3]:The EUT cant connect the WPA2-Enterprise(EAP-TLS) Wi-Fi in the Wi-Fi Configuration menu.(FR:2/2 units,10/10 trials)",WiFi,Alder Lake,,Alder Lake,High,Connectivity,0.1236,2-High
2024,,false,[lenovo_lnl_alloy] HLK: Bluetooth - HciExtensions (Development and Integration) test failed,BT,Lunar Lake,,Lunar Lake,High,HLK,0.3361,2-High
2024,,false,"[lenovo/DT BU][In-house][ARL][BE200][ThinkCentreM90qGen6] Modern Standby Basic Requirement Test on AC-power Source, test fail.",WiFi,Arrow Lake,,Arrow Lake,High,HLK,0.1008,2-High
2024,WIFI-520916,true,[lenovo/DT BU][In-house][ARL-S][BE200][ThinkCentreM90qGen6]HLK:System - PNP (disable and enable) with IO Before and After (Reliability) test fail,WiFi,Arrow Lake-S,Arrow Lake-S,Arrow Lake-S,High,HLK,0.1646,2-High
2024,BT-284698,false,BSOD 0x9F (ibtpci.sys) encountered during Memory Test on Thames-2 EEP with 23.70.3.1 and verifier = ENABLED (5/25 units),BT,Lunar Lake,Lunar Lake,Lunar Lake,High,BSOD,0.324,1-Critical
2024,,false,"[Lenovo][Aladdin][LNL SIT][BE201][Win11] Run HLK item ""Bluetooth - HciExtensions (Development and Integration)"" test failed(FR:2/2units;10/10cycles).",BT,Lunar Lake,,Lunar Lake,High,HLK,0.2612,2-High
2024,BT-291551,true,[Lenovo][Aladdin][LNL SIT][BE201][Win11] BT mouse  can not  auto connect after MS resume,BT,Lunar Lake,Lunar Lake,Lunar Lake,High,Connectivity,0.196,2-High
2024,,false,"[Lenovo][Aladdin][LNL SIT][BE201][Win11] Run HLK item ""Bluetooth - HciExtensionsV2 (Development and Integration)"" test failed(FR:2/2units;10/10cycles).",BT,Lunar Lake,,Lunar Lake,High,HLK,0.2612,2-High
2024,BT-289196,false,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201] BT Lost when idle after normal use.(F/R: 1/2units, 1/20cycles)",BT,Lunar Lake,Lunar Lake,Lunar Lake,High,YB/Lost,0.1772,2-High
2024,BT-289236,false,[Lenovo_IdeaPad][Elbrus Mount][LCFC][FVT][24H2][BE201]Sound output occur lag/delay(about 0.5S) serveral times when play local music with BT headset (F/R:2/2units 4/10cycles).,BT,Arrow Lake-Hx,Arrow Lake-Hx,Arrow Lake-Hx,High,Connectivity,0.1834,1-Critical
2024,CIE-5036,true,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS shows English recommendation in Notification Tab on Simplified Chinese system,Other,Lunar Lake,Lunar Lake,Lunar Lake,Medium,ICPS,0.1527,3-Medium
2024,,false,[Lenovo][LunarLake][BE201][24H2][10%][ICPS4.0]ICPS cant be opened when click ICPS icon on taskbar,Other,Lunar Lake,,Lunar Lake,Low,ICPS,0.2301,4-Low
2024,,false,"[Lenovo][Aladdin][LNL SIT][BE201][Win11] Unit occurs BSOD(Stop code: SYSTEM_THREAD_EXCEPTION_NOT_HANDLED,bugcheck:0x7e,with dump) when connect BT headset and then disable Bluetooth in Quick settings",BT,Lunar Lake,,Lunar Lake,High,BSOD,0.196,2-High
2024,,false,[Lenovo-IdeaPad][ARL][FmP2][Shangri-la EVT]WIFI project fail,WiFi,Arrow Lake,,Arrow Lake,High,Performance,0.1143,2-High
2024,,false,ThinkStation Mistral P3 Ultra Gen 2:W11:HLK:System - PNP (disable and enable) with IO Before and After (Reliability) fail,WiFi,Arrow Lake-S,,Arrow Lake-S,High,HLK,0.1239,2-High
2024,BT-289135,false,[Lenovo_IdeaPad][Tianzhu 16][LCFC][SIT][24H2][BE201/BE200]BT Device lag and autodisconnect and the re-connect,BT,Arrow Lake-H,Arrow Lake-H,Arrow Lake-H,High,Connectivity,0.1756,1-Critical
2024,,false,"[Lenovo][Compal][Yoga Slim7_14ILL10_FVT] Stress _MS/Stress_WiFi-MS,Intel(R) WI-FI 7 BE201 320MHz(\_SB.PC00.CNWW) caused SW:0%, HW:-",WiFi,Lunar Lake,,Lunar Lake,High,Power Consumption,0.3095,2-High
2024,,false,"[Lenovo][Aladdin][LNL SIT][BE201][Win11]  BT device ""HUAWEI P30 PRO"" will become ""Bluetooth LE Device xxxxxxxx"" during Bluetooth file transfer.(FR:2/2units;4/4cycles)",BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1633,2-High
2024,,false,"[Lenovo_IdeaPad][Yoga Slim7_14ILL10_FVT] H4_Auto_ S4_5/Stress_S4, System show Bluetooth lost an",BT,(missing),,,High,YB/Lost,0.2369,2-High
2024,WOT-53057,false,[Lenovo_ThinkPad_JP][THAMES2][LNL][FmP2] WRT2G tool  Wi-Fi monitor page cant show MCS or packets details,Other,Lunar Lake,Lunar Lake,,,Performance,0.1001,2-High
2024,WIFI-520713,false,[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201]WRT tool show WLAN error code 5002 with 04444 assert,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,YB/Lost,0.1393,2-High
2024,,false,[Lenovo_IdeaPad][LCFC][ARL_H][24H2] [BE200]The WRT tool cannot read the ACPI DSM function when the BE200 is inserted on the ARL-HU Platform.,WiFi,Arrow Lake-H,,Arrow Lake-H,High,Sensing,0.1064,2-High
2024,WIFI-520712,true,[ThinkPad China][E14 gen5][Field_issue] Wi-Fi AX201 significantly slow access to E-Filling and SAP SQL data.,WiFi,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Critical,Performance,0.1208,1-Critical
2024,,false,[Lenovo China/Compal][LNL] BE201_2230_KLSPC_Layout Review,WiFi,Lunar Lake,,Lunar Lake,High,Performance,0.1027,2-High
2024,WIFI-521225,false,[Lenovo][LNL][BE201][Thames-2] WLAN YB during Reboot Loop test.,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,YB/Lost,0.1783,2-High
2024,,false,[Lenovo][Compal][TB G7+1416][ARL_H]BE200&BE201cannot connect to 5G frequenc band,WiFi,Arrow Lake,,Arrow Lake,High,P2P,0.1128,2-High
2024,,false,[lenovo_lnl_alloy] BSOD 0x9F point to ibtpci.sys during office normal usage,BT,Lunar Lake,,Lunar Lake,High,BSOD,0.3995,2-High
2024,,false,[lenovo/DT BU][In-house][[C-ARL-PCB2][AX211]TC-TC-M770T ]AX211 WIFI  Nearby sharing,BT,Arrow Lake-S,,Arrow Lake-S,High,Connectivity,0.1784,2-High
2024,,false,[Lenovo/DT BU][In-house][ARL-HX][AX203/AX211][LOQ-Tower-17IAX10]Bluetooth headse,BT,Arrow Lake-Hx,,Arrow Lake-Hx,High,Connectivity,0.1767,2-High
2024,,false,Yoga_Slim_9_14ILL10 BT audio test data review,BT,Lunar Lake,,Lunar Lake,Low,Connectivity,0.2111,4-Low
2024,,false,[Lenovo][Wistron][ARL][AX211][TB1416_GEN8]:MS stress test BT detvice show YB in DM,BT,Arrow Lake,,Arrow Lake,High,YB/Lost,0.1861,2-High
2024,,false,[Lenovo-DT][Wistron][M90t_PCB1][ARL-S] BE200 read ACPI DSM functions failed (F/R,WiFi,Arrow Lake-S,,Arrow Lake-S,High,Connectivity,0.1079,2-High
2024,,false,"[Lenovo_IdeaPad][Elbrus Mount][LCFC][FVT][24H2][BE201]Cannot connect the BT keyboard and have error message when connect with BT.(F/R:1/2u,1/10cycles)",BT,Arrow Lake-U,,Arrow Lake-U,Medium,Connectivity,0.1794,3-Medium
2024,WIFI-521571,true,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][24H2][SIT][BE201]The unit occurred BSOD_0x10D after running the Prime95+TAT test overnight, and then idle about 20 minutes later(FR: 2/4Units)",WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,Connectivity,0.1186,2-High
2024,WIFI-534850,false,[Lenovo][Aladdin][LNL SIT][BE201][Win11] WiFi icon flash more than 30s when connect enterprise network,WiFi,Lunar Lake,Lunar Lake,Lunar Lake,Low,Performance,0.1269,2-High
2024,,false,"[Lenovo][Foxconn][Thinkstation P7 Hornet][FHFs][AX210][Win11 24H2][50%]Bluetooth driver lost under device manager and exist error event ""ID 17""(BTHUSB)",BT,Fishhawk Falls,,Fishhawk Falls,High,YB/Lost,0.2138,2-High
2024,,false,[Lenovo][LNL][BE201][Thames-2/Mersey-2] BSOD0x7E pointing to WifiCx.sys,WiFi,Lunar Lake,,Lunar Lake,High,P2P,0.0957,2-High
2024,BT-287899,false,"[Lenovo_IdeaPad/LCFC][Tianzhu16/S5A0/ARL/FmP][ARL RVP][24H2] ""puci,cici"" noise occur when play music with BT Classic or LE headset (F/R:2/3units,8/10cycles).",BT,Arrow Lake,Arrow Lake,,,Connectivity,0.17,1-Critical
2024,BT-295619,false,[lenovo_lnl_alloy] Intel BE201 QS Connected Bluetooth mouse device stopped working and can not be used during MS then resumed when normal use.,BT,Lunar Lake,Lunar Lake,Lunar Lake,High,Connectivity,0.1606,1-Critical
2024,BT-297451,false,[lenovo_lnl_alloy] Intel BE201 QS Bluetooth device was lost when the system entered MS. Fail rate:1/8 times.,BT,Lunar Lake,Lunar Lake,Lunar Lake,High,YB/Lost,0.1637,1-Critical
2024,,false,[Lenovo][LNL][BE201][Thames-2] Edge Browsers [Share] function GUI does not load,WiFi,Lunar Lake,,Lunar Lake,High,Connectivity,0.1105,2-High
2024,WIFI-526739,false,[Lenovo_LNL_Matterhorn2]BE201 device lost & YB when system idle,WiFi,Arrow Lake-U,Arrow Lake-U,Arrow Lake,High,YB/Lost,0.3758,2-High
2024,,false,[Lenovo_Alloy_LNL]BE201 no internet access happened after switch SSID with MH on,WiFi,Lunar Lake,,Lunar Lake,High,Performance,0.1058,2-High
2024,BT-289100,false,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201]BT headset have noise & lag when play local or online music.(F/R: 2/2units,3/20cycles)",BT,Lunar Lake,Lunar Lake,Lunar Lake,High,Connectivity,0.1668,1-Critical
2024,WIFI-521649,false,[Lenovo_IdeaPad][Lenovo S5X0-16P][LCFC][LNL][SIT][24H2][BE201]Wake on pattern failed during MS,WiFi,Arrow Lake-H,Arrow Lake-H,,,Sensing,0.1125,2-High
2024,,false,"[Lenovo][Aladdin][LNL SIT][BE201][Win11] Sound cant output from BT headset ""Yoga TWS"" after resuming from S4.(FR:1/1units,8/75cycles)",BT,Lunar Lake,,Lunar Lake,Medium,Connectivity,0.2074,3-Medium
2024,,false,[TB 14 G7+ IAH_mini FVT ] [BE200]Running MS stress tool SW/HW drips cannot meet spec 90% when WiFi connected Internet.,WiFi,Arrow Lake,,Arrow Lake,Medium,Power Consumption,0.4283,3-Medium
2024,,false,"[Lenovo][IdeaPad 5 2-in-1 14/16IAL10][ARL][24H2] UUT display Bluetooth YB(error code:10) when running CB/S4/MS test.(F/R: 5/68 by UUTs, 5/4625 by cycles)",BT,Arrow Lake-H,,Arrow Lake-H,High,YB/Lost,0.1493,2-High
2024,,false,"[lenovo_lnl_alloy] ATS log show fail with ""Missing Device- Intel(R) Bluetooth(R) PCI Enumerator, Former Status= OK - Fail"" during Restart stress test by LongRunATS_AOAC_v5.2 tool(FR: 1/10units, 1/2000 Total trials)",BT,Lunar Lake,,Lunar Lake,High,YB/Lost,0.1569,2-High
2024,,false,"[Lenovo_IdeaPad][Tianzhu 16][LCFC][DIS][24H2]""puci,cici"" noise occur when play music with BT headset on intel Ax203&BE201 WLAN card  with BT offload enabled.",BT,Arrow Lake-H,,Arrow Lake-H,High,Connectivity,0.1685,2-High
2024,,false,"[lenovo_lnl_alloy] Unit show fail with ""Lost Bluetooth Device"" during Faststartup stress test by OSAging3.24.1.1.(FR: 1/15units, 1/1600 Total trials)",BT,Lunar Lake,,Lunar Lake,High,YB/Lost,0.1888,2-High
2024,,false,[Lenovo][in-house][ARL-S][AX211][PCB2/M970ts]Cannot detect Wireless display in scan list by Win+K,WiFi,Arrow Lake-S,,Arrow Lake-S,High,P2P,0.1151,2-High
2024,,false,[Lenovo][Compal][Ideapad S5P/S7P][ARL][AX203]  BT device shows YB when stress CB,BT,Arrow Lake,,Arrow Lake,High,YB/Lost,0.201,2-High
